SERVER,BTOP_CHAMP_ID,BTOP_CHAMP_MAST,BTOP_WINS,BTOP_LOSSES,BTOP_LEAGUE_POINTS,BJGL_CHAMP_ID,BJGL_CHAMP_MAST,BJGL_WINS,BJGL_LOSSES,BJGL_LEAGUE_POINTS,BMID_CHAMP_ID,BMID_CHAMP_MAST,BMID_WINS,BMID_LOSSES,BMID_LEAGUE_POINTS,BBOT_CHAMP_ID,BBOT_CHAMP_MAST,BBOT_WINS,BBOT_LOSSES,BBOT_LEAGUE_POINTS,BSUP_CHAMP_ID,BSUP_CHAMP_MAST,BSUP_WINS,BSUP_LOSSES,BSUP_LEAGUE_POINTS,BBAN1,BBAN2,BBAN3,BBAN4,BBAN5,RTOP_CHAMP_ID,RTOP_CHAMP_MAST,RTOP_WINS,RTOP_LOSSES,RTOP_LEAGUE_POINTS,RJGL_CHAMP_ID,RJGL_CHAMP_MAST,RJGL_WINS,RJGL_LOSSES,RJGL_LEAGUE_POINTS,RMID_CHAMP_ID,RMID_CHAMP_MAST,RMID_WINS,RMID_LOSSES,RMID_LEAGUE_POINTS,RBOT_CHAMP_ID,RBOT_CHAMP_MAST,RBOT_WINS,RBOT_LOSSES,RBOT_LEAGUE_POINTS,RSUP_CHAMP_ID,RSUP_CHAMP_MAST,RSUP_WINS,RSUP_LOSSES,RSUP_LEAGUE_POINTS,RBAN1,RBAN2,RBAN3,RBAN4,RBAN5,FIRST_BLOOD,FIRST_DRAG,FIRST_HERALD,FIRST_TOWER,BFIRST_OBJ_COUNT,RFIRST_OBJ_COUNT,TOP_WLR_DIFF,JGL_WLR_DIFF,MID_WLR_DIFF,BOT_WLR_DIFF,SUP_WLR_DIFF,B_WLR,R_WLR,TEAM_WLR_DIFF,AVG_LANE_WLF_DIFF,TOP_MASTERY_DIFF,JGL_MASTERY_DIFF,MID_MASTERY_DIFF,BOT_MASTERY_DIFF,SUP_MASTERY_DIFF,AVG_LANE_MASTERY_DIFF,BSUM_TEAM_MASTERY,RSUM_TEAM_MASTERY,TEAM_MASTERY_DIFF,BSUM_LP,RSUM_LP,TEAM_LP_DIFF,WINNER
EUROPE,10,21502,13.0,4.0,66.0,2,241630,589.0,538.0,1112.0,112,131592,319.0,253.0,924.0,21,70302,218.0,181.0,930.0,201,10863,133.0,107.0,1007.0,-1,350,40,107,119,114,20083,134.0,110.0,860.0,131,9416,229.0,179.0,29.0,39,28775,414.0,398.0,942.0,429,768095,667.0,620.0,902.0,32,49713,744.0,678.0,1315.0,350,517,163,119,78,0,1,0,0,0,0,2.0318181818181817,-0.18453406990509036,0.22066856019226577,0.12861343788985913,0.14564552146224474,1.1745152354570638,1.1022670025188916,0.07224823293817217,0.46844232629149224,1419,232214,102817,-697793,-38850,-80038.6,475889,876082,-400193,4039.0,4048.0,-9.0,0
EUROPE,887,30251,13.0,4.0,66.0,200,2098,179.0,125.0,968.0,127,335,55.0,21.0,50.0,429,75099,68.0,51.0,543.0,50,133349,667.0,619.0,918.0,163,350,29,777,119,17,1965607,6.0,4.0,75.0,427,1281105,13.0,7.0,75.0,45,64594,8.0,2.0,55.0,21,70302,218.0,181.0,930.0,12,323072,467.0,356.0,1691.0,91,28,1,888,350,1,0,1,1,0,0,1.75,-0.42514285714285727,-1.380952380952381,0.1289134438305708,-0.23425332631464313,1.197560975609756,1.2945454545454544,-0.09698447893569839,-0.03228702411586211,-1935356,-1279007,-64259,4797,-189723,-692709.6,241132,3704680,-3463548,2545.0,2826.0,-281.0,1
EUROPE,122,218906,625.0,578.0,858.0,20,296846,6.0,5.0,74.0,84,181688,65.0,44.0,435.0,29,56816,150.0,122.0,939.0,888,44454,485.0,462.0,654.0,235,24,268,121,119,67,12650,13.0,4.0,66.0,154,13521,160.0,117.0,855.0,50,6901,8.0,2.0,55.0,429,34057,16.0,8.0,62.0,32,5977,407.0,372.0,888.0,360,91,107,62,350,1,0,1,1,0,0,-2.1686851211072664,-0.1675213675213676,-2.5227272727272725,-0.7704918032786885,-0.04430247172182655,1.0990916597853013,1.2007952286282306,-0.1017035688429293,-1.1347456072712845,206256,283325,174787,22759,38477,145120.8,798710,73106,725604,2960.0,1926.0,1034.0,1
EUROPE,102,6941,558.0,520.0,857.0,234,179748,5.0,12.0,38.0,163,103962,319.0,253.0,924.0,202,268161,418.0,372.0,883.0,432,919414,177.0,106.0,1303.0,350,887,107,78,429,113,12797,13.0,4.0,66.0,59,74452,1011.0,973.0,696.0,84,344650,625.0,578.0,858.0,119,9952,454.0,388.0,1098.0,44,39180,543.0,501.0,726.0,350,429,200,38,421,0,0,0,0,0,0,-2.176923076923077,-0.6223878040424802,0.17955468632465776,-0.0464471788050107,0.5859789854253756,1.1694378463974664,1.0826513911620295,0.08678645523543693,-0.41604487760410686,-5856,105296,-240688,258209,880234,199439.0,1478226,481031,997195,4005.0,3444.0,561.0,0
EUROPE,113,12797,13.0,4.0,66.0,163,93190,11.0,8.0,74.0,91,61528,115.0,91.0,496.0,51,30799,21.0,20.0,9.0,40,307785,250.0,202.0,779.0,114,7,64,350,246,266,2779205,815.0,767.0,929.0,30,55740,753.0,690.0,1111.0,777,349912,625.0,578.0,858.0,81,60789,174.0,116.0,1097.0,43,187763,235.0,195.0,836.0,35,28,39,119,55,0,1,0,1,0,0,2.1874185136897,0.2836956521739131,0.1824213848435301,-0.44999999999999996,0.03249555724803255,1.2615384615384615,1.1091219096334186,0.15241655190504289,0.4472062215910352,-2766408,37450,-288384,-29990,120022,-585462.0,506099,3433409,-2927310,1424.0,4831.0,-3407.0,1
EUROPE,122,44067,117.0,95.0,597.0,238,223752,188.0,135.0,511.0,517,113618,375.0,334.0,567.0,81,123283,150.0,124.0,986.0,43,123497,280.0,243.0,809.0,119,200,163,28,114,350,4050,453.0,425.0,629.0,64,274184,33.0,14.0,75.0,84,201275,289.0,249.0,594.0,96,348098,582.0,547.0,619.0,266,26849,13.0,4.0,66.0,895,429,119,200,268,0,0,0,0,0,0,0.1656965944272446,-0.9645502645502646,-0.0378880792631604,0.14569204458335805,-2.097736625514403,1.1922663802363052,1.105730427764326,0.0865359524719791,-0.5577572660634451,40017,-50432,-87657,-224815,96648,-45247.8,628217,854456,-226239,3470.0,1983.0,1487.0,0
EUROPE,113,12921,401.0,353.0,1036.0,200,10225,151.0,97.0,1019.0,101,1744031,563.0,503.0,1025.0,895,10597,642.0,567.0,1422.0,111,98618,480.0,397.0,1457.0,166,29,887,84,141,59,9155,13.0,4.0,66.0,104,143075,511.0,447.0,926.0,7,252123,16.0,4.0,57.0,81,40712,555.0,489.0,1276.0,43,343,146.0,88.0,948.0,119,78,350,555,429,1,0,0,0,0,0,-2.1140226628895187,0.4135242971470745,-2.8807157057654074,-0.002694192878242019,-0.4500228990153423,1.1669274908711529,1.2025193798449612,-0.03559188897380827,-1.006786232680287,3766,-132850,1491908,-30115,98275,286196.8,1876392,445408,1430984,5959.0,3273.0,2686.0,0
EUROPE,6,32765,332.0,273.0,931.0,76,363904,559.0,519.0,970.0,39,201125,413.0,373.0,998.0,895,10597,642.0,567.0,1422.0,111,140419,6.0,5.0,32.0,119,78,-1,67,429,113,12797,13.0,4.0,66.0,5,167023,310.0,268.0,859.0,103,129013,331.0,289.0,886.0,523,302136,2.0,9.0,83.0,432,919414,177.0,106.0,1303.0,141,78,119,350,163,1,1,0,0,0,0,-2.0338827838827838,-0.07964512696632431,-0.03809011382506,0.9100529100529101,-0.469811320754717,1.1237766263673,1.232248520710059,-0.10847189434275917,-0.34227528707519494,19968,196881,72112,-291539,-778995,-156314.6,748810,1530383,-781573,4353.0,3197.0,1156.0,1
EUROPE,517,138263,45.0,36.0,17.0,91,259743,273.0,233.0,939.0,268,74832,439.0,386.0,1046.0,895,7190,25.0,18.0,100.0,117,136109,485.0,462.0,654.0,55,60,62,15,122,887,30885,13.0,4.0,66.0,78,48145,432.0,375.0,1111.0,516,25980,220.0,181.0,729.0,74,1244852,181.0,131.0,931.0,235,117792,393.0,343.0,1032.0,48,119,19,107,350,0,0,0,1,0,0,-2.0,0.019673819742489274,-0.07816391377780318,0.007209499575911771,-0.09598904496863692,1.1162995594713656,1.1982591876208897,-0.08195962814952407,-0.4294539278856078,107378,211598,48852,-1237662,18317,-170303.4,616137,1467654,-851517,2756.0,3869.0,-1113.0,1
EUROPE,157,38673,13.0,4.0,66.0,104,84526,370.0,309.0,1130.0,131,1654,277.0,273.0,749.0,15,84662,347.0,322.0,894.0,888,47118,393.0,343.0,1032.0,-1,80,114,163,350,150,27032,171.0,118.0,946.0,234,67825,319.0,258.0,1124.0,777,54634,131.0,86.0,880.0,74,1244852,181.0,131.0,931.0,235,49487,9.0,17.0,6.0,119,55,107,555,163,0,0,0,0,0,0,1.8008474576271187,-0.03902310529088582,-0.5086037993014738,-0.30403963776018195,0.6163608300463043,1.1191047162270185,1.3295081967213114,-0.21040348049429292,0.3131083490641763,11641,16701,-52980,-1160190,-2369,-237439.4,256633,1443830,-1187197,3871.0,3887.0,-16.0,0
EUROPE,78,661946,582.0,545.0,596.0,80,43375,432.0,375.0,1111.0,55,2023932,448.0,399.0,856.0,221,67822,146.0,111.0,829.0,266,26849,13.0,4.0,66.0,119,517,166,350,20,84,1511838,385.0,334.0,798.0,234,46043,1.0,4.0,66.0,235,152693,25.0,18.0,100.0,29,7430,454.0,388.0,1098.0,26,98708,377.0,332.0,758.0,141,113,245,429,432,1,1,0,1,0,0,-0.08480470252156236,0.9019999999999999,-0.26608187134502925,0.1452122225318102,2.1144578313253013,1.1304044630404464,1.154275092936803,-0.023870629896356688,0.562156695998104,-849892,-2668,1871239,60392,-71859,201442.4,2823924,1816712,1007212,3458.0,2820.0,638.0,0
EUROPE,23,4664,134.0,110.0,860.0,107,19000,62.0,41.0,66.0,7,29513,365.0,310.0,969.0,119,76342,525.0,465.0,1001.0,497,34314,8.0,6.0,57.0,200,131,429,141,117,24,25865,13.0,4.0,66.0,60,73528,80.0,34.0,354.0,268,97027,432.0,391.0,868.0,21,134732,25.0,18.0,100.0,555,80724,483.0,431.0,1013.0,42,163,62,350,895,1,1,0,1,0,0,-2.0318181818181817,-0.8407460545193688,0.07256001980034665,-0.2598566308243726,0.21268368136117544,1.1738197424892705,1.1765375854214124,-0.002717842932141945,-0.56943543320008,-21201,-54528,-67514,-58390,-46410,-49608.6,163833,411876,-248043,2953.0,2401.0,552.0,1
EUROPE,113,12797,13.0,4.0,66.0,78,8940,433.0,396.0,842.0,166,212706,290.0,293.0,656.0,110,28227,289.0,249.0,594.0,101,42077,32.0,20.0,61.0,268,119,104,350,84,24,31636,281.0,227.0,941.0,5,130568,371.0,332.0,697.0,3,139855,486.0,403.0,644.0,895,162,640.0,576.0,1204.0,888,96551,258.0,220.0,808.0,7,163,350,119,107,1,1,1,0,0,0,2.012114537444934,-0.02403553608372877,-0.2161942428374225,0.04953145917001334,0.42727272727272747,1.0987525987525988,1.1581342434584756,-0.05938164470587681,0.44973778899330463,-18839,-121628,72851,28065,-54474,-18805.0,304747,398772,-94025,2219.0,4294.0,-2075.0,0
EUROPE,92,1340722,300.0,245.0,1164.0,62,113150,762.0,731.0,907.0,7,251763,787.0,749.0,831.0,18,980483,677.0,629.0,949.0,44,1985368,413.0,369.0,926.0,55,777,119,895,888,134,12975,254.0,195.0,705.0,200,94523,753.0,690.0,1111.0,157,3360885,650.0,588.0,951.0,429,231964,452.0,412.0,932.0,432,450693,552.0,499.0,1057.0,78,38,122,163,517,1,0,0,0,0,0,-0.07807430664573523,-0.048896687087372825,-0.054707864454192956,-0.020775772917406288,0.013028767562224708,1.0793242746970253,1.1161912751677852,-0.03686700047075986,-0.03788517270849652,1327747,18627,-3109122,748519,1534675,104089.2,4671486,4151040,520446,4777.0,4756.0,21.0,0
EUROPE,122,59302,75.0,29.0,280.0,887,82813,762.0,731.0,907.0,166,183873,414.0,398.0,942.0,145,234321,202.0,157.0,311.0,555,206057,552.0,498.0,1074.0,40,24,429,895,163,62,46718,295.0,260.0,707.0,131,189800,753.0,690.0,1111.0,157,3360885,650.0,588.0,951.0,15,180252,604.0,553.0,902.0,497,12163,535.0,517.0,608.0,78,119,7,163,429,0,0,0,0,0,0,1.4515915119363396,-0.048896687087372825,-0.06524117184562273,0.19439997235691808,0.07361748735755391,1.1059018201875346,1.0878067484662577,0.01809507172127689,0.32109422254356323,12584,-106987,-3177012,54069,193894,-604690.4,766366,3789818,-3023452,3514.0,4279.0,-765.0,1
EUROPE,84,1511838,385.0,334.0,798.0,59,122506,432.0,375.0,1111.0,103,39746,639.0,596.0,902.0,429,128547,546.0,499.0,1011.0,497,335322,552.0,498.0,1074.0,119,40,107,113,432,887,27298,124.0,74.0,933.0,254,1485,523.0,465.0,1274.0,61,15222,762.0,732.0,890.0,29,56816,150.0,122.0,939.0,89,60699,485.0,442.0,788.0,350,235,432,141,895,0,0,0,0,0,0,-0.5229810648972326,0.027268817204300966,0.031164044449334405,-0.1353198199678045,0.011148667066455786,1.109470026064292,1.1138964577656676,-0.004426431701375577,-0.11774387122898919,1484540,121021,24524,71731,274623,395287.8,2137959,161520,1976439,4896.0,4824.0,72.0,0
EUROPE,79,147745,433.0,379.0,1006.0,11,180125,139.0,103.0,1115.0,163,37120,639.0,596.0,902.0,81,24700,143.0,124.0,720.0,25,28885,175.0,123.0,858.0,107,121,62,555,15,126,26017,128.0,78.0,858.0,80,43375,432.0,375.0,1111.0,221,17234,288.0,252.0,860.0,119,913427,954.0,910.0,1061.0,111,129619,552.0,499.0,1057.0,517,55,432,62,-1,1,1,1,1,0,0,-0.49854542994384676,0.19751456310679627,-0.0707094918504314,0.10487415809996459,0.3165518027925771,1.1539622641509435,1.1135288552507097,0.040433408900233836,0.00993712044101196,121728,136750,19886,-888727,-100734,-142219.4,418575,1129672,-711097,4601.0,4947.0,-346.0,1
EUROPE,150,26077,118.0,77.0,799.0,131,43017,272.0,169.0,718.0,245,228643,226.0,183.0,432.0,145,374984,444.0,416.0,567.0,555,279308,497.0,456.0,893.0,888,7,15,421,221,6,32765,332.0,273.0,931.0,9,9070,147.0,114.0,978.0,61,770994,929.0,886.0,766.0,498,74737,374.0,351.0,771.0,497,335322,552.0,499.0,1057.0,119,67,40,62,21,0,1,0,1,0,0,0.3163503163503165,0.31999377141077545,0.18643994621865323,0.0017806267806268483,-0.016300144147945117,1.196771714066103,1.0993876589731513,0.09738405509295167,0.1616529033224854,-6688,33947,-542351,300247,-56014,-54171.8,952029,1222888,-270859,3409.0,4503.0,-1094.0,1
EUROPE,58,6515,226.0,167.0,1073.0,76,170765,318.0,285.0,626.0,84,70534,18.0,16.0,59.0,119,111331,150.0,111.0,652.0,555,206057,552.0,498.0,1074.0,517,2,-1,895,107,150,26077,118.0,77.0,799.0,113,35088,306.0,283.0,492.0,44,1985368,8.0,9.0,46.0,67,495052,374.0,351.0,771.0,39,40198,249.0,217.0,476.0,111,888,777,28,221,0,0,0,0,0,0,-0.17917411929387983,0.03451738887855682,0.23611111111111116,0.2858242858242859,-0.03903170284825941,1.1736304549675023,1.1259338313767342,0.047696623590768095,0.06764939273436292,-19562,135677,-1914834,-383721,165859,-403316.2,565202,2581783,-2016581,3484.0,2584.0,900.0,0
EUROPE,240,62203,332.0,273.0,931.0,30,58532,146.0,114.0,962.0,122,3281358,187.0,156.0,700.0,134,153622,430.0,400.0,708.0,432,450693,552.0,498.0,1074.0,350,119,67,40,114,86,2277647,298.0,242.0,929.0,203,58926,478.0,448.0,908.0,526,212625,423.0,389.0,812.0,18,32570,43.0,32.0,106.0,34,23052,640.0,576.0,1204.0,164,28,246,350,555,1,1,0,0,0,0,-0.01528774256046983,0.2137374686716791,0.11131434974622634,-0.26875000000000004,-0.0026773761713521083,1.1429562803608606,1.115589804386485,0.027366475974375692,0.007667339937216688,-2215444,-394,3068733,121052,427641,280317.6,4006408,2604820,1401588,4375.0,3959.0,416.0,0
EUROPE,85,2535,284.0,241.0,804.0,131,44113,212.0,163.0,602.0,7,10758,436.0,383.0,818.0,157,676,51.0,23.0,120.0,526,212625,423.0,387.0,844.0,429,28,777,86,555,19,30555,332.0,273.0,931.0,141,139966,478.0,448.0,908.0,517,73728,208.0,184.0,692.0,119,344024,374.0,351.0,771.0,497,335322,552.0,499.0,1057.0,67,58,84,40,21,0,0,1,1,0,0,-0.03769397960269316,0.23364921121822957,0.007946418435690772,1.1518642388207607,-0.013189169035745962,1.1746031746031746,1.1076923076923078,0.0669108669108669,0.2685153439672484,-28020,-95853,-62970,-343348,-122697,-130577.6,270707,923595,-652888,3188.0,4359.0,-1171.0,1
EUROPE,85,38824,206.0,183.0,670.0,104,623415,589.0,538.0,1112.0,86,241472,187.0,156.0,700.0,523,353358,37.0,28.0,75.0,497,335322,552.0,498.0,1074.0,-1,163,40,114,78,58,853734,284.0,243.0,772.0,60,185827,196.0,150.0,723.0,84,294275,436.0,383.0,818.0,119,639365,42.0,34.0,75.0,888,47578,423.0,389.0,812.0,517,887,555,62,28,1,0,0,0,0,0,-0.04304121972610142,-0.21187112763320948,0.06033674767356234,0.08613445378151252,0.02103013596803671,1.119743406985032,1.151793160967473,-0.03204975398244092,-0.017482201987239866,-814910,437588,-52803,-286007,287744,-85677.6,1592391,2020779,-428388,3631.0,3200.0,431.0,0
EUROPE,39,1236940,306.0,271.0,1055.0,163,162104,279.0,281.0,280.0,777,130858,320.0,298.0,502.0,29,138778,42.0,34.0,75.0,497,247984,423.0,387.0,844.0,147,119,555,80,887,23,23054,352.0,307.0,957.0,203,400307,53.0,43.0,50.0,61,100783,552.0,499.0,1057.0,145,637760,374.0,351.0,771.0,43,436057,293.0,280.0,432.0,62,895,119,40,21,0,0,0,0,0,0,-0.017428513047345495,-0.2396755772573036,-0.03238692149399469,0.16976705211999343,0.046594684385381946,1.077891424075531,1.0972972972972972,-0.019405873221766123,-0.014625855058653681,1213886,-238203,30075,-498982,-188073,63740.6,1916664,1597961,318703,2756.0,3267.0,-511.0,0
EUROPE,887,3662,432.0,391.0,868.0,60,185827,196.0,149.0,739.0,112,116331,31.0,38.0,78.0,429,89585,20.0,1.0,57.0,44,57917,467.0,356.0,1691.0,78,84,62,119,246,266,8779,441.0,377.0,1067.0,200,27450,265.0,209.0,1152.0,268,28598,16.0,4.0,57.0,22,11649,492.0,443.0,892.0,111,129619,552.0,499.0,1057.0,114,245,350,40,78,0,0,1,1,0,0,-0.06490193817118595,0.04749365787868087,-3.1842105263157894,18.88939051918736,0.2055853279592894,1.2256684491978609,1.1527415143603132,0.07292693483754764,3.178671408107671,-5117,158377,87733,77936,-71702,49445.4,453322,206095,247227,3433.0,4225.0,-792.0,0
EUROPE,164,179992,10.0,3.0,4.0,60,22817,477.0,447.0,909.0,157,99149,369.0,335.0,642.0,15,10621,492.0,443.0,892.0,235,262424,238.0,209.0,558.0,55,24,429,84,78,23,97332,142.0,98.0,763.0,254,84683,573.0,535.0,739.0,42,92471,34.0,35.0,4.0,145,1159008,314.0,295.0,697.0,555,206225,552.0,499.0,1057.0,119,40,163,77,114,1,1,1,1,0,0,1.8843537414965987,-0.003913943423446087,0.13006396588486135,0.04620270115162395,0.03254355601154457,1.103688239387613,1.1046511627906976,-0.0009629234030845701,0.41785000422423657,82660,-61866,6678,-1148387,56199,-212943.2,575003,1639719,-1064716,3005.0,3260.0,-255.0,1
EUROPE,84,14284,214.0,147.0,716.0,254,84683,573.0,535.0,739.0,777,420414,369.0,335.0,642.0,145,80514,494.0,450.0,936.0,111,98618,480.0,397.0,1457.0,429,15,119,29,114,24,39839,142.0,98.0,763.0,60,144893,371.0,332.0,697.0,7,93548,344.0,319.0,486.0,523,177752,136.0,107.0,1055.0,201,335444,552.0,499.0,1057.0,895,163,78,114,517,1,0,0,1,0,0,0.006802721088435382,-0.04644184213489466,0.023122631357319845,-0.17325025960539975,0.10285558522586746,1.1427038626609443,1.1402214022140222,0.002482460446922019,-0.017382232813734345,-25555,-60210,326866,-97238,-236826,-18592.6,698513,791476,-92963,4490.0,4058.0,432.0,0
EUROPE,266,2779205,815.0,767.0,929.0,48,23180,304.0,251.0,739.0,38,156020,209.0,170.0,301.0,119,43516,112.0,69.0,466.0,555,206057,552.0,498.0,1074.0,517,35,39,246,62,114,53136,416.0,373.0,938.0,141,786928,11.0,7.0,91.0,3,298162,242.0,202.0,926.0,67,35354,223.0,187.0,641.0,40,1113321,619.0,616.0,576.0,7,429,200,234,17,0,0,0,0,0,0,-0.052700015030182845,-0.3602731929425156,0.03139196272568445,0.43067503681314423,0.10356360506962914,1.135042735042735,1.0909747292418772,0.04406800580085779,0.03053147932715188,2726069,-763748,-142142,8162,-907264,184215.4,3207978,2286901,921077,3509.0,3172.0,337.0,0
EUROPE,41,44047,412.0,358.0,827.0,234,47919,310.0,268.0,859.0,163,18081,127.0,114.0,848.0,222,215932,23.0,23.0,41.0,497,335322,552.0,498.0,1074.0,141,166,40,350,84,516,324560,658.0,620.0,744.0,78,18185,176.0,123.0,1094.0,13,13222,458.0,406.0,985.0,81,356344,26.0,11.0,75.0,111,48592,30.0,23.0,67.0,166,350,114,421,895,1,1,1,1,0,0,0.0895476662461705,-0.2741778910326418,-0.014043730014692057,-1.3636363636363638,-0.1959140911471975,1.1292624900872323,1.139475908706678,-0.01021341861944558,-0.35164488191694493,-280513,29734,4859,-140412,286730,-19920.4,661301,760903,-99602,3649.0,2965.0,684.0,1
EUROPE,887,53604,505.0,470.0,720.0,107,93543,89.0,77.0,146.0,163,144562,425.0,386.0,895.0,15,262991,772.0,742.0,729.0,497,335322,552.0,498.0,1074.0,350,246,895,40,119,113,13736,582.0,545.0,596.0,131,115610,762.0,732.0,890.0,157,3360885,650.0,588.0,951.0,429,19735,179.0,171.0,691.0,412,791842,21.0,23.0,7.0,895,517,7,119,432,0,0,0,1,0,0,0.0065781768495023485,0.11486054928677891,-0.004405907440696577,-0.006352358884633036,0.19539025667888954,1.0782328578002762,1.0655658086449733,0.012667049155302923,0.06121414329796824,39868,-22067,-3216323,243256,-456520,-682357.2,890022,4301808,-3411786,3564.0,3135.0,429.0,0
EUROPE,150,13838,118.0,85.0,794.0,77,1591176,1129.0,1094.0,684.0,147,8141,302.0,265.0,867.0,29,294280,677.0,645.0,634.0,888,60882,552.0,498.0,1074.0,246,40,200,266,429,2,10888,313.0,293.0,470.0,62,42037,592.0,538.0,1160.0,517,133252,218.0,189.0,658.0,15,155580,312.0,262.0,962.0,22,13535,480.0,448.0,937.0,246,131,-1,166,119,0,0,0,0,0,0,0.3199759084521181,-0.06837905982615555,-0.013816511929719555,-0.14122729155571334,0.037005163511187655,1.0738306919211442,1.106936416184971,-0.03310572426382685,0.02671164173034346,2950,1549139,-125111,138700,47347,322605.0,1968317,355292,1613025,4053.0,4187.0,-134.0,0
EUROPE,114,1161674,373.0,340.0,709.0,62,10789,271.0,223.0,860.0,7,41664,441.0,377.0,1067.0,145,311424,418.0,372.0,883.0,50,1246,478.0,447.0,925.0,41,119,429,246,350,54,46368,289.0,240.0,992.0,234,136824,274.0,219.0,1273.0,61,100783,552.0,499.0,1057.0,15,73991,150.0,124.0,986.0,888,49741,6.0,3.0,93.0,107,28,200,40,119,0,1,0,0,0,0,-0.10710784313725474,-0.03589491574011516,0.06354884835984964,-0.08602150537634423,-0.9306487695749441,1.1262080727686186,1.1714285714285715,-0.045220498659952924,-0.21922483709376173,1115306,-126035,-59119,237433,-48495,223818.0,1526797,407707,1119090,4444.0,4401.0,43.0,1
EUROPE,24,707714,962.0,916.0,775.0,141,1693296,130.0,126.0,545.0,127,7309,340.0,305.0,687.0,29,139815,1089.0,1035.0,1008.0,350,145132,494.0,450.0,936.0,-1,43,28,62,84,133,2595,18.0,16.0,59.0,9,9070,147.0,114.0,978.0,777,1923,10.0,1.0,47.0,119,54368,469.0,430.0,906.0,555,206225,552.0,499.0,1057.0,-1,895,157,40,114,1,1,0,0,0,0,-0.07478165938864634,-0.25772765246449447,-8.885245901639344,-0.038523761375126364,-0.008434647071921653,1.0646186440677967,1.1283018867924528,-0.06368324272465609,-1.8529427243879062,705119,1684226,5386,85447,-61093,483817.0,2693266,274181,2419085,3951.0,3047.0,904.0,0
EUROPE,887,82145,416.0,373.0,938.0,26,6251,284.0,219.0,1146.0,166,183873,414.0,398.0,942.0,67,4930,439.0,386.0,1046.0,48,43879,13.0,12.0,96.0,114,555,777,163,157,516,324560,658.0,620.0,744.0,62,19593,307.0,220.0,1571.0,112,131592,320.0,253.0,940.0,119,110245,150.0,124.0,986.0,888,13411,121.0,95.0,906.0,350,86,141,107,28,0,1,0,0,0,0,0.0539911787598375,-0.09865089248650905,-0.22462112936222622,-0.07237171987297342,-0.1903508771929825,1.1282420749279538,1.1859756097560976,-0.05773353482814381,-0.10640068803097073,-242415,-13342,52281,-105315,30468,-55664.6,321078,599401,-278323,4168.0,5147.0,-979.0,0
EUROPE,58,74610,401.0,353.0,1036.0,91,20220,108.0,60.0,748.0,163,18081,127.0,114.0,848.0,81,83858,150.0,122.0,939.0,37,1518409,619.0,616.0,576.0,350,429,166,15,78,887,82145,416.0,373.0,938.0,254,31756,307.0,220.0,1571.0,142,77023,432.0,401.0,640.0,523,22907,179.0,171.0,691.0,111,61638,485.0,442.0,788.0,432,17,119,28,350,0,1,1,1,0,0,0.020695835769998894,0.40454545454545454,0.0367283545522159,0.18272457099031736,-0.09241493800317335,1.1106719367588933,1.1319228375855632,-0.021250900826669916,0.11045585557096267,-7535,-11536,-58942,60951,1456771,287941.8,1715178,275469,1439709,4147.0,4628.0,-481.0,1
EUROPE,164,243166,451.0,415.0,883.0,30,4654,108.0,60.0,748.0,42,8397,110.0,59.0,1057.0,29,56816,150.0,122.0,939.0,79,53019,262.0,205.0,1059.0,114,107,-1,235,44,516,49873,401.0,353.0,1036.0,78,44727,307.0,220.0,1571.0,517,70184,127.0,114.0,848.0,360,46929,136.0,107.0,1055.0,412,253875,34.0,34.0,28.0,142,429,166,350,119,0,0,0,0,0,0,-0.0492303491586743,0.40454545454545454,0.7503716919417187,-0.04151984066186598,0.2780487804878049,1.2555168408826944,1.213768115942029,0.041748724940665394,0.2684431474308876,193293,-40073,-61787,9887,-200856,-19907.2,366052,465588,-99536,4686.0,4538.0,148.0,1
EUROPE,122,746122,883.0,843.0,656.0,254,31756,307.0,220.0,1571.0,4,141766,145.0,110.0,658.0,96,758251,375.0,350.0,621.0,37,1650801,63.0,59.0,58.0,29,266,895,350,119,86,2277647,298.0,242.0,929.0,59,175322,374.0,332.0,968.0,222,73498,136.0,107.0,1055.0,112,834,265.0,240.0,586.0,117,49405,494.0,450.0,936.0,11,-1,15,164,119,1,1,0,1,0,0,-0.18395537386155292,0.26894852135815994,0.04715378079864063,-0.032738095238095344,-0.029981167608286174,1.1207332490518331,1.1429613420860685,-0.02222809303423534,0.013885533089773227,-1531525,-143566,68268,757417,1601396,150398.0,3328696,2576706,751990,3564.0,4474.0,-910.0,1
EUROPE,92,1340722,300.0,245.0,1164.0,104,169454,179.0,125.0,968.0,163,15710,397.0,351.0,959.0,236,21334,439.0,386.0,1046.0,267,16715,119.0,91.0,694.0,166,777,29,429,555,122,665445,962.0,916.0,775.0,64,650929,307.0,220.0,1571.0,90,35656,221.0,172.0,886.0,15,261107,677.0,645.0,634.0,37,613981,530.0,489.0,941.0,350,28,107,429,119,0,0,0,0,0,0,0.1742714553070137,0.03654545454545444,-0.1538295898761015,0.08769329638109014,0.2238477269152115,1.1969949916527547,1.1044226044226044,0.09257238723015027,0.07370566865453365,675277,-481475,-19946,-239773,-597266,-132636.6,1563935,2227118,-663183,4831.0,4807.0,24.0,0
