SERVER,BTOP_CHAMP_ID,BTOP_CHAMP_MAST,BTOP_WINS,BTOP_LOSSES,BTOP_LEAGUE_POINTS,BJGL_CHAMP_ID,BJGL_CHAMP_MAST,BJGL_WINS,BJGL_LOSSES,BJGL_LEAGUE_POINTS,BMID_CHAMP_ID,BMID_CHAMP_MAST,BMID_WINS,BMID_LOSSES,BMID_LEAGUE_POINTS,BBOT_CHAMP_ID,BBOT_CHAMP_MAST,BBOT_WINS,BBOT_LOSSES,BBOT_LEAGUE_POINTS,BSUP_CHAMP_ID,BSUP_CHAMP_MAST,BSUP_WINS,BSUP_LOSSES,BSUP_LEAGUE_POINTS,BBAN1,BBAN2,BBAN3,BBAN4,BBAN5,RTOP_CHAMP_ID,RTOP_CHAMP_MAST,RTOP_WINS,RTOP_LOSSES,RTOP_LEAGUE_POINTS,RJGL_CHAMP_ID,RJGL_CHAMP_MAST,RJGL_WINS,RJGL_LOSSES,RJGL_LEAGUE_POINTS,RMID_CHAMP_ID,RMID_CHAMP_MAST,RMID_WINS,RMID_LOSSES,RMID_LEAGUE_POINTS,RBOT_CHAMP_ID,RBOT_CHAMP_MAST,RBOT_WINS,RBOT_LOSSES,RBOT_LEAGUE_POINTS,RSUP_CHAMP_ID,RSUP_CHAMP_MAST,RSUP_WINS,RSUP_LOSSES,RSUP_LEAGUE_POINTS,RBAN1,RBAN2,RBAN3,RBAN4,RBAN5,FIRST_BLOOD,FIRST_DRAG,FIRST_HERALD,FIRST_TOWER,BFIRST_OBJ_COUNT,RFIRST_OBJ_COUNT,TOP_WLR_DIFF,JGL_WLR_DIFF,MID_WLR_DIFF,BOT_WLR_DIFF,SUP_WLR_DIFF,B_WLR,R_WLR,TEAM_WLR_DIFF,AVG_LANE_WLF_DIFF,TOP_MASTERY_DIFF,JGL_MASTERY_DIFF,MID_MASTERY_DIFF,BOT_MASTERY_DIFF,SUP_MASTERY_DIFF,AVG_LANE_MASTERY_DIFF,BSUM_TEAM_MASTERY,RSUM_TEAM_MASTERY,TEAM_MASTERY_DIFF,BSUM_LP,RSUM_LP,TEAM_LP_DIFF,WINNER
NORTH AMERICA,157,4225871,71.0,68.0,60.0,80,8976,34.0,35.0,25.0,69,426480,21.0,13.0,100.0,523,168555,262.0,239.0,751.0,412,1834022,64.0,62.0,18.0,11,350,41,112,117,86,2326809,228.0,192.0,632.0,421,9586,511.0,481.0,752.0,8,39873,290.0,249.0,837.0,222,1243,176.0,148.0,164.0,888,56915,161.0,112.0,1189.0,119,122,-1,268,20,1,1,1,0,0,0,-0.1433823529411764,-0.09094149094149084,0.45072598084646276,-0.09295487956575821,-0.405241935483871,1.0839328537170263,1.155668358714044,-0.07173550499701764,-0.05635893561716674,1899062,-610,386607,167312,1777107,845895.6,6663904,2434426,4229478,954.0,3574.0,-2620.0,1
NORTH AMERICA,82,74436,240.0,206.0,858.0,141,94673,79.0,53.0,505.0,39,123563,208.0,141.0,1127.0,69,426480,21.0,13.0,100.0,235,431640,531.0,492.0,600.0,9,350,555,157,120,113,12949,16.0,6.0,61.0,2,3927,164.0,123.0,881.0,777,510,29.0,21.0,0.0,15,35435,200.0,195.0,432.0,26,248985,327.0,312.0,763.0,114,350,-1,119,7,0,0,0,0,0,0,-1.5016181229773462,0.1572327044025157,0.09422492401215798,0.5897435897435899,0.03119136960600377,1.1922651933701658,1.1202435312024352,0.07202166216773054,-0.12584510704261578,61487,90746,123053,391045,182655,169797.2,1150792,301806,848986,3190.0,2137.0,1053.0,0
NORTH AMERICA,777,32209,34.0,35.0,25.0,62,28759,309.0,246.0,781.0,245,55676,123.0,110.0,723.0,69,426480,21.0,13.0,100.0,32,3490,5.0,3.0,5.0,163,104,9,157,24,92,494168,221.0,180.0,1592.0,200,3094,330.0,306.0,669.0,38,207801,283.0,242.0,714.0,145,185174,598.0,574.0,616.0,235,4045,161.0,127.0,424.0,203,119,238,23,114,1,0,1,1,0,0,-0.25634920634920644,0.1776661884265902,-0.05123966942148761,0.5735727686947198,0.3989501312335959,1.2088452088452089,1.1147655703289012,0.09407963851630763,0.16852004251684238,-461959,25665,-152125,241306,-555,-69533.6,546614,894282,-347668,1634.0,4015.0,-2381.0,1
NORTH AMERICA,92,494168,220.0,180.0,1577.0,200,4539,8.0,4.0,100.0,163,73509,231.0,209.0,681.0,147,6703,20.0,17.0,55.0,117,493693,639.0,615.0,844.0,114,203,121,235,26,516,46421,52.0,44.0,44.0,62,7723,379.0,343.0,261.0,55,1471869,537.0,473.0,1506.0,69,426480,21.0,13.0,100.0,555,1096323,327.0,312.0,763.0,86,111,164,221,28,0,1,0,0,0,0,0.04040404040404044,0.8950437317784257,-0.030043396016468105,-0.43891402714932126,-0.009052532833020654,1.0907317073170733,1.1105485232067511,-0.019816815889677875,0.09148756323673121,447747,-3184,-1398360,-419777,-602630,-395240.8,1072612,3048816,-1976204,3257.0,2674.0,583.0,0
NORTH AMERICA,98,3801,16.0,7.0,22.0,200,2301,77.0,78.0,77.0,69,426480,21.0,13.0,100.0,92,64905,13.0,14.0,84.0,432,40094,13.0,4.0,33.0,114,234,112,19,63,92,96193,123.0,97.0,75.0,875,48358,10.0,4.0,80.0,39,14782,62.0,57.0,47.0,2,59382,10.0,6.0,56.0,412,71111,6.0,5.0,4.0,105,131,-1,350,895,0,1,1,0,0,0,1.0176730486008836,-1.5128205128205128,0.5276653171390013,-0.7380952380952381,2.05,1.206896551724138,1.2485207100591715,-0.041624158335033634,0.2688845229648268,-92392,-46057,411698,5523,-31017,49551.0,537581,289826,247755,316.0,262.0,54.0,0
NORTH AMERICA,518,7670,15.0,2.0,30.0,64,832780,507.0,465.0,1010.0,777,20218,134.0,99.0,608.0,221,7071,15.0,11.0,3.0,350,34780,6.0,6.0,34.0,9,-1,39,24,107,86,19423,208.0,141.0,1127.0,91,104730,370.0,348.0,751.0,517,84433,918.0,870.0,964.0,147,15488,247.0,223.0,627.0,37,264552,327.0,312.0,763.0,15,78,119,50,246,1,1,0,0,0,0,6.024822695035461,0.02710418984056351,0.29836293974225003,0.2560130452507132,-0.04807692307692313,1.1612349914236706,1.0929250263991552,0.06830996502451536,1.3116451893584127,-11753,728050,-64215,-8417,-229772,82778.6,902519,488626,413893,1685.0,4232.0,-2547.0,1
NORTH AMERICA,78,150086,764.0,728.0,810.0,163,104198,507.0,465.0,1010.0,166,199099,576.0,557.0,548.0,221,7071,15.0,11.0,3.0,37,264552,326.0,312.0,746.0,238,-1,15,107,432,240,98502,106.0,65.0,825.0,62,15118,242.0,220.0,667.0,112,57974,15.0,2.0,30.0,22,51596,200.0,195.0,432.0,111,13601,918.0,870.0,964.0,141,119,114,9,350,1,0,1,1,0,0,-0.5813186813186813,-0.00967741935483879,-6.4658886894075405,0.337995337995338,-0.010300618921308624,1.055475156777617,1.095414201183432,-0.03993904440581497,-1.3458380142014064,51584,89080,141125,-44525,250951,97643.0,725006,236791,488215,3117.0,2918.0,199.0,0
NORTH AMERICA,516,43883,370.0,298.0,1049.0,77,63154,9.0,3.0,29.0,134,1737291,953.0,918.0,842.0,15,6682,15.0,11.0,3.0,22,55647,419.0,383.0,701.0,350,203,55,30,80,78,1392321,48.0,21.0,99.0,9,1177940,9.0,3.0,75.0,84,42816,219.0,184.0,100.0,429,8071,100.0,69.0,744.0,111,52508,243.0,217.0,525.0,555,777,157,119,114,0,0,0,1,0,0,-1.044103547459252,0.0,-0.15209102964857446,-0.08563899868247704,-0.02582089013487976,1.0948543087414755,1.2530364372469636,-0.15818212850548807,-0.26153089318503664,-1348438,-1114786,1694475,-1389,3139,-153399.8,1906657,2673656,-766999,2624.0,1543.0,1081.0,0
NORTH AMERICA,777,26878,295.0,275.0,641.0,64,320796,11.0,1.0,59.0,103,36830,99.0,77.0,528.0,119,64158,8.0,2.0,35.0,99,110516,60.0,49.0,55.0,21,147,-1,114,26,85,365360,892.0,876.0,374.0,203,12236,76.0,60.0,22.0,268,12500,15.0,11.0,3.0,202,187824,7.0,8.0,8.0,22,19055,195.0,157.0,605.0,9,141,429,350,23,1,0,1,1,0,0,0.05446243254462435,9.733333333333334,-0.07792207792207773,3.125,-0.017548420642142126,1.1707920792079207,1.0656474820143884,0.10514459719353231,2.5634650534627474,-338482,308560,24330,-123666,91461,-7559.4,559178,596975,-37797,1318.0,1012.0,306.0,1
NORTH AMERICA,2,2532,70.0,49.0,492.0,234,115397,324.0,252.0,1512.0,136,62102,79.0,46.0,234.0,147,15628,12.0,11.0,2.0,22,73412,15.0,11.0,3.0,7,350,119,17,92,84,24877,221.0,180.0,1592.0,9,301834,176.0,168.0,622.0,18,176790,953.0,918.0,842.0,15,79422,4.0,5.0,65.0,53,18133,312.0,273.0,725.0,114,91,-1,68,23,0,0,0,0,0,0,0.20079365079365075,0.23809523809523814,0.6792649426920527,0.2909090909090908,0.22077922077922074,1.3550135501355014,1.0790155440414508,0.27599800609405056,0.3259684286538506,-22345,-186437,-114688,-63794,55279,-66397.0,269071,601056,-331985,2243.0,3846.0,-1603.0,0
NORTH AMERICA,62,104036,523.0,498.0,638.0,80,4241,308.0,261.0,934.0,517,29720,15.0,11.0,3.0,15,14544,355.0,303.0,1015.0,888,26196,286.0,253.0,854.0,147,39,777,92,157,122,252748,249.0,202.0,1014.0,245,6604,514.0,469.0,470.0,104,26969,161.0,127.0,424.0,30,122017,153.0,116.0,806.0,201,68232,21.0,23.0,43.0,24,9,555,268,119,0,1,0,0,0,0,-0.1824724641138813,0.08412780106037943,0.0959198282032927,-0.14734835552520753,0.21739130434782605,1.1214177978883861,1.1718249733191035,-0.05040717543071738,0.013523622794481872,-148712,-2363,2751,-107473,-42036,-59566.6,178737,476570,-297833,3444.0,2757.0,687.0,0
NORTH AMERICA,266,68837,4.0,1.0,33.0,203,79996,447.0,385.0,1256.0,38,29734,389.0,359.0,810.0,21,286845,211.0,205.0,738.0,254,17700,161.0,112.0,1189.0,62,8,114,895,119,240,352964,263.0,214.0,1164.0,131,6275,86.0,51.0,526.0,126,257744,763.0,696.0,1296.0,15,8856,244.0,214.0,986.0,432,12351,6.0,11.0,78.0,23,62,8,114,30,1,1,1,1,0,0,2.7710280373831777,-0.5252355487649605,-0.012698908206064008,-0.11091862320492352,0.8920454545454546,1.1412429378531073,1.148397976391231,-0.007155038538123826,0.6028440823505369,-284127,73721,-228010,277989,5349,-31015.6,483112,638190,-155078,4026.0,4050.0,-24.0,1
NORTH AMERICA,23,2215251,12.0,8.0,91.0,234,22720,164.0,139.0,754.0,517,21558,138.0,88.0,1017.0,15,3502,104.0,85.0,1123.0,497,64273,6.0,11.0,78.0,56,119,203,164,28,266,68837,4.0,1.0,33.0,120,5697,86.0,51.0,526.0,8,793672,259.0,216.0,945.0,523,48493,244.0,214.0,986.0,888,56915,161.0,112.0,1189.0,246,86,114,38,518,0,2,0,0,0,0,-2.5,-0.5064183946960079,0.36910774410774394,0.0833424958768556,-0.8920454545454546,1.2809667673716012,1.2693602693602695,0.011606498011331734,-0.6892027218513725,2146414,17023,-772114,-44991,7358,270738.0,2327304,973614,1353690,3063.0,3679.0,-616.0,0
NORTH AMERICA,92,494168,220.0,180.0,1577.0,120,5697,86.0,51.0,526.0,517,21558,138.0,88.0,1017.0,119,53117,244.0,214.0,986.0,113,3287,237.0,209.0,829.0,555,350,28,246,114,75,18665,156.0,132.0,837.0,154,1147,100.0,77.0,880.0,8,793672,259.0,216.0,945.0,523,71355,217.0,169.0,1141.0,412,244713,248.0,192.0,1257.0,29,555,55,107,38,1,1,0,1,0,0,0.04040404040404044,0.3875732111026229,0.36910774410774394,-0.14383675275120278,-0.157695374800638,1.2466307277628033,1.2468193384223918,-0.0001886106595885284,0.0991105736125133,475503,4550,-772114,-18238,-241426,-110345.0,577827,1129552,-551725,4935.0,5060.0,-125.0,1
NORTH AMERICA,268,1227464,129.0,104.0,496.0,5,8698,204.0,186.0,439.0,58,87939,308.0,299.0,536.0,81,263522,240.0,211.0,395.0,432,1072659,61.0,31.0,10.0,555,895,141,17,238,41,21500,151.0,112.0,463.0,203,56623,264.0,240.0,582.0,3,107968,148.0,124.0,426.0,119,53117,244.0,214.0,986.0,32,13997,723.0,686.0,414.0,103,53,15,24,-1,0,1,0,0,0,0,-0.10782967032967039,-0.003225806451613078,-0.16344805264861373,-0.0027461575940115335,0.9138060754255619,1.1335740072202165,1.1119186046511629,0.021655402569053628,0.12731127768033063,1205964,-47925,-20029,210405,1058662,481415.4,2660282,253205,2407077,1876.0,2871.0,-995.0,1
NORTH AMERICA,98,815333,335.0,305.0,656.0,141,94673,79.0,53.0,505.0,777,296217,7.0,3.0,79.0,523,47499,244.0,214.0,986.0,117,23869,349.0,294.0,706.0,555,24,246,78,120,164,527166,214.0,188.0,532.0,131,29641,104.0,98.0,64.0,157,67253,119.0,71.0,605.0,236,8832,233.0,197.0,837.0,267,13950,233.0,196.0,902.0,122,246,200,119,163,0,1,0,0,0,0,-0.03993721660272054,0.4293415479399305,0.6572769953051645,-0.04255420086341877,-0.001700680272108679,1.1668584579976986,1.204,-0.03714154200230135,0.2004852891013694,288167,65032,228964,38667,9919,126149.8,1277591,646842,630749,2932.0,2940.0,-8.0,0
NORTH AMERICA,887,7219,220.0,180.0,1577.0,30,124720,150.0,124.0,601.0,777,313327,10.0,12.0,0.0,110,295,233.0,197.0,837.0,22,159854,350.0,301.0,610.0,120,163,15,350,114,78,1392321,48.0,21.0,99.0,11,34363,123.0,91.0,937.0,55,257202,122.0,93.0,610.0,523,48493,244.0,214.0,986.0,497,2537,918.0,870.0,964.0,68,21,92,238,38,1,1,0,1,0,0,-1.0634920634920633,-0.14197093229351299,-0.4784946236559139,0.04255420086341877,0.10761828388131511,1.183046683046683,1.1287820015515904,0.05426468149509267,-0.30675702693935125,-1385102,90357,56125,-48198,157317,-225900.2,605415,1734916,-1129501,3625.0,3596.0,29.0,1
NORTH AMERICA,518,91894,48.0,35.0,87.0,104,247051,324.0,252.0,1512.0,86,593103,676.0,633.0,972.0,21,46052,624.0,608.0,477.0,22,159854,350.0,301.0,610.0,246,114,517,15,119,78,1392321,48.0,21.0,99.0,68,159768,176.0,124.0,1230.0,777,108864,918.0,870.0,964.0,497,5161,244.0,214.0,986.0,523,12868,233.0,197.0,837.0,114,246,120,119,28,0,1,0,0,0,0,-0.9142857142857141,-0.13364055299539168,0.012758075938334112,-0.11387112641416608,-0.019950419076850467,1.1055221432476763,1.1353436185133239,-0.0298214752656476,-0.23379794736675766,-1300427,87283,484239,40891,146986,-108205.6,1137954,1678982,-541028,3658.0,4116.0,-458.0,0
NORTH AMERICA,8,68335,25.0,9.0,100.0,254,2588765,67.0,45.0,460.0,68,159768,176.0,124.0,1230.0,523,47499,244.0,214.0,986.0,555,49957,17.0,33.0,16.0,350,888,517,200,122,246,43781,60.0,38.0,110.0,28,372648,285.0,240.0,576.0,117,329203,233.0,221.0,591.0,119,47978,117.0,76.0,1074.0,150,266,918.0,870.0,964.0,203,84,350,107,104,1,0,0,0,0,0,1.198830409356725,0.30138888888888893,0.3650561961757408,-0.39928676832267596,-0.5400208986415884,1.244705882352941,1.1162629757785467,0.1284429065743944,0.18519356549141808,24554,2216117,-169435,-479,49691,424089.6,2914324,793876,2120448,2792.0,3315.0,-523.0,0
NORTH AMERICA,266,128371,16.0,4.0,74.0,60,10856,679.0,618.0,382.0,55,444107,394.0,358.0,372.0,523,47499,244.0,214.0,986.0,497,325831,245.0,229.0,236.0,30,246,107,350,8,74,1554550,32.0,18.0,34.0,59,92906,37.0,21.0,54.0,1,24789,813.0,771.0,562.0,236,17688,176.0,159.0,552.0,267,228454,518.0,480.0,668.0,157,203,163,555,888,0,1,0,1,0,0,2.2222222222222223,-0.6631992602866388,0.046083951046670846,0.033268676894139704,-0.009297671033478894,1.1089248067463107,1.0876466528640443,0.021278153882266393,0.32581558376858305,-1426179,-82050,419318,29811,97377,-192344.6,956664,1918387,-961723,2050.0,1870.0,180.0,0
NORTH AMERICA,84,12203,6.0,5.0,25.0,107,41833,123.0,91.0,937.0,134,1737439,953.0,918.0,842.0,360,27875,170.0,120.0,820.0,111,120269,79.0,54.0,26.0,203,80,119,114,221,41,199573,763.0,696.0,1296.0,245,48501,511.0,481.0,752.0,166,115205,200.0,172.0,736.0,81,115043,244.0,214.0,986.0,432,142936,6.0,6.0,34.0,119,555,32,9,30,1,0,1,1,0,0,0.10373563218390802,0.28927828927828947,-0.12466433601864524,0.27647975077881637,0.462962962962963,1.1203703703703705,1.0987890376035692,0.021581332766801298,0.20155845983706633,-187370,-6668,1622234,-87168,-22667,263672.2,1939619,621258,1318361,2650.0,3804.0,-1154.0,0
NORTH AMERICA,68,274535,386.0,336.0,727.0,121,88250,248.0,212.0,824.0,112,309749,953.0,918.0,842.0,81,115043,244.0,214.0,986.0,117,236437,187.0,151.0,792.0,163,777,78,120,80,518,88361,200.0,172.0,736.0,64,13541,365.0,311.0,978.0,91,248661,6.0,5.0,25.0,119,57201,247.0,223.0,627.0,555,133985,79.0,54.0,26.0,429,9,235,29,134,1,1,1,1,0,0,-0.013981173864894947,-0.0038221197597525514,-0.16187363834422652,0.03256359750220006,-0.22455236693647285,1.1021299836155107,1.1725490196078432,-0.07041903599233246,-0.07433314028062936,186174,74709,61088,57842,102452,96453.0,1024014,541749,482265,4171.0,2392.0,1779.0,1
NORTH AMERICA,114,376387,643.0,624.0,816.0,106,7803,365.0,311.0,978.0,134,1737439,953.0,918.0,842.0,523,82573,247.0,222.0,643.0,89,105400,79.0,54.0,26.0,80,41,429,200,119,266,20516,227.0,191.0,937.0,76,163806,233.0,211.0,687.0,29,68245,116.0,76.0,1053.0,81,115043,244.0,214.0,986.0,432,601819,22.0,14.0,37.0,104,711,245,119,163,1,1,0,1,0,0,-0.1580329574439523,0.06936803767086763,-0.48818942781791086,-0.0275743032752378,-0.10846560846560838,1.0742132456552371,1.1926345609065157,-0.11842131525127852,-0.14257885186636834,355871,-156003,1669194,-32470,-496419,268034.6,2309602,969429,1340173,3305.0,3700.0,-395.0,1
NORTH AMERICA,78,3471,106.0,65.0,825.0,104,424049,389.0,359.0,810.0,142,45131,209.0,161.0,865.0,523,166582,222.0,204.0,1179.0,201,363092,10.0,10.0,65.0,22,777,114,119,20,887,28829,672.0,643.0,836.0,120,83207,447.0,385.0,1256.0,53,54784,10.0,1.0,1.0,81,115043,244.0,214.0,986.0,101,49683,277.0,233.0,973.0,22,240,-1,238,555,1,0,0,0,0,0,0.5856681421222634,-0.07747350142893317,-8.701863354037267,-0.051951621770203404,-0.18884120171673824,1.1714643304130163,1.1178861788617886,0.05357815155122769,-1.6868923073661755,-25358,340842,-9653,51539,313409,134155.8,1002325,331546,670779,3744.0,4052.0,-308.0,0
NORTH AMERICA,240,98502,106.0,65.0,825.0,245,214068,389.0,359.0,810.0,238,3446771,129.0,111.0,40.0,81,115043,244.0,214.0,986.0,22,71452,107.0,87.0,814.0,555,119,114,203,360,41,130223,672.0,643.0,836.0,163,9250,179.0,131.0,919.0,80,367016,10.0,1.0,1.0,523,166582,222.0,204.0,1179.0,117,228315,61.0,32.0,220.0,122,-1,157,119,53,0,0,0,0,0,0,0.5856681421222634,-0.28284675413043003,-8.837837837837839,0.051951621770203404,-0.6763649425287357,1.1662679425837321,1.1315529179030663,0.034715024680665785,-1.8318859541209072,-31721,204818,3079755,-51539,-156863,608890.0,3945836,901386,3044450,3475.0,3155.0,320.0,0
NORTH AMERICA,266,68827,440.0,429.0,480.0,245,13820,311.0,277.0,170.0,240,98502,106.0,65.0,825.0,81,115043,244.0,214.0,986.0,57,476,176.0,148.0,164.0,114,-1,53,7,131,85,176457,672.0,643.0,836.0,104,424049,389.0,359.0,810.0,134,831780,206.0,172.0,829.0,360,18136,79.0,57.0,394.0,22,71452,107.0,87.0,814.0,555,122,-1,777,84,0,1,1,1,0,0,-0.01946006300594183,0.039178222700441356,0.4330948121645797,-0.24577799639285147,-0.040695868282075054,1.1270962047661077,1.1024279210925645,0.024668283673543234,0.03326782143683053,-107630,-410229,-733278,96907,-70976,-245041.2,296668,1521874,-1225206,2625.0,3683.0,-1058.0,1
NORTH AMERICA,114,94936,263.0,227.0,791.0,107,102864,122.0,95.0,619.0,7,208263,206.0,172.0,829.0,81,115043,244.0,214.0,986.0,99,110516,60.0,49.0,55.0,141,21,77,166,89,41,1116790,51.0,30.0,75.0,245,725156,224.0,186.0,1159.0,777,52047,89.0,68.0,415.0,236,194611,309.0,285.0,666.0,267,3684,142.0,90.0,696.0,350,104,62,517,23,0,0,1,0,0,0,-0.541409691629956,0.07990945104697222,-0.11114911080711365,0.05597638957206086,-0.35328798185941035,1.1822985468956406,1.236722306525038,-0.05442375962939727,-0.17399218873548938,-1021854,-622292,156216,-79568,106832,-292133.2,631622,2092288,-1460666,3280.0,3011.0,269.0,0
NORTH AMERICA,24,188886,106.0,111.0,8.0,107,145080,20.0,11.0,60.0,555,368435,310.0,280.0,31.0,50,19998,212.0,171.0,75.0,888,20777,6.0,11.0,78.0,7,28,30,203,62,164,4361,127.0,133.0,25.0,121,4291,147.0,115.0,348.0,45,14431,293.0,230.0,1090.0,360,587067,36.0,19.0,32.0,111,149324,264.0,196.0,1459.0,104,203,236,114,55,1,0,1,1,0,0,6.77369098421865e-05,0.5399209486166008,-0.16677018633540364,-0.6549707602339181,-0.8014842300556586,1.11986301369863,1.251082251082251,-0.13121923738362096,-0.21664729821970746,184525,140789,354004,-567069,-128547,-3259.6,743176,759474,-16298,252.0,2954.0,-2702.0,1
NORTH AMERICA,122,7571,180.0,148.0,939.0,9,114037,111.0,86.0,1051.0,126,10247,235.0,208.0,724.0,498,449289,317.0,269.0,17.0,16,16560,247.0,222.0,643.0,234,203,102,141,119,164,55961,205.0,172.0,75.0,876,1914796,20.0,18.0,22.0,777,377126,403.0,367.0,863.0,51,137399,212.0,171.0,75.0,43,108115,4.0,12.0,4.0,141,67,203,28,104,1,0,1,0,0,0,0.02435575109993726,0.17958656330749356,0.03171504925592128,-0.06132742016130788,0.7792792792792793,1.1682743837084673,1.1405405405405404,0.02773384316792682,0.1907218445562647,-48390,-1800759,-366879,311890,-91555,-399138.6,597704,2593397,-1995693,3374.0,1039.0,2335.0,0
NORTH AMERICA,69,1316902,25.0,14.0,94.0,104,84919,169.0,152.0,544.0,67,100994,391.0,383.0,28.0,50,19998,212.0,171.0,75.0,12,88933,340.0,316.0,662.0,28,23,89,91,30,150,31505,10.0,6.0,26.0,106,12358,208.0,183.0,591.0,517,120406,10.0,12.0,0.0,222,734387,4.0,3.0,3.0,111,9690,196.0,159.0,75.0,350,888,203,23,53,1,0,0,0,0,0,0.11904761904761907,-0.024769916594765462,0.18755439512619676,-0.0935672514619883,-0.15675503542711566,1.0974903474903475,1.1790633608815426,-0.08157301339119516,0.006301962137989281,1285397,72561,-19412,-714389,79243,140680.0,1611746,908346,703400,1403.0,695.0,708.0,0
NORTH AMERICA,106,376533,482.0,447.0,753.0,234,19231,258.0,232.0,340.0,50,14735,338.0,291.0,1107.0,145,63729,212.0,171.0,75.0,111,149324,264.0,196.0,1459.0,114,41,107,28,203,164,16890,271.0,230.0,75.0,104,247051,324.0,252.0,1512.0,127,1552966,264.0,271.0,322.0,222,207672,515.0,489.0,75.0,888,36565,833.0,800.0,882.0,107,30,517,246,40,0,1,0,0,0,0,-0.09996109327886393,-0.17364532019704448,0.18734228579399204,0.18659634772001565,0.305688775510204,1.162303664921466,1.0808031341821744,0.08150053073929153,0.08120419910966066,359643,-227820,-1538231,-143943,112759,-287518.4,623552,2061144,-1437592,3734.0,2866.0,868.0,0
NORTH AMERICA,41,65089,271.0,230.0,75.0,876,57269,447.0,385.0,1256.0,91,331563,44.0,28.0,48.0,202,123318,142.0,119.0,75.0,89,64291,479.0,437.0,1016.0,30,7,119,85,203,236,15183,272.0,225.0,1081.0,56,12772,88.0,59.0,75.0,68,81082,90.0,43.0,75.0,50,19998,212.0,171.0,75.0,12,42557,585.0,543.0,1100.0,103,107,26,121,28,1,1,0,0,0,0,-0.03062801932367143,-0.3304864626898525,-0.5215946843853823,-0.04648877094697523,0.018761773518590985,1.1534612176814012,1.1978866474543708,-0.044425429772969594,-0.18208723276545807,49906,44497,250481,103320,21734,93987.6,641530,171592,469938,2470.0,2406.0,64.0,0
NORTH AMERICA,39,6317,164.0,123.0,75.0,104,67178,491.0,442.0,118.0,34,1818689,3.0,6.0,16.0,50,19998,212.0,171.0,75.0,235,121710,136.0,136.0,669.0,103,427,107,64,28,80,1173664,210.0,161.0,891.0,131,33221,6.0,4.0,55.0,238,252545,128.0,105.0,75.0,29,493482,23.0,26.0,0.0,53,152595,21.0,21.0,17.0,30,41,23,711,91,1,0,1,0,0,0,0.02898550724637672,-0.3891402714932126,-0.7190476190476192,0.3551506972559604,0.0,1.1457858769931664,1.22397476340694,-0.07818888641377364,-0.14481033720769892,-1167347,33957,1566144,-473484,-30885,-14323.0,2033892,2105507,-71615,953.0,1038.0,-85.0,0
NORTH AMERICA,85,11293,331.0,305.0,87.0,91,35226,180.0,147.0,219.0,34,1818689,3.0,6.0,16.0,360,7504,212.0,171.0,75.0,111,51866,14.0,11.0,64.0,103,50,107,28,30,164,2896346,482.0,447.0,753.0,234,465708,357.0,324.0,75.0,101,13009,197.0,155.0,802.0,22,102260,330.0,300.0,1004.0,89,64291,479.0,437.0,1016.0,114,238,23,7,203,1,1,0,0,0,0,0.006946125352990773,0.12263794406651551,-0.7709677419354839,0.13976608187134487,0.17661743291033916,1.15625,1.1094407696933253,0.04680923030667472,-0.06500003154685871,-2885053,-430482,1805680,-94756,-12425,-323407.2,1924578,3541614,-1617036,461.0,3650.0,-3189.0,1
NORTH AMERICA,106,376533,482.0,447.0,753.0,9,1177940,9.0,3.0,75.0,245,132539,325.0,319.0,477.0,429,103459,212.0,171.0,75.0,267,292287,117.0,86.0,8.0,114,888,59,711,28,36,8475,210.0,161.0,891.0,246,33318,110.0,91.0,660.0,45,38630,457.0,466.0,19.0,236,28228,293.0,230.0,1090.0,432,380288,253.0,230.0,560.0,103,221,141,41,350,0,1,0,0,0,0,-0.226048049800603,1.7912087912087913,0.03812208215049717,-0.03414696160691588,0.26046511627906965,1.1159844054580896,1.1230899830220713,-0.007105577563981669,0.36592019564616785,368058,1144622,93909,75231,-88001,318763.8,2082758,488939,1593819,1388.0,3220.0,-1832.0,1
NORTH AMERICA,112,17112,271.0,230.0,75.0,234,876640,55.0,50.0,48.0,517,29582,143.0,110.0,836.0,221,13914,198.0,159.0,929.0,37,5698,507.0,465.0,1010.0,111,119,134,30,107,113,501294,329.0,284.0,1040.0,246,512360,258.0,232.0,340.0,131,63140,324.0,252.0,1512.0,360,7504,212.0,171.0,75.0,497,40070,215.0,183.0,76.0,41,28,107,266,43,1,1,1,1,0,0,0.01981016533986546,-0.012068965517241237,0.014285714285714235,0.005516936996579513,-0.08454080733298075,1.1577909270216962,1.1925133689839573,-0.03472244196226115,-0.011399391245612556,-484182,364280,-33558,6410,-34372,-36284.4,942946,1124368,-181422,2898.0,3043.0,-145.0,1
NORTH AMERICA,8,92076,119.0,102.0,50.0,121,202080,423.0,368.0,1023.0,112,27075,197.0,155.0,802.0,429,103459,212.0,171.0,75.0,555,2482198,712.0,688.0,647.0,246,111,497,164,28,41,72067,272.0,225.0,1081.0,104,44759,10.0,3.0,88.0,517,87834,478.0,436.0,1255.0,145,11474,127.0,133.0,25.0,888,15767,277.0,229.0,958.0,84,166,30,45,50,0,1,0,1,0,0,-0.04222222222222216,-2.183876811594203,0.17463746670612612,0.2848788638262322,-0.17472326596933074,1.1206199460916442,1.1345029239766082,-0.013882977884964065,-0.3882611938506795,20009,157321,-60759,91985,2466431,534997.4,2906888,231901,2674987,2597.0,3407.0,-810.0,1
