BTOP_WINS,BTOP_LOSSES,BTOP_LEAGUE_POINTS,BJGL_WINS,BJGL_LOSSES,BJGL_LEAGUE_POINTS,BMID_WINS,BMID_LOSSES,BMID_LEAGUE_POINTS,BBOT_WINS,BBOT_LOSSES,BBOT_LEAGUE_POINTS,BSUP_WINS,BSUP_LOSSES,BSUP_LEAGUE_POINTS,RTOP_WINS,RTOP_LOSSES,RTOP_LEAGUE_POINTS,RJGL_WINS,RJGL_LOSSES,RJGL_LEAGUE_POINTS,RMID_WINS,RMID_LOSSES,RMID_LEAGUE_POINTS,RBOT_WINS,RBOT_LOSSES,RBOT_LEAGUE_POINTS,RSUP_WINS,RSUP_LOSSES,RSUP_LEAGUE_POINTS
187.0,159.0,504.0,389.0,359.0,810.0,233.0,221.0,591.0,166.0,122.0,817.0,285.0,254.0,678.0,643.0,624.0,816.0,13.0,20.0,75.0,283.0,242.0,714.0,303.0,261.0,842.0,571.0,532.0,600.0
513.0,468.0,470.0,5.0,2.0,38.0,18.0,8.0,89.0,571.0,532.0,600.0,833.0,800.0,882.0,431.0,407.0,621.0,129.0,92.0,847.0,123.0,91.0,937.0,5.0,14.0,75.0,585.0,543.0,1100.0
78.0,92.0,41.0,48.0,50.0,11.0,157.0,147.0,0.0,571.0,532.0,600.0,12.0,10.0,20.0,33.0,32.0,85.0,32.0,18.0,25.0,48.0,41.0,97.0,170.0,172.0,69.0,9.0,8.0,39.0
78.0,92.0,41.0,522.0,510.0,56.0,130.0,123.0,0.0,571.0,532.0,600.0,12.0,10.0,20.0,29.0,14.0,95.0,10.0,0.0,3.0,141.0,119.0,339.0,38.0,4.0,73.0,11.0,0.0,60.0
64.0,61.0,96.0,9.0,3.0,63.0,209.0,177.0,481.0,10.0,6.0,31.0,99.0,86.0,30.0,169.0,141.0,581.0,680.0,618.0,399.0,45.0,33.0,254.0,571.0,532.0,600.0,104.0,67.0,307.0
7.0,12.0,43.0,9.0,3.0,63.0,27.0,22.0,22.0,637.0,605.0,649.0,571.0,532.0,600.0,371.0,360.0,419.0,87.0,50.0,336.0,757.0,726.0,674.0,386.0,396.0,394.0,212.0,194.0,618.0
78.0,60.0,16.0,843.0,809.0,618.0,308.0,299.0,536.0,571.0,532.0,600.0,166.0,131.0,476.0,225.0,187.0,745.0,477.0,430.0,739.0,233.0,221.0,591.0,168.0,158.0,445.0,546.0,530.0,524.0
218.0,201.0,502.0,761.0,749.0,120.0,119.0,102.0,50.0,571.0,532.0,600.0,41.0,42.0,53.0,959.0,930.0,835.0,477.0,430.0,739.0,892.0,876.0,374.0,4.0,5.0,62.0,396.0,371.0,669.0
18.0,16.0,0.0,102.0,87.0,53.0,41.0,30.0,22.0,4.0,7.0,42.0,571.0,532.0,600.0,30.0,16.0,0.0,13.0,10.0,25.0,82.0,75.0,16.0,,,,55.0,32.0,57.0
32.0,18.0,34.0,533.0,510.0,351.0,714.0,709.0,285.0,200.0,200.0,293.0,1263.0,1243.0,467.0,515.0,486.0,469.0,657.0,623.0,579.0,319.0,293.0,633.0,571.0,532.0,600.0,8.0,10.0,66.0
82.0,58.0,75.0,285.0,240.0,576.0,501.0,479.0,499.0,843.0,809.0,618.0,571.0,532.0,600.0,29.0,21.0,0.0,176.0,168.0,622.0,81.0,75.0,507.0,33.0,44.0,61.0,295.0,261.0,571.0
350.0,317.0,718.0,7.0,7.0,45.0,21.0,6.0,0.0,14.0,9.0,92.0,140.0,108.0,1076.0,192.0,158.0,689.0,32.0,16.0,50.0,42.0,23.0,78.0,318.0,285.0,964.0,571.0,532.0,600.0
,,,,,,,,,70.0,79.0,1.0,119.0,108.0,0.0,67.0,64.0,70.0,39.0,31.0,65.0,571.0,532.0,600.0,,,,18.0,16.0,0.0
289.0,261.0,376.0,514.0,468.0,486.0,245.0,220.0,754.0,12.0,11.0,2.0,25.0,7.0,22.0,428.0,396.0,517.0,49.0,26.0,75.0,941.0,925.0,312.0,571.0,532.0,600.0,37.0,21.0,54.0
15.0,8.0,61.0,233.0,211.0,687.0,149.0,124.0,573.0,296.0,285.0,587.0,360.0,332.0,644.0,354.0,328.0,440.0,16.0,9.0,1.0,89.0,68.0,415.0,53.0,52.0,0.0,571.0,532.0,600.0
77.0,57.0,347.0,79.0,53.0,505.0,67.0,59.0,468.0,32.0,6.0,75.0,360.0,332.0,644.0,254.0,214.0,676.0,138.0,149.0,433.0,264.0,237.0,688.0,341.0,302.0,865.0,571.0,532.0,600.0
643.0,624.0,816.0,297.0,256.0,647.0,330.0,306.0,669.0,213.0,191.0,780.0,571.0,532.0,600.0,474.0,459.0,402.0,463.0,443.0,589.0,413.0,381.0,704.0,205.0,184.0,646.0,253.0,230.0,560.0
357.0,312.0,1112.0,138.0,148.0,449.0,220.0,178.0,812.0,92.0,56.0,841.0,917.0,870.0,946.0,221.0,180.0,1592.0,463.0,443.0,589.0,370.0,316.0,1168.0,598.0,574.0,616.0,571.0,532.0,600.0
155.0,130.0,575.0,163.0,116.0,578.0,676.0,650.0,616.0,198.0,166.0,754.0,571.0,532.0,600.0,254.0,214.0,676.0,430.0,406.0,677.0,9.0,9.0,96.0,225.0,204.0,510.0,19.0,16.0,24.0
43.0,52.0,67.0,191.0,161.0,1137.0,18.0,9.0,100.0,637.0,605.0,649.0,833.0,800.0,882.0,209.0,177.0,755.0,370.0,316.0,1168.0,323.0,284.0,926.0,112.0,78.0,888.0,585.0,543.0,1100.0
158.0,126.0,279.0,205.0,184.0,646.0,213.0,174.0,1092.0,323.0,284.0,926.0,403.0,371.0,730.0,218.0,159.0,889.0,191.0,161.0,1137.0,225.0,212.0,564.0,68.0,49.0,484.0,689.0,647.0,706.0
672.0,643.0,836.0,10.0,3.0,13.0,10.0,5.0,98.0,21.0,9.0,52.0,142.0,90.0,696.0,338.0,278.0,609.0,191.0,161.0,1137.0,206.0,172.0,829.0,211.0,205.0,738.0,181.0,164.0,605.0
220.0,180.0,1577.0,533.0,502.0,579.0,213.0,174.0,1092.0,833.0,800.0,882.0,22.0,14.0,37.0,8.0,4.0,75.0,191.0,161.0,1137.0,6.0,0.0,62.0,116.0,76.0,1053.0,403.0,371.0,730.0
180.0,140.0,437.0,191.0,161.0,1137.0,290.0,249.0,837.0,107.0,71.0,809.0,118.0,97.0,624.0,598.0,574.0,616.0,179.0,131.0,919.0,352.0,334.0,813.0,20.0,17.0,55.0,14.0,9.0,92.0
169.0,130.0,412.0,191.0,161.0,1137.0,32.0,28.0,44.0,153.0,116.0,806.0,142.0,90.0,696.0,48.0,21.0,99.0,478.0,456.0,620.0,20.0,6.0,54.0,304.0,280.0,353.0,476.0,437.0,788.0
172.0,134.0,773.0,191.0,161.0,1137.0,11.0,2.0,13.0,346.0,307.0,805.0,689.0,647.0,706.0,228.0,192.0,632.0,6.0,4.0,75.0,304.0,257.0,1159.0,160.0,123.0,1018.0,34.0,23.0,84.0
350.0,317.0,718.0,150.0,87.0,1189.0,676.0,650.0,616.0,19.0,19.0,51.0,31.0,31.0,82.0,270.0,242.0,554.0,191.0,161.0,1137.0,7.0,4.0,1.0,77.0,55.0,568.0,689.0,647.0,706.0
763.0,696.0,1296.0,167.0,140.0,395.0,106.0,77.0,796.0,115.0,76.0,1034.0,170.0,120.0,820.0,479.0,437.0,1016.0,191.0,161.0,1137.0,293.0,285.0,305.0,10.0,9.0,100.0,17.0,7.0,81.0
214.0,195.0,481.0,191.0,161.0,1137.0,99.0,69.0,754.0,381.0,350.0,732.0,122.0,95.0,619.0,117.0,100.0,483.0,185.0,154.0,625.0,5.0,2.0,38.0,6.0,5.0,15.0,833.0,800.0,882.0
386.0,336.0,727.0,389.0,359.0,810.0,231.0,209.0,681.0,100.0,69.0,744.0,833.0,800.0,882.0,171.0,146.0,704.0,191.0,161.0,1137.0,6.0,0.0,62.0,262.0,239.0,751.0,7.0,5.0,77.0
5.0,14.0,75.0,191.0,161.0,1137.0,6.0,0.0,62.0,5.0,3.0,27.0,393.0,345.0,968.0,186.0,147.0,851.0,176.0,168.0,622.0,226.0,198.0,710.0,100.0,69.0,643.0,6.0,4.0,55.0
45.0,39.0,2.0,191.0,161.0,1137.0,112.0,78.0,888.0,479.0,437.0,1016.0,330.0,300.0,1004.0,763.0,696.0,1296.0,63.0,67.0,211.0,42.0,27.0,75.0,258.0,208.0,1335.0,764.0,741.0,741.0
203.0,157.0,737.0,191.0,161.0,1137.0,417.0,410.0,437.0,63.0,44.0,75.0,342.0,320.0,552.0,16.0,13.0,71.0,514.0,469.0,470.0,129.0,111.0,40.0,79.0,91.0,48.0,54.0,28.0,66.0
203.0,157.0,737.0,191.0,161.0,1137.0,129.0,111.0,40.0,222.0,204.0,1179.0,48.0,29.0,308.0,138.0,88.0,1017.0,507.0,465.0,1010.0,5.0,0.0,88.0,116.0,76.0,1053.0,7.0,5.0,77.0
399.0,357.0,295.0,129.0,111.0,40.0,259.0,216.0,945.0,222.0,204.0,1179.0,60.0,41.0,14.0,152.0,109.0,754.0,191.0,161.0,1137.0,189.0,174.0,457.0,54.0,28.0,66.0,48.0,29.0,308.0
172.0,134.0,773.0,5.0,0.0,96.0,368.0,354.0,616.0,53.0,52.0,0.0,764.0,741.0,741.0,13.0,10.0,75.0,191.0,161.0,1137.0,149.0,102.0,920.0,690.0,629.0,1415.0,585.0,543.0,1100.0
418.0,405.0,400.0,514.0,468.0,486.0,5.0,2.0,38.0,161.0,147.0,353.0,151.0,131.0,728.0,761.0,741.0,466.0,191.0,161.0,1137.0,918.0,870.0,964.0,163.0,152.0,467.0,60.0,64.0,61.0
367.0,321.0,1021.0,191.0,161.0,1137.0,370.0,318.0,524.0,345.0,295.0,1255.0,10.0,10.0,65.0,763.0,696.0,1296.0,503.0,462.0,977.0,5.0,2.0,38.0,308.0,265.0,921.0,22.0,14.0,37.0
308.0,261.0,934.0,489.0,455.0,814.0,217.0,169.0,1141.0,295.0,240.0,561.0,22.0,14.0,37.0,371.0,360.0,419.0,191.0,161.0,1137.0,5.0,2.0,38.0,346.0,307.0,805.0,76.0,54.0,338.0
283.0,184.0,1398.0,67.0,59.0,468.0,244.0,214.0,910.0,192.0,158.0,689.0,585.0,543.0,1100.0,221.0,180.0,1592.0,258.0,210.0,978.0,316.0,283.0,762.0,129.0,94.0,1028.0,477.0,430.0,739.0
370.0,354.0,599.0,258.0,210.0,978.0,99.0,69.0,754.0,68.0,49.0,484.0,212.0,170.0,863.0,245.0,220.0,754.0,514.0,469.0,470.0,324.0,252.0,1512.0,244.0,214.0,986.0,381.0,350.0,732.0
172.0,134.0,773.0,258.0,210.0,978.0,8.0,8.0,91.0,192.0,167.0,729.0,276.0,233.0,957.0,306.0,274.0,873.0,145.0,104.0,931.0,247.0,175.0,1627.0,233.0,187.0,996.0,217.0,186.0,929.0
476.0,437.0,788.0,352.0,334.0,813.0,197.0,173.0,593.0,20.0,17.0,55.0,179.0,158.0,623.0,231.0,209.0,681.0,258.0,210.0,978.0,118.0,97.0,624.0,217.0,169.0,1141.0,61.0,31.0,10.0
172.0,134.0,773.0,258.0,210.0,978.0,197.0,155.0,802.0,149.0,102.0,920.0,480.0,451.0,714.0,32.0,13.0,72.0,3.0,2.0,25.0,11.0,2.0,13.0,20.0,17.0,55.0,16.0,2.0,67.0
52.0,44.0,44.0,3.0,2.0,25.0,537.0,473.0,1506.0,15.0,11.0,3.0,326.0,312.0,746.0,221.0,180.0,1592.0,258.0,210.0,978.0,328.0,244.0,862.0,194.0,164.0,938.0,585.0,543.0,1100.0
763.0,696.0,1296.0,65.0,34.0,0.0,309.0,266.0,946.0,264.0,196.0,1459.0,296.0,234.0,818.0,479.0,437.0,1016.0,258.0,210.0,978.0,5.0,2.0,38.0,217.0,169.0,1141.0,330.0,300.0,1004.0
9.0,1.0,99.0,46.0,31.0,472.0,99.0,69.0,754.0,386.0,353.0,475.0,7.0,5.0,77.0,171.0,146.0,704.0,258.0,210.0,978.0,149.0,124.0,573.0,6.0,5.0,15.0,477.0,430.0,739.0
479.0,437.0,1016.0,169.0,114.0,568.0,276.0,208.0,1579.0,211.0,205.0,738.0,7.0,5.0,77.0,764.0,728.0,810.0,258.0,210.0,978.0,112.0,87.0,75.0,103.0,86.0,746.0,189.0,160.0,622.0
221.0,164.0,1313.0,123.0,91.0,937.0,338.0,291.0,1107.0,111.0,84.0,65.0,264.0,196.0,1459.0,763.0,696.0,1296.0,258.0,210.0,978.0,5.0,2.0,38.0,276.0,208.0,1579.0,173.0,130.0,807.0
231.0,185.0,1083.0,308.0,261.0,934.0,258.0,210.0,978.0,8.0,8.0,91.0,167.0,152.0,838.0,565.0,544.0,445.0,243.0,229.0,746.0,338.0,291.0,1107.0,149.0,102.0,920.0,264.0,196.0,1459.0
50.0,47.0,91.0,304.0,257.0,1159.0,13.0,11.0,100.0,280.0,253.0,273.0,262.0,239.0,751.0,900.0,876.0,612.0,258.0,210.0,978.0,428.0,396.0,517.0,79.0,54.0,26.0,61.0,31.0,10.0
172.0,134.0,773.0,191.0,161.0,1137.0,235.0,208.0,724.0,233.0,187.0,996.0,10.0,10.0,65.0,8.0,4.0,75.0,258.0,210.0,978.0,844.0,788.0,814.0,205.0,184.0,646.0,396.0,371.0,669.0
235.0,208.0,724.0,449.0,439.0,544.0,844.0,788.0,814.0,112.0,78.0,888.0,396.0,371.0,669.0,146.0,132.0,363.0,258.0,210.0,978.0,280.0,240.0,903.0,205.0,184.0,646.0,22.0,14.0,37.0
164.0,123.0,881.0,287.0,253.0,479.0,74.0,62.0,30.0,14.0,9.0,92.0,9.0,13.0,47.0,976.0,977.0,137.0,258.0,210.0,978.0,222.0,198.0,606.0,104.0,85.0,1123.0,689.0,647.0,706.0
164.0,123.0,881.0,167.0,135.0,690.0,74.0,62.0,30.0,192.0,167.0,729.0,9.0,13.0,47.0,16.0,6.0,61.0,258.0,210.0,978.0,277.0,233.0,973.0,14.0,9.0,92.0,689.0,647.0,706.0
367.0,303.0,435.0,304.0,257.0,1159.0,478.0,456.0,620.0,8.0,2.0,35.0,171.0,132.0,720.0,253.0,234.0,523.0,318.0,284.0,687.0,258.0,210.0,978.0,167.0,152.0,838.0,5.0,3.0,5.0
210.0,161.0,891.0,507.0,465.0,1010.0,167.0,135.0,690.0,120.0,77.0,1019.0,276.0,233.0,957.0,99.0,69.0,754.0,258.0,210.0,978.0,537.0,473.0,1506.0,100.0,69.0,744.0,166.0,201.0,108.0
643.0,624.0,816.0,1358.0,1330.0,542.0,537.0,473.0,1506.0,545.0,500.0,659.0,330.0,300.0,1004.0,764.0,728.0,810.0,258.0,210.0,978.0,8.0,8.0,91.0,11.0,1.0,1.0,237.0,209.0,829.0
371.0,360.0,419.0,258.0,210.0,978.0,332.0,297.0,798.0,212.0,186.0,364.0,248.0,218.0,687.0,164.0,123.0,881.0,193.0,146.0,648.0,138.0,88.0,1017.0,355.0,303.0,1015.0,10.0,7.0,89.0
218.0,201.0,502.0,50.0,24.0,100.0,281.0,275.0,327.0,88.0,63.0,202.0,325.0,283.0,468.0,296.0,231.0,705.0,110.0,96.0,245.0,308.0,299.0,536.0,378.0,352.0,373.0,30.0,11.0,82.0
676.0,633.0,972.0,9.0,3.0,75.0,323.0,284.0,926.0,264.0,215.0,573.0,161.0,112.0,1189.0,763.0,696.0,1296.0,237.0,205.0,915.0,308.0,299.0,536.0,18.0,9.0,100.0,113.0,72.0,856.0
169.0,152.0,544.0,490.0,465.0,426.0,308.0,299.0,536.0,218.0,204.0,358.0,270.0,256.0,63.0,203.0,147.0,350.0,539.0,518.0,562.0,199.0,230.0,48.0,10.0,8.0,100.0,21.0,21.0,17.0
269.0,247.0,589.0,79.0,53.0,505.0,155.0,119.0,486.0,637.0,605.0,649.0,248.0,218.0,687.0,155.0,130.0,575.0,182.0,163.0,1062.0,308.0,299.0,536.0,17.0,33.0,16.0,266.0,220.0,1010.0
763.0,696.0,1296.0,122.0,95.0,619.0,308.0,299.0,536.0,316.0,288.0,713.0,106.0,77.0,796.0,221.0,180.0,1592.0,50.0,24.0,100.0,918.0,870.0,964.0,329.0,294.0,833.0,97.0,75.0,71.0
172.0,134.0,773.0,42.0,31.0,18.0,138.0,88.0,1017.0,276.0,233.0,957.0,284.0,248.0,641.0,221.0,180.0,1592.0,614.0,585.0,659.0,308.0,299.0,536.0,233.0,187.0,996.0,48.0,29.0,308.0
4.0,12.0,4.0,86.0,51.0,526.0,149.0,102.0,920.0,316.0,288.0,713.0,81.0,68.0,182.0,29.0,21.0,0.0,162.0,113.0,985.0,308.0,299.0,536.0,345.0,295.0,1255.0,5.0,3.0,5.0
12.0,3.0,14.0,411.0,385.0,717.0,18.0,8.0,89.0,405.0,378.0,615.0,388.0,319.0,498.0,370.0,340.0,632.0,463.0,443.0,589.0,308.0,299.0,536.0,14.0,9.0,92.0,123.0,97.0,626.0
6.0,5.0,24.0,256.0,219.0,819.0,308.0,299.0,536.0,150.0,121.0,529.0,229.0,203.0,647.0,283.0,242.0,714.0,9.0,3.0,75.0,184.0,150.0,751.0,309.0,285.0,666.0,155.0,139.0,535.0
26.0,32.0,77.0,145.0,104.0,931.0,308.0,299.0,536.0,37.0,21.0,54.0,3.0,4.0,47.0,813.0,771.0,562.0,169.0,146.0,590.0,953.0,918.0,842.0,145.0,110.0,3.0,10.0,7.0,89.0
169.0,130.0,412.0,319.0,293.0,633.0,185.0,172.0,600.0,308.0,299.0,536.0,349.0,294.0,706.0,136.0,94.0,618.0,370.0,348.0,751.0,624.0,608.0,477.0,637.0,605.0,649.0,18.0,15.0,64.0
6.0,5.0,24.0,197.0,155.0,802.0,308.0,299.0,536.0,328.0,299.0,649.0,167.0,152.0,838.0,51.0,30.0,75.0,186.0,131.0,1071.0,283.0,242.0,714.0,176.0,159.0,552.0,22.0,14.0,37.0
125.0,102.0,506.0,37.0,24.0,0.0,308.0,299.0,536.0,13.0,11.0,100.0,388.0,319.0,498.0,238.0,186.0,536.0,1053.0,1052.0,433.0,361.0,339.0,699.0,267.0,242.0,40.0,813.0,771.0,562.0
6.0,4.0,55.0,131.0,106.0,85.0,308.0,299.0,536.0,200.0,195.0,432.0,6.0,6.0,34.0,87.0,61.0,531.0,267.0,226.0,356.0,122.0,98.0,437.0,350.0,301.0,610.0,485.0,441.0,311.0
10.0,1.0,1.0,296.0,231.0,705.0,308.0,299.0,536.0,91.0,58.0,216.0,179.0,158.0,623.0,959.0,930.0,835.0,150.0,115.0,737.0,953.0,918.0,842.0,8.0,2.0,35.0,60.0,49.0,55.0
441.0,433.0,55.0,104.0,82.0,264.0,308.0,299.0,536.0,280.0,253.0,273.0,226.0,208.0,327.0,218.0,213.0,290.0,361.0,339.0,699.0,159.0,116.0,274.0,128.0,96.0,265.0,432.0,399.0,481.0
6.0,4.0,55.0,843.0,809.0,618.0,54.0,35.0,75.0,7.0,3.0,80.0,9.0,3.0,63.0,74.0,58.0,375.0,761.0,749.0,120.0,308.0,299.0,536.0,183.0,166.0,533.0,813.0,771.0,562.0
431.0,407.0,621.0,37.0,21.0,54.0,79.0,46.0,234.0,12.0,9.0,100.0,326.0,312.0,746.0,48.0,35.0,87.0,67.0,59.0,468.0,308.0,299.0,536.0,76.0,56.0,525.0,413.0,381.0,704.0
228.0,192.0,632.0,138.0,148.0,449.0,11.0,2.0,13.0,8.0,2.0,35.0,326.0,312.0,746.0,329.0,284.0,1040.0,365.0,311.0,978.0,308.0,299.0,536.0,37.0,21.0,54.0,333.0,305.0,564.0
34.0,22.0,75.0,41.0,36.0,6.0,757.0,725.0,690.0,260.0,241.0,312.0,328.0,330.0,133.0,49.0,40.0,86.0,154.0,125.0,469.0,169.0,130.0,412.0,317.0,311.0,258.0,56.0,37.0,92.0
106.0,65.0,825.0,242.0,219.0,682.0,225.0,198.0,642.0,260.0,241.0,312.0,267.0,242.0,40.0,269.0,247.0,589.0,127.0,99.0,566.0,757.0,726.0,674.0,10.0,4.0,99.0,682.0,667.0,502.0
106.0,65.0,825.0,242.0,219.0,682.0,757.0,725.0,690.0,115.0,76.0,1034.0,133.0,97.0,857.0,221.0,180.0,1592.0,46.0,31.0,472.0,6.0,6.0,34.0,286.0,242.0,860.0,689.0,647.0,706.0
109.0,108.0,31.0,64.0,40.0,0.0,16.0,6.0,47.0,3.0,8.0,30.0,34.0,30.0,58.0,24.0,11.0,22.0,12.0,16.0,26.0,757.0,726.0,674.0,44.0,43.0,62.0,59.0,50.0,75.0
28.0,18.0,70.0,353.0,325.0,1.0,10.0,3.0,82.0,17.0,11.0,47.0,33.0,20.0,44.0,24.0,11.0,22.0,98.0,88.0,1.0,12.0,16.0,26.0,757.0,726.0,674.0,59.0,50.0,75.0
12.0,16.0,26.0,55.0,53.0,11.0,212.0,169.0,67.0,757.0,725.0,690.0,24.0,11.0,22.0,,,,,,,,,,,,,121.0,123.0,22.0
224.0,206.0,429.0,1053.0,1052.0,433.0,757.0,725.0,690.0,8.0,3.0,1.0,166.0,131.0,476.0,71.0,68.0,60.0,289.0,271.0,497.0,77.0,62.0,44.0,304.0,280.0,353.0,137.0,126.0,438.0
79.0,50.0,16.0,410.0,347.0,1148.0,361.0,310.0,1055.0,757.0,725.0,690.0,286.0,253.0,854.0,9.0,3.0,29.0,420.0,387.0,896.0,37.0,25.0,75.0,247.0,206.0,672.0,690.0,629.0,1415.0
79.0,50.0,16.0,761.0,749.0,120.0,36.0,25.0,0.0,399.0,394.0,200.0,631.0,606.0,527.0,218.0,160.0,192.0,49.0,44.0,2.0,757.0,726.0,674.0,224.0,206.0,429.0,142.0,109.0,80.0
428.0,396.0,517.0,128.0,73.0,597.0,184.0,150.0,751.0,270.0,258.0,423.0,237.0,219.0,357.0,116.0,105.0,14.0,424.0,381.0,755.0,757.0,726.0,674.0,142.0,114.0,494.0,604.0,591.0,566.0
25.0,9.0,100.0,424.0,381.0,755.0,757.0,725.0,690.0,5.0,8.0,35.0,454.0,424.0,438.0,399.0,357.0,295.0,91.0,72.0,502.0,13.0,11.0,100.0,10.0,6.0,31.0,110.0,79.0,463.0
892.0,876.0,374.0,253.0,213.0,370.0,421.0,398.0,343.0,501.0,479.0,499.0,712.0,688.0,647.0,185.0,151.0,523.0,90.0,84.0,462.0,675.0,630.0,406.0,757.0,726.0,674.0,116.0,105.0,14.0
7.0,12.0,43.0,9.0,3.0,63.0,295.0,261.0,571.0,172.0,158.0,568.0,110.0,79.0,463.0,117.0,100.0,483.0,220.0,196.0,720.0,757.0,726.0,674.0,68.0,64.0,382.0,370.0,338.0,473.0
227.0,191.0,937.0,50.0,24.0,100.0,637.0,615.0,509.0,250.0,242.0,484.0,713.0,682.0,254.0,643.0,624.0,816.0,178.0,190.0,17.0,757.0,726.0,674.0,213.0,192.0,764.0,388.0,319.0,498.0
162.0,126.0,87.0,128.0,73.0,597.0,225.0,203.0,284.0,200.0,195.0,432.0,631.0,606.0,527.0,335.0,305.0,656.0,178.0,190.0,17.0,1099.0,1081.0,265.0,757.0,726.0,674.0,139.0,122.0,367.0
899.0,875.0,611.0,27.0,30.0,100.0,757.0,725.0,690.0,250.0,234.0,577.0,260.0,261.0,255.0,14.0,21.0,75.0,295.0,261.0,571.0,1099.0,1081.0,265.0,50.0,25.0,70.0,117.0,118.0,384.0
21.0,10.0,14.0,217.0,218.0,156.0,72.0,50.0,174.0,250.0,234.0,577.0,260.0,261.0,255.0,436.0,385.0,405.0,295.0,261.0,571.0,757.0,726.0,674.0,24.0,26.0,30.0,631.0,606.0,527.0
959.0,930.0,835.0,186.0,131.0,1071.0,91.0,41.0,917.0,247.0,175.0,1627.0,5.0,3.0,5.0,16.0,6.0,61.0,87.0,51.0,323.0,585.0,543.0,1100.0,222.0,204.0,1179.0,130.0,73.0,1363.0
106.0,65.0,825.0,14.0,6.0,100.0,247.0,175.0,1627.0,213.0,191.0,780.0,5.0,3.0,5.0,16.0,6.0,61.0,228.0,182.0,814.0,6.0,0.0,62.0,132.0,84.0,1004.0,104.0,67.0,307.0
272.0,225.0,1081.0,419.0,387.0,879.0,247.0,175.0,1627.0,7.0,4.0,86.0,262.0,224.0,911.0,92.0,46.0,698.0,764.0,728.0,810.0,277.0,233.0,973.0,116.0,76.0,1053.0,7.0,5.0,77.0
228.0,192.0,632.0,309.0,262.0,824.0,122.0,98.0,437.0,187.0,141.0,1138.0,833.0,800.0,882.0,79.0,50.0,16.0,108.0,99.0,513.0,247.0,175.0,1627.0,953.0,918.0,842.0,350.0,301.0,610.0
220.0,180.0,1577.0,352.0,334.0,813.0,217.0,169.0,1141.0,6.0,11.0,78.0,365.0,311.0,978.0,148.0,119.0,665.0,179.0,131.0,919.0,247.0,175.0,1627.0,94.0,87.0,50.0,204.0,207.0,775.0
106.0,65.0,825.0,183.0,166.0,263.0,79.0,46.0,234.0,217.0,169.0,1141.0,296.0,234.0,818.0,11.0,14.0,72.0,370.0,348.0,751.0,247.0,175.0,1627.0,244.0,214.0,986.0,146.0,112.0,940.0
148.0,119.0,665.0,179.0,131.0,919.0,233.0,187.0,996.0,297.0,266.0,644.0,104.0,91.0,655.0,149.0,124.0,573.0,614.0,585.0,659.0,247.0,175.0,1627.0,309.0,285.0,666.0,833.0,800.0,882.0
172.0,134.0,773.0,91.0,72.0,502.0,276.0,233.0,957.0,196.0,167.0,669.0,153.0,133.0,493.0,8.0,10.0,66.0,614.0,585.0,659.0,8.0,8.0,91.0,247.0,175.0,1627.0,432.0,399.0,481.0
51.0,30.0,75.0,145.0,104.0,931.0,17.0,9.0,42.0,26.0,39.0,13.0,11.0,17.0,50.0,7.0,6.0,31.0,177.0,125.0,675.0,247.0,175.0,1627.0,10.0,4.0,99.0,53.0,52.0,0.0
12.0,5.0,0.0,13.0,1.0,75.0,368.0,354.0,616.0,262.0,224.0,911.0,145.0,104.0,931.0,764.0,728.0,810.0,297.0,256.0,647.0,247.0,175.0,1627.0,545.0,500.0,659.0,204.0,207.0,775.0
8.0,4.0,75.0,129.0,111.0,40.0,247.0,175.0,1627.0,355.0,303.0,1015.0,209.0,161.0,865.0,164.0,123.0,881.0,308.0,261.0,934.0,8.0,5.0,11.0,263.0,224.0,929.0,218.0,159.0,889.0
308.0,261.0,1011.0,533.0,510.0,351.0,27.0,22.0,22.0,247.0,175.0,1627.0,40.0,32.0,7.0,79.0,50.0,16.0,308.0,261.0,934.0,231.0,185.0,1083.0,35.0,18.0,54.0,145.0,104.0,931.0
227.0,191.0,937.0,365.0,311.0,978.0,247.0,175.0,1627.0,316.0,288.0,713.0,19.0,8.0,100.0,8.0,4.0,75.0,123.0,110.0,723.0,231.0,185.0,1083.0,107.0,71.0,809.0,327.0,312.0,763.0
61.0,53.0,19.0,123.0,110.0,723.0,247.0,175.0,1627.0,107.0,71.0,809.0,360.0,332.0,644.0,308.0,261.0,1011.0,221.0,164.0,1313.0,180.0,126.0,1074.0,23.0,23.0,96.0,327.0,312.0,763.0
218.0,159.0,889.0,123.0,103.0,1055.0,8.0,8.0,91.0,12.0,9.0,100.0,412.0,397.0,488.0,172.0,134.0,773.0,145.0,104.0,931.0,239.0,209.0,789.0,247.0,175.0,1627.0,585.0,543.0,1100.0
24.0,34.0,9.0,614.0,585.0,659.0,301.0,282.0,496.0,247.0,175.0,1627.0,248.0,192.0,1257.0,477.0,430.0,739.0,218.0,159.0,889.0,233.0,187.0,996.0,735.0,747.0,1.0,211.0,188.0,1238.0
219.0,178.0,943.0,507.0,465.0,1010.0,145.0,102.0,75.0,4.0,5.0,65.0,211.0,188.0,1238.0,676.0,633.0,972.0,103.0,86.0,746.0,247.0,175.0,1627.0,100.0,69.0,643.0,74.0,62.0,30.0
