SERVER,BTOP_CHAMP_ID,BJGL_CHAMP_ID,BMID_CHAMP_ID,BBOT_CHAMP_ID,BSUP_CHAMP_ID,BBAN1,BBAN2,BBAN3,BBAN4,BBAN5,RTOP_CHAMP_ID,RJGL_CHAMP_ID,RMID_CHAMP_ID,RBOT_CHAMP_ID,RSUP_CHAMP_ID,RBAN1,RBAN2,RBAN3,RBAN4,RBAN5,WINNER
KOREA,8,246,134,15,80,119,62,39,421,350,92,163,112,157,117,517,58,7,429,221,RED
KOREA,27,78,163,235,39,107,7,157,888,887,113,120,134,15,111,-1,895,107,68,119,RED
KOREA,122,234,163,236,267,41,-1,-1,157,221,79,121,103,523,111,55,888,68,221,895,RED
KOREA,113,76,234,119,497,517,221,41,268,236,432,30,777,15,150,200,111,78,429,895,RED
KOREA,64,62,7,15,350,-1,8,78,68,555,150,254,268,221,32,68,267,429,895,55,BLUE
KOREA,887,80,517,360,53,238,-1,15,-1,429,266,62,268,157,235,429,78,114,55,895,BLUE
KOREA,887,104,7,29,78,711,-1,119,267,55,92,64,163,360,555,-1,-1,58,15,-1,BLUE
KOREA,19,141,84,81,888,429,-1,266,163,55,58,131,157,15,875,429,68,7,-1,268,RED
KOREA,79,62,777,429,53,-1,163,254,7,119,114,234,517,110,888,55,350,163,15,268,BLUE
KOREA,58,64,7,523,888,39,119,429,163,55,84,131,777,236,267,15,221,-1,-1,429,BLUE
KOREA,154,141,7,67,497,429,119,777,221,55,113,203,268,15,888,-1,163,887,26,-1,RED
KOREA,41,163,777,221,350,7,68,429,246,55,268,64,84,202,80,78,119,53,-1,55,RED
KOREA,84,203,523,7,64,11,-1,76,-1,235,84,234,245,81,117,11,35,777,238,131,RED
KOREA,268,62,163,81,246,888,133,74,114,22,516,80,7,523,350,55,429,133,166,221,RED
KOREA,268,254,13,236,267,91,163,-1,887,429,25,157,517,15,350,429,120,119,-1,58,RED
KOREA,887,104,84,221,497,105,68,-1,119,55,78,234,268,15,350,41,111,267,120,429,RED
KOREA,58,59,84,523,53,68,-1,163,429,-1,517,64,13,15,350,24,429,246,887,78,RED
KOREA,887,80,517,360,526,166,429,78,107,221,85,5,268,81,350,24,119,246,-1,15,RED
KOREA,887,421,268,429,888,777,-1,350,517,76,8,234,163,15,89,119,-1,39,-1,-1,RED
KOREA,876,200,517,81,235,429,91,555,777,350,887,64,142,15,111,234,119,429,895,105,RED
KOREA,64,59,163,222,111,888,7,895,429,-1,58,80,711,15,12,-1,895,119,89,887,BLUE
KOREA,266,62,3,221,350,429,33,-1,200,234,80,10,13,15,43,246,24,163,887,119,RED
KOREA,24,163,39,235,223,68,120,7,221,429,164,30,234,523,888,895,-1,268,-1,-1,RED
KOREA,887,76,92,119,111,888,7,268,163,-1,516,131,39,202,12,7,429,41,895,-1,BLUE
KOREA,92,254,163,221,497,888,15,58,895,429,85,62,7,119,53,55,-1,895,-1,22,RED
KOREA,887,163,246,110,22,-1,119,7,-1,429,85,62,103,15,888,895,-1,-1,429,-1,BLUE
KOREA,777,120,246,30,12,91,350,103,119,429,517,234,163,15,117,203,157,350,221,24,RED
KOREA,102,48,13,350,221,119,163,114,888,777,41,62,112,15,111,895,236,7,68,429,RED
KOREA,69,234,517,429,22,163,7,84,127,235,166,131,238,119,888,127,895,78,555,24,RED
KOREA,114,64,163,15,888,39,555,268,91,895,10,234,42,498,497,221,35,-1,150,268,RED
KOREA,113,53,777,222,246,429,78,7,895,111,114,163,234,236,267,517,-1,268,221,58,RED
KOREA,58,245,555,15,111,-1,163,150,41,7,14,64,13,119,89,235,-1,163,888,895,BLUE
KOREA,113,200,517,64,235,119,895,-1,888,429,777,78,13,221,350,429,41,55,895,119,RED
KOREA,150,163,777,22,432,-1,-1,517,887,267,164,80,711,15,43,-1,58,78,221,429,RED
KOREA,58,76,234,15,43,119,-1,268,887,163,113,254,517,236,267,-1,429,-1,221,119,RED
KOREA,58,254,103,119,53,134,-1,429,15,887,102,59,163,523,223,78,555,-1,-1,429,RED
KOREA,164,64,7,498,497,119,-1,429,555,238,58,60,711,110,80,163,555,887,78,15,RED
KOREA,58,60,711,236,267,887,78,429,555,163,164,64,7,15,497,163,119,238,114,429,BLUE
KOREA,150,64,7,221,555,-1,78,119,887,-1,58,254,268,15,111,-1,-1,68,119,429,RED
KOREA,58,64,517,117,221,887,78,119,163,236,113,131,555,15,111,-1,7,350,429,24,RED
KOREA,268,62,157,115,555,429,58,15,119,76,113,131,777,360,875,887,350,2,238,20,BLUE
KOREA,150,107,517,895,12,429,62,-1,163,78,58,91,268,15,79,163,68,119,429,887,RED
KOREA,154,64,157,429,111,350,15,7,163,114,58,254,268,236,267,163,777,119,887,246,RED
KOREA,91,58,103,145,98,117,131,887,81,122,420,234,517,110,101,25,-1,11,895,360,BLUE
KOREA,58,254,163,145,12,887,91,429,119,35,79,120,39,15,350,24,268,517,7,236,BLUE
KOREA,85,78,517,236,267,-1,103,429,68,221,24,131,58,157,875,-1,777,-1,350,555,BLUE
KOREA,24,64,517,221,111,30,-1,-1,-1,203,887,5,163,429,875,107,55,91,350,119,RED
KOREA,92,102,236,267,517,7,429,58,76,119,113,62,84,110,117,78,15,-1,429,238,RED
KOREA,114,78,142,110,223,163,58,119,41,429,150,421,517,202,497,55,15,350,-1,24,RED
KOREA,266,76,157,119,111,68,7,-1,429,221,268,64,711,15,12,246,114,-1,107,429,BLUE
KOREA,58,163,39,110,888,-1,221,24,119,429,114,5,268,523,111,166,236,76,429,119,BLUE
KOREA,8,80,711,119,555,91,888,76,68,429,24,163,246,110,53,78,76,15,-1,157,BLUE
KOREA,24,131,157,81,43,7,-1,517,429,-1,887,203,58,119,223,421,68,236,350,76,BLUE
KOREA,44,203,711,523,111,78,24,-1,517,429,777,64,13,221,350,107,78,-1,-1,555,BLUE
KOREA,68,78,517,523,888,157,119,234,163,887,3,203,13,236,22,429,24,268,111,555,BLUE
KOREA,150,80,7,236,350,-1,107,429,246,119,517,234,711,51,267,107,78,246,555,119,RED
KOREA,114,60,91,523,53,78,79,429,517,163,10,80,92,432,115,267,15,163,24,429,RED
KOREA,266,80,711,429,555,91,-1,517,246,268,113,78,163,221,350,119,887,150,246,15,BLUE
KOREA,150,163,3,15,497,429,203,24,119,76,39,777,78,221,350,60,429,246,166,-1,BLUE
KOREA,166,76,58,429,32,119,24,15,268,421,41,246,517,221,888,30,-1,119,163,7,RED
KOREA,117,234,84,81,223,238,888,91,41,429,68,59,245,15,350,78,163,119,887,22,RED
KOREA,114,78,163,81,68,497,238,267,85,119,266,64,268,15,888,7,429,119,350,246,BLUE
KOREA,150,62,268,523,888,350,39,-1,163,-1,114,76,157,429,22,119,15,163,7,85,RED
KOREA,84,234,517,15,888,119,887,163,68,238,164,107,711,236,267,78,62,429,119,163,RED
KOREA,516,104,268,145,555,887,-1,166,64,429,114,107,163,360,59,24,517,429,119,221,BLUE
KOREA,266,62,268,15,888,78,119,234,429,163,113,91,517,523,22,711,429,78,887,86,BLUE
KOREA,114,64,13,15,888,119,-1,-1,142,429,887,62,517,236,267,238,163,78,119,429,RED
KOREA,58,76,517,523,111,887,429,120,238,350,266,234,163,15,12,-1,119,20,33,-1,BLUE
KOREA,8,268,78,119,22,429,150,48,234,236,13,60,39,523,888,163,429,7,236,-1,RED
KOREA,23,234,142,221,53,119,78,429,68,-1,887,203,268,15,555,114,246,76,429,119,RED
KOREA,887,80,163,236,267,895,429,-1,119,-1,24,62,103,221,350,119,-1,-1,895,-1,RED
KOREA,268,80,777,236,267,163,78,555,30,429,113,48,13,15,350,246,429,-1,888,-1,RED
KOREA,517,876,91,15,555,119,221,895,429,7,887,120,523,67,497,76,119,24,236,163,RED
KOREA,8,421,163,523,235,15,350,555,-1,103,887,62,7,222,223,555,24,78,119,200,RED
KOREA,516,254,711,110,111,887,112,429,-1,24,517,163,78,119,555,429,76,15,268,68,RED
KOREA,64,76,517,29,497,163,78,236,15,24,150,200,429,84,888,421,166,221,246,111,BLUE
KOREA,39,104,36,429,888,119,114,15,895,68,887,64,3,81,22,24,78,163,254,15,RED
KOREA,58,163,238,523,111,105,24,101,234,119,266,200,69,236,497,15,76,119,777,429,BLUE
KOREA,84,120,105,221,497,78,163,-1,236,7,887,113,777,15,432,711,23,350,119,429,RED
KOREA,58,30,163,429,111,78,-1,24,350,76,223,64,68,119,555,120,107,150,887,76,BLUE
KOREA,58,64,163,429,555,-1,119,78,24,30,68,5,39,360,111,350,887,35,78,91,BLUE
KOREA,887,234,68,15,555,246,429,119,24,268,150,64,117,18,43,78,112,5,-1,20,BLUE
KOREA,887,80,13,523,111,91,238,119,555,24,133,163,58,429,888,78,350,54,7,22,BLUE
KOREA,23,64,268,221,350,429,30,91,555,200,887,234,517,523,432,24,-1,-1,163,78,BLUE
KOREA,887,131,157,221,350,163,429,33,76,120,79,9,777,236,267,104,166,555,429,120,RED
KOREA,887,234,246,15,43,24,555,421,141,7,114,203,163,429,888,120,166,-1,78,119,RED
KOREA,887,421,711,15,43,24,350,111,76,238,150,64,268,145,555,429,163,84,888,895,BLUE
KOREA,79,48,163,15,350,555,-1,41,24,30,887,78,268,221,22,895,24,-1,429,55,BLUE
KOREA,887,72,777,15,555,119,517,24,76,58,85,48,84,29,22,-1,350,163,7,429,BLUE
KOREA,150,163,268,15,111,24,119,350,-1,-1,517,62,39,221,12,-1,246,267,80,429,BLUE
KOREA,266,64,134,15,117,421,895,-1,114,119,150,163,91,221,111,-1,429,268,119,24,BLUE
