SERVER,BTOP_CHAMP_ID,BJGL_CHAMP_ID,BMID_CHAMP_ID,BBOT_CHAMP_ID,BSUP_CHAMP_ID,BBAN1,BBAN2,BBAN3,BBAN4,BBAN5,RTOP_CHAMP_ID,RJGL_CHAMP_ID,RMID_CHAMP_ID,RBOT_CHAMP_ID,RSUP_CHAMP_ID,RBAN1,RBAN2,RBAN3,RBAN4,RBAN5,FIRST_BLOOD,BCHAMP_KILLS,RCHAMP_KILLS,FIRST_DRAG,BDRAG_KILLS,RDRAG_KILLS,FIRST_HERALD,BHERALD_KILLS,RHERALD_KILLS,FIRST_TOWER,BTOWER_KILLS,RTOWER_KILLS,FIRST_BARON,BBARON_KILLS,RBARON_KILLS,FIRST_INHIB,BINHIB_KILLS,RINHIB_KILLS,WINNER
NORTH_AMERICA,27,113,39,15,555,266,200,131,114,119,875,62,163,360,32,107,30,246,114,134,0,14,24,1,0,2,1,0,1,1,0,4,2,0,0,2,0,0,1
NORTH_AMERICA,240,48,2,30,555,888,103,119,114,203,266,131,517,15,43,200,114,38,203,429,1,11,22,1,0,1,0,1,0,1,0,4,2,0,0,2,0,0,1
NORTH_AMERICA,240,131,80,221,555,203,53,246,119,114,150,234,112,895,5,62,107,517,-1,200,0,32,8,0,2,0,0,2,0,0,8,0,2,0,0,0,1,0,0
NORTH_AMERICA,23,245,236,119,526,429,421,147,246,200,114,48,38,221,235,29,104,157,41,163,0,41,16,0,4,0,1,1,1,0,11,2,0,1,0,0,4,0,0
NORTH_AMERICA,234,517,54,81,40,28,-1,268,9,29,516,876,238,221,350,29,7,266,163,26,1,9,28,1,0,2,1,0,2,1,2,4,1,0,1,2,0,0,1
NORTH_AMERICA,19,64,517,236,267,84,203,112,39,29,82,5,41,21,117,200,360,122,10,888,1,26,38,0,3,2,1,0,1,1,4,7,1,0,1,1,0,1,1
NORTH_AMERICA,133,104,25,221,117,9,15,84,39,29,114,120,157,147,53,29,113,200,163,350,1,7,22,1,0,3,1,0,1,1,0,3,2,0,0,2,0,0,1
NORTH_AMERICA,59,62,127,202,111,350,55,777,15,30,48,163,517,221,22,107,29,35,200,114,1,24,22,1,0,3,1,1,1,1,2,10,0,1,0,1,0,2,1
NORTH_AMERICA,78,35,711,81,235,29,104,350,147,122,246,76,7,119,518,15,62,147,266,107,0,40,42,1,2,2,0,1,1,0,4,9,1,0,1,1,1,1,1
NORTH_AMERICA,266,200,38,221,22,39,29,157,238,23,58,131,119,82,40,114,53,777,15,147,1,25,16,1,1,2,1,0,1,1,3,4,2,0,0,2,0,0,0
NORTH_AMERICA,157,33,84,235,223,67,107,92,119,221,17,28,166,145,111,246,35,203,119,141,1,17,32,0,1,2,1,1,1,1,3,7,1,0,1,1,0,1,1
NORTH_AMERICA,98,64,84,89,221,234,80,67,119,38,516,141,45,81,555,55,360,15,122,11,1,27,42,1,1,4,1,0,1,0,4,7,1,0,1,1,0,1,1
NORTH_AMERICA,74,81,142,104,78,41,131,-1,62,107,117,127,141,221,23,77,235,119,122,203,1,18,29,0,3,2,1,0,1,1,2,10,1,0,1,1,0,2,1
NORTH_AMERICA,23,28,360,222,235,54,202,141,117,203,114,9,91,81,22,18,107,147,54,517,1,49,42,0,3,2,0,1,0,0,5,8,0,1,1,1,0,1,1
NORTH_AMERICA,887,246,8,15,103,17,119,350,117,7,67,131,234,221,235,147,64,54,203,555,0,15,39,1,0,3,0,1,1,1,2,10,1,0,1,1,0,2,1
NORTH_AMERICA,876,59,54,145,21,11,89,114,777,350,84,203,4,18,154,41,202,163,143,35,1,29,46,1,0,4,1,0,2,1,3,10,0,1,0,1,0,3,1
NORTH_AMERICA,114,234,23,147,101,268,54,24,119,350,777,876,246,81,43,555,24,119,163,9,1,29,25,1,0,3,0,2,0,0,10,2,0,1,0,0,2,0,0
NORTH_AMERICA,2,76,163,236,267,62,203,7,111,28,122,107,84,81,235,141,555,119,37,24,0,22,4,0,2,0,1,0,1,0,2,1,2,0,0,2,0,0,0
NORTH_AMERICA,122,104,55,360,555,114,105,120,111,200,240,131,517,202,235,15,238,119,114,203,0,20,36,0,1,3,1,1,1,1,3,9,1,0,1,1,0,2,1
NORTH_AMERICA,114,35,134,110,235,119,104,41,163,246,268,80,3,157,22,38,429,147,20,555,0,32,17,0,2,0,0,2,0,0,9,2,0,1,0,0,1,0,0
NORTH_AMERICA,85,120,777,119,117,157,203,-1,350,-1,92,5,517,223,235,107,78,246,30,895,0,23,7,1,1,1,2,0,0,0,1,0,2,0,0,2,0,0,0
NORTH_AMERICA,166,30,50,202,235,246,240,141,221,517,58,120,18,777,350,28,147,53,114,62,0,35,13,1,1,1,0,2,0,0,5,1,2,0,0,2,0,0,0
NORTH_AMERICA,103,104,147,81,32,91,50,157,55,38,114,254,8,99,43,517,350,28,429,-1,0,28,38,1,1,3,0,1,1,0,2,11,0,2,0,1,0,4,1
NORTH_AMERICA,67,517,157,30,21,104,555,54,114,141,126,234,103,221,40,38,50,555,-1,-1,0,27,38,1,0,2,1,1,1,1,3,10,1,0,1,1,0,2,1
NORTH_AMERICA,92,120,131,81,43,777,203,122,141,38,41,72,142,21,350,23,111,157,30,80,0,48,38,1,3,2,0,1,0,0,10,2,0,1,0,0,2,0,0
NORTH_AMERICA,92,131,157,21,111,114,246,119,141,81,78,79,39,236,267,104,429,141,163,114,1,17,33,1,0,3,0,1,1,1,3,8,1,0,1,1,0,1,1
