SERVER,BTOP_CHAMP_ID,BJGL_CHAMP_ID,BMID_CHAMP_ID,BBOT_CHAMP_ID,BSUP_CHAMP_ID,BBAN1,BBAN2,BBAN3,BBAN4,BBAN5,RTOP_CHAMP_ID,RJGL_CHAMP_ID,RMID_CHAMP_ID,RBOT_CHAMP_ID,RSUP_CHAMP_ID,RBAN1,RBAN2,RBAN3,RBAN4,RBAN5,FIRST_BLOOD,BCHAMP_KILLS,RCHAMP_KILLS,FIRST_DRAG,BDRAG_KILLS,RDRAG_KILLS,FIRST_HERALD,BHERALD_KILLS,RHERALD_KILLS,FIRST_TOWER,BTOWER_KILLS,RTOWER_KILLS,FIRST_BARON,BBARON_KILLS,RBARON_KILLS,FIRST_INHIB,BINHIB_KILLS,RINHIB_KILLS,WINNER
KOREA,777,60,7,110,517,-1,-1,236,163,107,266,131,58,523,89,119,107,39,91,895,0,39,18,0,2,0,0,2,0,0,9,2,0,1,0,0,1,0,0
KOREA,887,64,166,15,111,78,267,429,-1,7,517,104,36,221,497,119,114,-1,68,895,0,33,10,0,2,0,0,2,0,0,10,2,0,1,0,0,2,0,0
KOREA,24,64,268,119,555,246,-1,-1,15,163,36,62,7,81,43,-1,350,-1,-1,102,0,19,11,1,1,1,0,2,0,0,8,2,0,1,0,0,1,0,0
KOREA,24,131,39,51,99,103,7,163,-1,429,78,91,517,236,267,119,429,41,246,64,1,8,31,1,0,2,1,0,2,1,1,5,2,0,0,2,0,0,1
KOREA,887,48,517,15,350,777,163,246,30,429,113,234,3,29,497,121,163,429,246,117,1,13,27,0,1,2,1,0,2,1,1,9,1,0,1,1,0,1,1
KOREA,85,888,777,76,429,246,119,-1,163,254,24,62,711,31,497,236,114,81,78,15,0,26,18,0,3,0,0,2,0,0,9,1,0,1,0,0,1,0,0
KOREA,19,78,163,202,432,238,41,76,429,55,68,234,517,110,888,119,887,246,80,55,0,13,4,0,1,0,0,1,0,0,2,1,2,0,0,2,0,0,0
KOREA,887,234,44,429,105,119,350,22,76,7,24,80,84,523,26,76,163,15,-1,246,0,19,33,1,0,2,0,1,1,1,2,8,1,0,1,1,0,1,1
KOREA,78,64,268,221,350,-1,895,68,-1,236,150,3,110,91,22,41,246,429,163,15,1,28,18,0,2,1,0,2,0,0,6,1,0,1,0,0,1,0,0
KOREA,133,2,3,15,12,163,54,107,8,91,131,150,517,157,79,429,78,163,238,895,0,17,6,0,2,0,0,1,0,0,2,0,2,0,0,2,0,0,0
KOREA,54,78,268,429,32,-1,887,119,246,517,41,107,105,110,888,517,68,119,350,7,0,31,40,1,2,2,0,1,0,1,2,11,1,0,1,1,0,3,1
KOREA,58,78,268,523,89,157,119,429,350,895,2,234,163,222,111,120,-1,119,429,895,0,36,23,1,3,3,0,1,1,0,8,3,1,1,1,0,2,0,0
KOREA,268,163,238,15,43,429,39,58,119,78,887,64,84,236,267,119,107,555,246,76,1,30,45,1,1,3,0,2,0,0,5,7,1,0,2,1,0,1,1
KOREA,887,107,84,15,711,68,-1,517,119,238,268,80,163,429,412,119,267,78,-1,421,1,16,33,1,0,2,1,1,1,1,3,6,1,0,1,2,0,0,1
KOREA,887,421,517,15,497,429,36,76,246,119,84,25,7,51,107,76,555,114,163,119,1,32,28,1,1,1,1,0,2,0,10,2,1,0,1,0,2,0,0
KOREA,58,48,268,360,888,-1,163,7,-1,517,516,64,103,523,497,119,-1,91,246,120,0,32,32,0,3,4,0,1,1,1,10,8,1,0,2,1,2,3,0
KOREA,150,80,268,360,555,-1,163,119,888,246,58,234,517,221,350,119,429,-1,-1,91,0,17,19,1,2,1,0,2,0,1,3,2,2,0,0,2,0,0,1
KOREA,887,78,105,15,117,7,429,236,234,-1,24,80,268,221,350,246,360,119,429,91,0,30,9,0,3,0,0,1,1,0,8,3,0,2,0,0,3,0,0
KOREA,41,120,268,221,350,-1,517,429,-1,119,84,254,163,15,555,236,91,523,68,58,0,42,28,0,3,1,1,0,2,1,10,3,1,1,1,0,2,0,0
KOREA,268,72,777,81,350,-1,221,267,62,163,555,120,84,15,887,517,429,119,41,234,0,24,12,0,1,0,0,1,0,0,1,0,2,0,0,2,0,0,0
KOREA,79,59,105,221,555,68,119,350,120,7,150,48,81,497,103,888,76,-1,429,268,1,39,27,0,2,1,0,2,0,0,10,3,0,2,0,0,3,0,0
