BTOP_CHAMP_MAST,BJGL_CHAMP_MAST,BMID_CHAMP_MAST,BBOT_CHAMP_MAST,BSUP_CHAMP_MAST,RTOP_CHAMP_MAST,RJGL_CHAMP_MAST,RMID_CHAMP_MAST,RBOT_CHAMP_MAST,RSUP_CHAMP_MAST
82631.0,795976,154185,66062.0,30991.0,47150.0,140295,90244,157115,451641
33576.0,71232,909241,83370.0,242837.0,490067.0,46862,800301,57255,19411
53667.0,493491,21639,157524.0,339655.0,26694.0,73286,150412,149461,10545
3388533.0,37661,464003,64891.0,1705765.0,298555.0,105796,244524,76678,43727
3806.0,36385,350829,58108.0,43727.0,22910.0,30540,46318,696398,13789
296529.0,114175,301961,34716.0,216551.0,11082.0,28595,506438,186692,10264
33050.0,53405,42844,211054.0,43727.0,281845.0,290796,37823,91596,175627
259745.0,20534,41627,37823.0,216551.0,700860.0,40831,267722,2321411,175627
13982.0,19281,4864,48822.0,100550.0,82962.0,330770,368267,25162,216551
388785.0,74350,137368,369443.0,141811.0,14539.0,75329,5355,86587,132353
183069.0,92520,189344,25752.0,216551.0,50192.0,29686,44324,104044,7036
8334.0,90202,443704,238252.0,837868.0,591842.0,592650,742896,170853,43727
30980.0,795976,35724,295555.0,43727.0,591842.0,5160,924610,212481,409039
42802.0,95028,86932,12501.0,217468.0,3389828.0,712955,446827,55685,1013881
83211.0,80515,80890,45998.0,1997501.0,3093541.0,651701,13600,354614,4741
164504.0,58651,269545,77274.0,1705765.0,31770.0,89954,209120,59159,2018489
51768.0,89819,107684,126354.0,25474.0,79496.0,352,93787,78389,63035
1702.0,51337,79467,110360.0,1090726.0,1083047.0,74144,3377767,24695,132784
9846.0,335425,447388,416307.0,195934.0,85269.0,651701,10294,8699,118897
167441.0,215403,30404,21622.0,217468.0,212296.0,89954,179385,27089,79106
8594.0,66025,107055,55568.0,16941.0,28815.0,50627,47754,98616,64237
28272.0,7526,777262,98616.0,18289.0,332271.0,89954,121175,5618,5412
343882.0,46126,334096,27142.0,22166.0,27644.0,13580,16250,58749,99548
1688970.0,39715,68477,296382.0,18069.0,72251.0,1291591,163477,3638,228794
58414.0,795976,296621,261367.0,1743192.0,140811.0,47180,2048,219544,115413
156554.0,35430,521030,134683.0,8723.0,27644.0,544978,489293,18790,56802
1143524.0,42518,491913,296382.0,275804.0,27644.0,96053,221948,380111,589011
53191.0,4881,76502,47166.0,2166.0,13182.0,101292,125066,146565,17589
53191.0,581817,176668,50780.0,3601.0,2277647.0,111950,23452,24214,160536
70949.0,2401058,3019443,53971.0,1305464.0,97501.0,1018431,13119,30210,5196
63613.0,367233,179955,78778.0,298560.0,27644.0,18784,17569,404244,141647
27644.0,3477,16654,21965.0,9015.0,2433.0,10094,59949,14978,141647
150572.0,1643559,16367,8195.0,91012.0,146697.0,85292,195286,265114,20316
82694.0,227873,10378,176122.0,929672.0,71251.0,25079,274874,51513,5779
1183.0,32577,32500,76396.0,104761.0,2548.0,43904,27257,147727,107032
1205495.0,194958,39432,7177.0,190969.0,50012.0,673536,812867,49657,20831
14937.0,274309,17752,336061.0,54674.0,1208381.0,53535,712039,27257,77212
80674.0,51337,119689,6788.0,66027.0,11127.0,10984,175769,49833,214154
251332.0,503884,93535,6946.0,30437.0,131199.0,230017,113913,78389,38228
72235.0,7100,113913,53696.0,41632.0,66574.0,565438,121404,330800,12086
2039.0,147123,204065,167673.0,20532.0,38379.0,37668,39432,180526,41774
4950.0,1025,175769,20082.0,53421.0,2254402.0,23726,11154,15399,68055
51682.0,1023081,3019443,49891.0,63502.0,344346.0,1248890,27257,24819,1659383
1426490.0,16096,2064668,170456.0,47738.0,504709.0,365224,249259,182996,81125
2254402.0,20014,29795,93535.0,101584.0,563177.0,249524,39432,197443,124101
48204.0,1275,138272,86154.0,226487.0,451306.0,249524,39432,538259,1106759
17173.0,129247,67739,175769.0,19224.0,321154.0,249524,446827,47666,24892
60594.0,195253,2665,280870.0,101663.0,100511.0,257588,249259,31860,225815
40906.0,555150,175769,643134.0,159821.0,3481.0,80897,116317,600072,107578
169529.0,27066,315396,39432.0,34418.0,5623.0,7563,28392,26872,18586
462486.0,3045,50765,84359.0,121594.0,51944.0,21006,249259,180526,17856
66485.0,7371213,360282,146645.0,17856.0,242955.0,1648823,39432,520607,15121
90946.0,285607,20919,178778.0,467416.0,21223.0,341909,27257,12572,132025
74520.0,220830,81785,701105.0,2655.0,3620.0,37780,27257,49443,21831
88985.0,23871,7628,22851.0,1743192.0,444484.0,215747,823454,32696,1362633
1068986.0,18814,6460,53899.0,38228.0,16594.0,107561,342699,1750308,600851
80588.0,293799,13135,224919.0,231362.0,88985.0,13735,3771,696398,19230
2183.0,1035677,42675,348775.0,4361.0,35219.0,1254965,812158,57580,316117
88985.0,35430,1740,2320349.0,12979.0,290154.0,34101,262415,71910,148
5134.0,40246,10786,48250.0,97763.0,17607.0,16413,87338,10137,33398
181756.0,73157,10399,52304.0,1305464.0,106565.0,167022,42550,22743,166949
88985.0,20107,11875,26760.0,58497.0,44414.0,93097,307194,193239,41763
130879.0,1248890,1596773,28971.0,1654255.0,77794.0,68533,55759,74292,23394
341600.0,73770,3654,237363.0,459155.0,19955.0,3717,94838,322,57512
306934.0,36428,57217,132477.0,124696.0,14089.0,137268,9175,41101,57512
16517.0,12563,1596773,33371.0,33689.0,524695.0,360202,73677,45678,38269
473728.0,14329,325737,93439.0,145852.0,77794.0,140295,15014,125124,316117
22938.0,57854,63780,20295.0,95148.0,77794.0,194007,15014,14283,1526
77794.0,1456928,158205,47666.0,81881.0,62681.0,216025,8994,110711,12293
88985.0,10880,102985,45904.0,101663.0,113808.0,40684,111880,4622,32613
115827.0,8953,96543,20375.0,101663.0,88985.0,19465,5703,32035,20953
79144.0,1864,206551,65172.0,18631.0,16517.0,5125,85399,179810,96007
46438.0,8538,408793,152131.0,945003.0,118737.0,196249,3021650,376477,1135650
78461.0,54878,64259,763913.0,36188.0,46438.0,29794,685506,27368,23568
47150.0,90202,187294,14238.0,862339.0,700860.0,38345,268391,74974,10735
699797.0,275487,54860,65732.0,451641.0,21041.0,143325,257553,187998,114457
75890.0,111950,122318,65172.0,134346.0,105529.0,111072,2895,112797,838615
7277.0,198674,3923237,775434.0,49867.0,91865.0,11094,108706,179685,178262
2075.0,37617,87830,63161.0,107552.0,230017.0,1036505,47974,90459,33265
76787.0,33092,101981,407051.0,862339.0,26320.0,34043,262415,208519,7587
108706.0,32144,45320,97966.0,30985.0,170641.0,34043,2563,55686,29079
924610.0,7260,72343,59814.0,10619.0,3923412.0,34043,318010,55568,180068
45172.0,624773,103871,41687.0,8427.0,55133.0,13449,90459,471587,4371
47150.0,33900,325686,16211.0,31371.0,10461.0,350596,207562,1328,142735
31881.0,1035677,149009,15337.0,92451.0,1060803.0,47835,1251526,58108,838615
94706.0,75329,183390,126358.0,4742.0,113612.0,143325,40021,3022730,155067
861270.0,141030,367259,50839.0,29858.0,897093.0,624773,194500,57662,228794
2198797.0,63863,29963,187025.0,159698.0,861270.0,26068,4500,42083,15173
102731.0,111981,269545,45767.0,1705765.0,32344.0,24381,19752,29139,20379
722433.0,1856,12012,91580.0,139224.0,1121797.0,24381,51299,782359,137429
42185.0,130360,8165,22732.0,101617.0,32873.0,223499,7838,8540,119084
699797.0,275487,30404,87641.0,1129.0,155459.0,52021,140295,24214,23869
1514.0,17540,87002,379150.0,95148.0,21115.0,44251,1352833,172971,9005
148729.0,30633,325686,41758.0,16342.0,71285.0,53615,183261,18790,650277
138554.0,4120,273916,15406.0,20685.0,1808311.0,1036505,113162,24214,50725
504570.0,7978,121090,51861.0,67458.0,22974.0,14134,16209,2221,14884
79284.0,285361,44241,47047.0,140731.0,6924.0,90202,44097,4181,265281
3792.0,27318,16774,24214.0,33005.0,94196.0,495088,46659,262510,320625
3894.0,886,150367,130473.0,245274.0,16718.0,23578,800301,12048,85175
1120660.0,83659,13401,59814.0,1705765.0,1688970.0,7869,88505,15441,14462
1947.0,25831,5201,2986.0,53837.0,215464.0,789825,54049,65803,110701
5201.0,3652,22568,11942.0,8482.0,109483.0,223613,3742,93325,12034
1983.0,55007,30140,5201.0,49265.0,1417790.0,2944,1388023,66328,87310
97194.0,147123,67207,418175.0,13789.0,861270.0,56856,112495,64650,85599
444484.0,228318,62657,1251526.0,451641.0,645544.0,743795,909241,30424,511919
71285.0,325289,110504,373172.0,192997.0,29716.0,26042,237543,70600,60613
54028.0,3676,388785,4181.0,37856.0,357726.0,169600,70212,418175,650277
5585.0,7371213,5037,113615.0,75542.0,32095.0,387275,128800,195749,8173
50101.0,4222,980107,418175.0,1705765.0,717075.0,74184,31221,152892,107032
3726.0,7869,243633,16380.0,86289.0,20169.0,113150,32646,147752,6696
77143.0,25079,76832,421534.0,30373.0,35040.0,113150,146955,418175,7768
1351456.0,14116,8421,3377767.0,34123.0,81676.0,51171,29428,418175,26338
26468.0,198769,393692,418175.0,39180.0,2794628.0,18255,401204,60063,55919
157904.0,45623,374274,418175.0,11682.0,544843.0,21000,102227,18106,85599
82631.0,273052,74089,651771.0,78018.0,12599.0,15993,57299,25003,238515
519774.0,78341,31110,60868.0,8041.0,147485.0,5106,41177,418175,7179
519774.0,7640,236271,454297.0,37856.0,1808311.0,21525,79675,418175,25298
5682.0,43848,840279,161680.0,58980.0,167263.0,99059,2332,237178,331622
599163.0,90202,21903,50616.0,139847.0,115827.0,113150,29531,39762,486405
2363.0,233793,29304,1499589.0,249465.0,29716.0,198870,16196,56423,94880
784691.0,30433,209120,89690.0,9535.0,23775.0,350596,268391,58749,42069
562432.0,28666,407196,29139.0,200368.0,245614.0,222244,57505,58372,1709874
1128393.0,10306,3923237,58749.0,124925.0,19813.0,25534,133553,53949,144081
25481.0,168542,12742,12048.0,237752.0,68553.0,350596,94256,94493,12735
355685.0,1830,20542,12048.0,250898.0,1049188.0,1259869,92634,29977,2884
125183.0,66540,413496,12048.0,84726.0,720711.0,6071,52622,57580,28727
591842.0,52217,60174,407051.0,120682.0,44660.0,38254,401204,12048,154460
219074.0,119115,521516,12048.0,1184.0,4606034.0,195253,77155,55948,7873
7576.0,712955,25752,32545.0,24709.0,91655.0,153636,40021,65732,27973
3093065.0,1505,58749,10062.0,80318.0,5280.0,154122,511920,8699,36159
5765.0,851,163744,37140.0,311239.0,139983.0,8130,827361,138305,63512
18037.0,1856,9987,22214.0,300142.0,700860.0,39484,4606034,29830,228794
4606034.0,29277,218623,106587.0,929672.0,35676.0,1036505,87696,55125,14560
125862.0,119649,218623,30442.0,29565.0,170513.0,4741,38927,90147,8092
6924.0,122436,4174,46499.0,6572.0,345727.0,393895,179646,534160,104873
63793.0,406591,28515,1187.0,124925.0,169724.0,1292405,112528,126354,156805
298657.0,544680,19465,107538.0,4418.0,503049.0,37610,218623,43118,35548
