MATCH_ID,BSUM1_ID,BSUM1_CHAMP_ID,BSUM2_ID,BSUM2_CHAMP_ID,BSUM3_ID,BSUM3_CHAMP_ID,BSUM4_ID,BSUM4_CHAMP_ID,BSUM5_ID,BSUM5_CHAMP_ID,BBAN1,BBAN2,BBAN3,BBAN4,BBAN5,RSUM1_ID,RSUM1_CHAMP_ID,RSUM2_ID,RSUM2_CHAMP_ID,RSUM3_ID,RSUM3_CHAMP_ID,RSUM4_ID,RSUM4_CHAMP_ID,RSUM5_ID,RSUM5_CHAMP_ID,RBAN1,RBAN2,RBAN3,RBAN4,RBAN5,FIRST_BLOOD,BCHAMP_KILLS,RCHAMP_KILLS,FIRST_DRAG,BDRAG_KILLS,RDRAG_KILLS,FIRST_HERALD,BHERALD_KILLS,RHERALD_KILLS,FIRST_TOWER,BTOWER_KILLS,RTOWER_KILLS,FIRST_BARON,BBARON_KILLS,RBARON_KILLS,FIRST_INHIB,BINHIB_KILLS,RINHIB_KILLS,WINNER
KR_6057795847,aFwzyFYDcqUvZje-bKywj8NPVlMxGj-MfCahYynTXvYVysQ,887,3MuxuT4-p36DzF-LhQqm9bpf7ZzQETlRS81vYxchNTzs37dr_p3jStvH1w,64,NpUV4qb4qKwRvQuBhucKR-ov5riZTbzHRm1uu-tAU2PdEIOS8L76-85LBA,268,fDXTqkyFoNC_Hshb--SYPz1cNUf5UGsdr-vVLSwlETV9zbI,15,5J2LWNnIOV8G88UkIK5CjHkU7vLinZVTH4GG20ZQUBbCNMubR6zYfvgENw,497,246,68,120,119,-1,Vln2z90vj3MdDduEqqPGxnbwcXhQPsu72iDo53kDlpxU0Vw,777,EV23s0Fe5ptC8cyk1148besP5YnAtguSS9golPxZRwvwEyo,245,oWUMM2Z7BgSeWxE3yu1CkypJ0iVJCDiFVHN0iwndQkyYaME,91,7EVFeC56UA5ABYer3Fg5YvFEhBMW62GXI48Vlr8i0r5Hee4s,523,eiVWnh_S_gV39JsP3rr6hXcHedLxaMcZGS90qQZwqsKBSsqpArOUptRR6A,888,429,-1,78,236,163,BLUE,50,49,BLUE,2,3,RED,1,1,BLUE,11,4,BLUE,2,1,BLUE,8,0,BLUE
KR_6057780631,TOvKujDuw_rTCUebjSXidH8OJf_IoReR-YNkEDRhF-xCoOA,14,BjYUi1tyVDyqhBTTTSWy-UEI7fJCPY-qT7hCRXjbbuzDZtw,254,KgSuGOGxEJikfizSiVtI5v9QcqtN2aPrEmWAyP3Rj9bkuB0,103,fDXTqkyFoNC_Hshb--SYPz1cNUf5UGsdr-vVLSwlETV9zbI,15,RieH86qyXff_4BtYnSh4r0Qzen-UqO-0cgyhzrVUEWDgmPQ,888,122,-1,-1,119,350,n1wfdOJvErRcMNxFJC1Fc4cmUnp6UJUvdFyUVbkqwMx7Q3E,58,kfSG0Rir9m8FtcaghNEwSzOImUosfP4ThiNKBv7RmhK9GVA,80,IxZP4Ael0N6XJxlgz9uSvGWXTTw_s8mjT5vbhzFWKq7gFdY,517,V6Fp9BQwofuRoeIin6Y5Nz5kJRp2vHGIvZUsi4AQkqDO1NR06X8pyiVEcA,429,AhuI1rIIZHqHCaXknwqVZ6920obHJAOqgVXs-_NWKH4JOTw,22,76,887,221,78,350,RED,25,49,RED,0,3,RED,0,1,RED,0,11,RED,0,2,RED,0,4,RED
KR_6057317312,eTRhu2QE3-KbaaO6q_McE2N4ApWbkxBc8YB4R5HxfQsngK4,166,5apL2jFu3piZFhNmhuB1MheKW82Rmw1IGmWfuv-AtwfB36Y,254,aWidBVCzTkjdeRk-Am68IhSgtOFms3Lg3zIV1OEcpF2fDnb8psa6paaifA,268,YNXXnDAyQxpbtZF7FU2m9tpPdpyyEmm1UD_OXgeWxmnZPuA,236,CgwmH1nNcLDcVgGcB32l21du88wvvFAoO9UO2GOYicjlDT5pMKc6cfklMA,267,777,429,62,15,895,GY1ggO5xpsX9bPkqiK2E02PChgn3MKEMzIapjW-cckLQqSE,98,neTBID6mtg2VghrIdOtPVxRrBRJ4elf07mPURSA9hfz9bPc,64,Gtb0oskEsPu9DigUwzZFLyKsVRCpVtdG5kPEPAZEZqC92n0,518,fDXTqkyFoNC_Hshb--SYPz1cNUf5UGsdr-vVLSwlETV9zbI,523,MPICK78LwwK3BBW0mkGbn11-IJQiLYkPimXH2c5xufj2ccE,117,78,887,-1,62,-1,BLUE,33,42,RED,1,1,RED,1,1,RED,1,10,BLUE,1,0,RED,0,2,RED
KR_6057322721,eTRhu2QE3-KbaaO6q_McE2N4ApWbkxBc8YB4R5HxfQsngK4,84,RAPDl20VCvkBv-Syxbgwk3A9OzU8cLkm1KvBmfQsATkOLJEP8RTODYpN1w,254,aWidBVCzTkjdeRk-Am68IhSgtOFms3Lg3zIV1OEcpF2fDnb8psa6paaifA,163,OkaY8N2HHHliHUQm_ImCmPF4Cnyyv_QQ0WQj4m8OFWZOzJsWC0dpwmj-wA,236,MjUwDsN3McJ6bJ59J4nQretdnkAGJYIP8hwpzHTPEpYgSGY,267,429,15,777,895,-1,TOvKujDuw_rTCUebjSXidH8OJf_IoReR-YNkEDRhF-xCoOA,887,CjeyKYmUoLw12q0YUFoG6RyU1MRHIch1ksp-p2tIW9m6RhI,80,yyZfHNJ9RW-5Hi0sXr44OsoRcn8iuKy7rtw-SNCSj9LJTTI,78,fDXTqkyFoNC_Hshb--SYPz1cNUf5UGsdr-vVLSwlETV9zbI,221,MPICK78LwwK3BBW0mkGbn11-IJQiLYkPimXH2c5xufj2ccE,117,-1,30,429,-1,268,BLUE,45,34,BLUE,3,1,BLUE,2,0,BLUE,7,8,RED,0,1,BLUE,1,1,RED
KR_6057189443,_pPqSmQiK6GY2HjI2V-1P9zFtW8pW6LqZrC2AFBv1Dnohg,92,C05TI17q8p08-jFaTkzgpwrWz_UtSGlqaXeTOMESxTLwfZOgEA9diWBjkg,60,qYv7jpEcx9JYAzgh_jXPpMOLMrCmCsfSIYnNAmyQIT4ia8VIVihcC1ROXQ,517,fDXTqkyFoNC_Hshb--SYPz1cNUf5UGsdr-vVLSwlETV9zbI,81,sg2oziToTEBTryGKxPqtKOKl3Zn6r9ejqkmL63EwBTOcZA,432,58,267,-1,104,115,TOvKujDuw_rTCUebjSXidH8OJf_IoReR-YNkEDRhF-xCoOA,887,MMXkzt1vr0p3dCTUKb2OC2f0PZsVREqXSMGJYc3EX0cRv-WGXPJ9otMY5g,80,LpFPaZUpaZchjqh8P0OTJmt_J6897h5fZU9Qqlb-nPC4SsY,221,jsLn-j7pX-VajGXxY03dzRyRU4puN1UGSUijnl2DUDWgSOU,268,Gm9gI0PDk5q4ZJcuEtlLukxHd9CkNRJ_bKMoI6HdQ7zkGU8,111,15,119,246,429,163,BLUE,21,7,NONE,0,0,BLUE,1,0,BLUE,3,0,NONE,0,0,NONE,0,0,BLUE
KR_6057166688,_pPqSmQiK6GY2HjI2V-1P9zFtW8pW6LqZrC2AFBv1Dnohg,266,MMXkzt1vr0p3dCTUKb2OC2f0PZsVREqXSMGJYc3EX0cRv-WGXPJ9otMY5g,48,jsLn-j7pX-VajGXxY03dzRyRU4puN1UGSUijnl2DUDWgSOU,103,T9cTTfK038tIME3U2xPWTaO4Vl20PhEfKnp9JQSobN8OCrk,15,yZGxyMLXdIzQw_2juPe6nL6DgqPIelwNIIlfwHP60riICBBhprWm1oEZ-g,350,429,39,119,246,163,TOvKujDuw_rTCUebjSXidH8OJf_IoReR-YNkEDRhF-xCoOA,23,AB8EyVl7cK1rGMrY9cTuADCGmt0JrHeSXs7AvoD88DUETd8,64,6_udfsF70uSwDJacK5C05di34Hu55e4ausN5FbdO6ctoVDWY6wrYwVn88A,268,fDXTqkyFoNC_Hshb--SYPz1cNUf5UGsdr-vVLSwlETV9zbI,523,yP_Rjqugid5PCisbPwyL0LpzUQxO1J03REJMbr1yXI10nAA,111,555,91,78,-1,429,RED,9,19,RED,0,2,RED,0,1,RED,0,5,NONE,0,0,NONE,0,0,RED
KR_6057102845,Dcg75hRpS2tt1-YNAN5HsycZg50raoZ_85rJNoqFEp38RBti,133,FiSaq71AeZHpy2e23i6DGuu9SZfu_rq0eT4LOZXmtE0Lyj-pkg_kSg2x9Q,234,SErLbSNsX7QeZBflAY9F0dhhbjbYd386YmukoZnYNu_T0haGjvEJdsyfMg,163,fDXTqkyFoNC_Hshb--SYPz1cNUf5UGsdr-vVLSwlETV9zbI,221,ZalN8QQLm1syhUyJXria3vVYhnJ-skJRmxrLDVImzbybNgqUk_xFMr6TEg,555,105,54,107,119,15,m0shJg17q9Pa0SdiQDE3ZycbijHwTVxkE7oEjeGwYkITJi0,58,EHmJKd-q-4lw29bOq7PrMXkk73zwZVo-idBpXcIjMTa6pw,33,-bnUHDsoizvZkRvoDrtmA3WiAPz62qra0gPriMf0zqxhYytOjxk-VtIIyQ,268,5Fqo-Q902sF4j3DtsORPEPX8ylU8GWA2cd0jn_SxmtFydzY,236,zhIKvtHTZQHw6cBPWccZB-RyLrtvB6Me-zHJu3BXltIj0UYtYbGsmYLzvw,497,238,887,48,62,429,RED,11,27,NONE,0,0,RED,0,2,RED,0,9,RED,0,1,RED,0,1,RED
KR_6056796581,AruYo4vy5ISZ9GXimEa4DkKnxlX5-gFJyUYc1MIQ9ZDR4VJgLkRA5KoD2w,85,z9WNO0liaXo6EbrXfhlIbJnAShc-PkfX-_N5IghGqIScJ6k,120,4LA5fIM-46MHikzB4JE6iFFWEcD97XPGi5mUHSdRp4H4uOM,777,1GSDZ4cHUmGPVg-ikeSlbYzY_KNu8Goru8oLCGFhEtuGesg,15,GhchGpHKQJ_RS_UqLozjqVtCvsa7cfq3N2D6PIyj5ccOS_I62rN9qMTiHw,111,517,888,234,68,119,m0shJg17q9Pa0SdiQDE3ZycbijHwTVxkE7oEjeGwYkITJi0,113,fDXTqkyFoNC_Hshb--SYPz1cNUf5UGsdr-vVLSwlETV9zbI,64,Uo7ksTd3rLgumhAksDlB7YdL1gYmMZmZ_Q1Ox0K_XZdilHs,7,V6Fp9BQwofuRoeIin6Y5Nz5kJRp2vHGIvZUsi4AQkqDO1NR06X8pyiVEcA,429,zhIKvtHTZQHw6cBPWccZB-RyLrtvB6Me-zHJu3BXltIj0UYtYbGsmYLzvw,79,887,163,76,555,221,RED,25,49,RED,0,3,RED,0,1,RED,1,10,RED,0,1,RED,0,3,RED
KR_6056143617,Z6H60C84jlc2wryyz5DlTXtr-F0_yhbu2xHtGurKWG9KPxwGVethnvAhuw,39,QRTLgPgMLkKrc6uOKRfgkBQwskgiB-h9756Ej7Y7ucrOsxJ54j7Mg5NSKQ,78,B_zxwxloXBeRVdwKjg7vpKSsKQ50sRpWi7hmb3UoeVObAfYqtNaGWRHP_Q,68,I3QPWoqGmD0OE9XpE2OVIx7v8VMeEE7dB-qzXRzFJg7zd1eDmk5VwYFATA,119,sagYqipZBJ5neU3czDDJ0Nce6yygJU3jQCsH2s7N1O46F6s,888,107,-1,887,429,91,7QZS6UCxg_tX0tfJ9z4huQLia8uKKsSw-B9BaJCCTxDpHA,69,fDXTqkyFoNC_Hshb--SYPz1cNUf5UGsdr-vVLSwlETV9zbI,64,CPJtbx3KHIuiFa6jvuak0Hw-51rlQkGs0ogBPHADgTZ-wU8,516,5Fqo-Q902sF4j3DtsORPEPX8ylU8GWA2cd0jn_SxmtFydzY,81,eiVWnh_S_gV39JsP3rr6hXcHedLxaMcZGS90qQZwqsKBSsqpArOUptRR6A,43,887,62,-1,131,-1,BLUE,33,11,BLUE,2,0,RED,1,1,BLUE,6,1,NONE,0,0,BLUE,1,0,BLUE
KR_6056090157,5A4WJpFsCzkRoVDHzNAVO6bre5LRlLSlu5bDjX2oBOs9qKE,84,0ROuZdSaspf-m14lnuANpuYez7lKHHeFf6oIJanggCUIxTk,78,qYv7jpEcx9JYAzgh_jXPpMOLMrCmCsfSIYnNAmyQIT4ia8VIVihcC1ROXQ,268,agy7tVJmthI4QFrgcC_GjBbhdd0juuBeCIIRwH-sS0AM1ek,157,IuMUMEWvpOEv3qDmboJmga7puzSyeFIxC56PB5AvlA01eCI,44,236,76,-1,-1,895,CnXcMFqybVtf1w1NzUu_K3bVGAw_ltiHveQhF2VBZ-Jn7Qg,887,4V72isCfHiIvdPa3D9wJh4s-xf1zO971w3SsRm10cPfwJK7EUlSWr4T9Ww,64,81SMIJ5bGAtO3-atZ_pksI5dW5Bt4z_ZT-aqQd_77l5vJa2V9txiFhTctw,103,fDXTqkyFoNC_Hshb--SYPz1cNUf5UGsdr-vVLSwlETV9zbI,15,zhIKvtHTZQHw6cBPWccZB-RyLrtvB6Me-zHJu3BXltIj0UYtYbGsmYLzvw,350,119,-1,-1,-1,429,RED,18,37,BLUE,2,1,BLUE,1,0,BLUE,3,9,RED,0,1,RED,0,1,RED
KR_6054564877,LvDuDQTaQIqt_qzhRVkgrmys32d07_imnvrYhTlmiP-XJ8DqbDqH2LF-Jg,516,3MuxuT4-p36DzF-LhQqm9bpf7ZzQETlRS81vYxchNTzs37dr_p3jStvH1w,104,Cyxk6lXY8jmYUzkRVJSFBCLyslJ2CF15NhI1UKZOnkKBiYUDkNqts1EoCA,13,9ysu0YbkMgrpLS-E4GIqOquI7Xy5F8M4ZbNT5ZcR2Cbypmc,202,5J2LWNnIOV8G88UkIK5CjHkU7vLinZVTH4GG20ZQUBbCNMubR6zYfvgENw,12,221,246,429,107,163,ErLyVHGfmIeoe164a233lJdXYax2ehhItUi0OAEpMtq88U8,164,M4ZYSW4sb4dHXGhDbUAiWHV8UQkEApdAgWc--olb9Dk4WJi0GFK9w-Ckfg,76,aWidBVCzTkjdeRk-Am68IhSgtOFms3Lg3zIV1OEcpF2fDnb8psa6paaifA,777,fDXTqkyFoNC_Hshb--SYPz1cNUf5UGsdr-vVLSwlETV9zbI,15,NpUV4qb4qKwRvQuBhucKR-ov5riZTbzHRm1uu-tAU2PdEIOS8L76-85LBA,111,119,429,-1,163,7,BLUE,31,14,BLUE,3,0,BLUE,2,0,BLUE,9,4,BLUE,1,0,BLUE,1,0,BLUE
KR_6053707929,zb6IUfFC8nPYRZCCp5oknACnXPYGi4VO-GIJFYYtkVeYsSsJWrKkK-I9Bg,114,fDXTqkyFoNC_Hshb--SYPz1cNUf5UGsdr-vVLSwlETV9zbI,131,LjOGef89tdnV_olDfn698hEGtCRbgwbGAUIdpr781aH2nrw,777,bh_MRo8F5QZVjOTn8AXXx1m4vtc6B-n9pwm5FAPSLXX_pby9WS-2pyHTiQ,222,BRlNr0Hw0KHitPs7EI6aSQqnXvr-zF1nnRIh_lDHL-U9vOk,117,78,555,22,7,62,9KJa7jSjvbA8C4Cclp2t2q3h4LSBc_jnJTpR4EqpJ-P1pEVNBJj--9I1Xw,8,t6ZCeTaEOrU5cBljp4l2Jf0d4PcPv2CpjOWAMX98Opq3XL4a,64,F-B0Gp-7-7GrewaAjGPupz2cyIBngUcD7QvljphHqcbEhQc,3,iGw-7Fjj-6V_CylOXBncVp5Ky02YRQs3g7tVsoMTadVNikP8SjOG9HucSw,360,VAsD3_3pNpav7G8dei-uSNH7ScOhBcPrRDV0q8zGY82VDBI,111,350,163,-1,429,119,BLUE,21,19,BLUE,3,0,BLUE,2,0,RED,8,2,BLUE,1,0,BLUE,1,0,BLUE
KR_6053704529,q3wZkwddVzV3gqDEZuE7l65m8U0j40aFprEdroCXXRyFXi0,24,4ePrH6xHn5R9cBl8BKnrVxa095ZGiYa2GG3p2vQuWUoQFp8,421,4jV3fRIVGSuPRSZfhKrIwBa70vOdPid-Yvk8syTPObw4qWM,517,EZ-7Joq5tcubmZj4rJEfLL0IoUMzvUIXevVctL0Vb3VpkXJZLwf3wmuWHA,236,zbbSnLWZ3zwaCKmblPVZD2lTaLMDA08KUrhOsbUOt1Odn28,267,-1,119,163,268,429,9DuDfYjn7jrSvyewdMwHh2RlenJ3-tp77Wujjkdsz8sDias,887,58rNZ1VXjCRUbYTyCf5XtT1flGedIjDGeoBJULNh2UbTuAM,64,eRjeDGCqy7WO7P_xd1M5RuOmlPeFl_gJH03Kik_KdF84xTrz6YhTeAN1Yg,105,fDXTqkyFoNC_Hshb--SYPz1cNUf5UGsdr-vVLSwlETV9zbI,523,4k8yFgb1e-uPWqMPKbNCnPIlnj9CmYjJNAWDYwVYZAUyfxc,117,114,78,7,350,-1,BLUE,35,18,RED,0,2,BLUE,2,0,RED,9,2,RED,0,1,BLUE,1,0,BLUE
KR_6053721205,Mo4_dPSMiCTMw95cwRmMBYbXVY5jT0kCHcqYlNf_V7XkWtY,23,5apL2jFu3piZFhNmhuB1MheKW82Rmw1IGmWfuv-AtwfB36Y,80,qYv7jpEcx9JYAzgh_jXPpMOLMrCmCsfSIYnNAmyQIT4ia8VIVihcC1ROXQ,268,fDXTqkyFoNC_Hshb--SYPz1cNUf5UGsdr-vVLSwlETV9zbI,523,lcjVcmKjgpAc3GRLY701X_mDF9Cj-yJuc-8plhIhNfIo2qNp,22,-1,119,114,62,15,gIr2V1m2DtenJJWUFwvcTuz3NupSMvaLMp7UIFZ8vEM6ibQ,887,TbD_1zKUZ20GzJ5nTsj6M4jPl0crmhb-FCcnBJRPqjtH3mSxtwD9iPVUYw,5,C8JeB0UVt7XBWdBC1EsTOMUecwXQ7M2s3aT8BiB6GCyoE4E,517,GY1ggO5xpsX9bPkqiK2E02PChgn3MKEMzIapjW-cckLQqSE,429,MPICK78LwwK3BBW0mkGbn11-IJQiLYkPimXH2c5xufj2ccE,888,120,-1,-1,-1,350,BLUE,31,19,RED,1,1,BLUE,2,0,BLUE,6,2,BLUE,1,0,NONE,0,0,BLUE
KR_6053647004,B_zxwxloXBeRVdwKjg7vpKSsKQ50sRpWi7hmb3UoeVObAfYqtNaGWRHP_Q,68,tZGRtafz1Bxiv4n6TaJi_us5LqsLbcwC-vHkMJo49WDyd4E,62,OYcSrIWsY2lyPZ89W_6f50gTDT4EImPVVc3P65-6f8PZyhQ,234,DTFc-K7iaMnKUQn8GIhh9uBwsJRO2XlTeDuMaOVA9VC90j4,115,Gm9gI0PDk5q4ZJcuEtlLukxHd9CkNRJ_bKMoI6HdQ7zkGU8,111,887,268,15,236,350,_pPqSmQiK6GY2HjI2V-1P9zFtW8pW6LqZrC2AFBv1Dnohg,92,GV4FWa8rTwsYhKPOhkSHq26fOuHzoyUXEl8JZ1e7pXEwvv8,163,4LA5fIM-46MHikzB4JE6iFFWEcD97XPGi5mUHSdRp4H4uOM,39,fDXTqkyFoNC_Hshb--SYPz1cNUf5UGsdr-vVLSwlETV9zbI,81,TbD_1zKUZ20GzJ5nTsj6M4jPl0crmhb-FCcnBJRPqjtH3mSxtwD9iPVUYw,43,76,-1,119,777,58,RED,21,33,RED,1,1,RED,0,2,RED,1,6,RED,0,1,RED,0,1,RED
KR_6053621665,JOM4Cmz3ZYknz7_cIFL3k_DMcZSwfZ2lFoGuZuSPQkop7l8,24,5apL2jFu3piZFhNmhuB1MheKW82Rmw1IGmWfuv-AtwfB36Y,131,4LA5fIM-46MHikzB4JE6iFFWEcD97XPGi5mUHSdRp4H4uOM,777,GaKfOMy2UW36Kd1SCbUu2igBKC-m-xN9mtUeHBvS5Z-hsM57OJJFIJvPtw,29,yk8UBza0P-q4ROR-XV0YNM5QA4dX6dw8Kir5FhGeDm04q08,497,119,39,78,163,429,v01m1fX6eoVqd3xVtks0_Zf9uKrln_jMmlqC3HTP5rmuch1YuvH04TC7Ow,150,0ROuZdSaspf-m14lnuANpuYez7lKHHeFf6oIJanggCUIxTk,234,4jV3fRIVGSuPRSZfhKrIwBa70vOdPid-Yvk8syTPObw4qWM,517,fDXTqkyFoNC_Hshb--SYPz1cNUf5UGsdr-vVLSwlETV9zbI,81,N5hzgznewnbLmU9n4y9pcqWZXnKX1BYLTcpNrqM4Qd1UM8O44X4wrICwBA,350,421,268,76,221,119,RED,37,24,RED,2,2,BLUE,2,0,BLUE,10,3,BLUE,1,0,BLUE,2,0,BLUE
KR_6053527976,u99xSHm8ycD6f-ph8VKBClZ5qx3uQenVLqw_B8oqXB8Lebo,24,kfSG0Rir9m8FtcaghNEwSzOImUosfP4ThiNKBv7RmhK9GVA,80,jKmjG4-or-czGmM3fJk4XqwH7ejgIMbFFf-jZHNOt1qrnAU,163,fDXTqkyFoNC_Hshb--SYPz1cNUf5UGsdr-vVLSwlETV9zbI,429,TbD_1zKUZ20GzJ5nTsj6M4jPl0crmhb-FCcnBJRPqjtH3mSxtwD9iPVUYw,111,67,-1,517,777,-1,m0shJg17q9Pa0SdiQDE3ZycbijHwTVxkE7oEjeGwYkITJi0,79,GV4FWa8rTwsYhKPOhkSHq26fOuHzoyUXEl8JZ1e7pXEwvv8,234,0NcNkChIAYny5ml1-6BihFGi4m4jhbFW4CHE1a7uSKxzF8w,555,gRAACfC2nCztykyzPBsW6-P6Jm8pBukXmi5DofSfKmCh9xk,119,AhuI1rIIZHqHCaXknwqVZ6920obHJAOqgVXs-_NWKH4JOTw,22,107,7,246,887,517,RED,11,21,BLUE,1,0,BLUE,1,0,RED,1,2,NONE,0,0,NONE,0,0,RED
KR_6052021639,q4Gfhk0t39H5enJ3TKZCqzdPn20tEdiD78vtVje963tOek7KbIGy_WtoGA,119,qCiX6yT_uwnyRhB44OVhX9b26aPN9dPQu_-YuahUnzGE5i4,254,LThHb84Jl3pmtodBlTuIBnT-4F8J5V1R6zBKZklA366LOuM,268,GaKfOMy2UW36Kd1SCbUu2igBKC-m-xN9mtUeHBvS5Z-hsM57OJJFIJvPtw,113,RNes9apiHhkv-PWJe1lmhbGH5MCwqQaad24lc6-K5DtDYUs,555,-1,150,163,895,429,1K5dq584iD3PaOvv5h22R-kkHrFxmAZUcUDsImq5gGEDZrBXv-BlWzo27Q,887,Gdsip-X3Dhsvfj3Isg7LY8d0aqe1mcJHMCwEesK6raSKtVM,80,7GpdBjnXPFGWLzA1Ml0UspG7cwH0acsxIq7Kl_Xzfx_G_2s4ehBepqopQw,39,fDXTqkyFoNC_Hshb--SYPz1cNUf5UGsdr-vVLSwlETV9zbI,81,AhuI1rIIZHqHCaXknwqVZ6920obHJAOqgVXs-_NWKH4JOTw,89,163,-1,68,-1,7,BLUE,31,10,BLUE,1,0,BLUE,2,0,BLUE,5,2,NONE,0,0,NONE,0,0,BLUE
KR_6051897577,VQ8fuFIHzyEykyBzHAPVFBOkI_OruafxNeGRIX_0rWCVtwc,68,GV4FWa8rTwsYhKPOhkSHq26fOuHzoyUXEl8JZ1e7pXEwvv8,163,IxZP4Ael0N6XJxlgz9uSvGWXTTw_s8mjT5vbhzFWKq7gFdY,777,NkZ4x09h94WkFBZ6JroI5lkcrKs-2zELE2Zb0CTzRcB5l35TFWhP216RcA,145,AhuI1rIIZHqHCaXknwqVZ6920obHJAOqgVXs-_NWKH4JOTw,12,133,119,429,-1,58,a0ZQXONhSq9CpQrAoaNmayfWdxUQaAyazIX7plL2_OCi1EI,157,qCiX6yT_uwnyRhB44OVhX9b26aPN9dPQu_-YuahUnzGE5i4,102,T5rFkr-188OeTqUb5gDGFR1FXNb454FLzpzhaWM0hW9fLA8CcoBQBGXTGw,7,fDXTqkyFoNC_Hshb--SYPz1cNUf5UGsdr-vVLSwlETV9zbI,15,TbD_1zKUZ20GzJ5nTsj6M4jPl0crmhb-FCcnBJRPqjtH3mSxtwD9iPVUYw,111,350,120,-1,-1,-1,RED,29,27,RED,2,3,BLUE,1,1,BLUE,8,5,BLUE,2,0,BLUE,1,0,BLUE
KR_6051922032,L5YwtV1QHTc_qdX5j_9We5pxvl6xZZDQY2NZMr-zkFwu5NE,41,Tx5p5q4af3CF8ckXbeZCZk4-RD8WepIX3KU1NzF5BS5swQmUCko_rRsPCA,254,OuaDM-wqErKRRa91WpzKVjtuU2gdPvDuoRUIr_z67JW-gbc,711,fDXTqkyFoNC_Hshb--SYPz1cNUf5UGsdr-vVLSwlETV9zbI,145,lcjVcmKjgpAc3GRLY701X_mDF9Cj-yJuc-8plhIhNfIo2qNp,555,429,62,30,268,895,AAx0dddLvFMa3dAQhor-rQQzp199r8asK9E1U_BxLnCb5JU,58,pFKMcY9e8lNe-Hl8x1iJiSobE0hLubxeqSo5GDKYTuodMGc,5,jKmjG4-or-czGmM3fJk4XqwH7ejgIMbFFf-jZHNOt1qrnAU,7,EN6RHq8oBTF13SOMiS3mi9Qa6DWb1T0iYQp0VWKkY6kS5wVQkMLTHOACrQ,360,cpbI-YrUWRmW9pqj_VgCvTIn_t__EstDs7d-jlWt44bdj_4,53,78,895,268,-1,103,BLUE,33,17,RED,1,1,RED,1,1,BLUE,8,0,BLUE,1,0,BLUE,1,0,BLUE
KR_6057331606,AAx0dddLvFMa3dAQhor-rQQzp199r8asK9E1U_BxLnCb5JU,24,zrA2hv7TVoY82XqKAvqlju9Q3Z6V1N1vC9rIN8llRffQj_A,62,Vln2z90vj3MdDduEqqPGxnbwcXhQPsu72iDo53kDlpxU0Vw,103,DTFc-K7iaMnKUQn8GIhh9uBwsJRO2XlTeDuMaOVA9VC90j4,115,ovS7RIXXJbQYuatMzHkfj8uX_08BmElqIZ5E8ghEt7bJzke0,111,-1,163,429,119,15,BfNPP-dedV6rLG__LTAcRoRZKfkb-04Pg2ey6rUmLBy__Ao,887,xjuB_j6vc1uBAM54AMOq-dwa4GogoqfonW1k2aF1LlqNRQ,127,1K5dq584iD3PaOvv5h22R-kkHrFxmAZUcUDsImq5gGEDZrBXv-BlWzo27Q,234,OsE7cm6o7zga50PcRypXsYIC5QbODo7m_EGMj_6vboV8X74,221,SZwMFG5WKK9d10xZnHacaEZYf9ISHJZasa6EWXOg5uRyJKLPirUo1ZdVGw,350,32,163,-1,43,-1,BLUE,21,31,RED,1,4,BLUE,2,0,BLUE,6,10,BLUE,2,0,BLUE,1,2,RED
KR_6057147715,GtUkIiLErF9LhYArsOMqLRtcVBpgg8-qpx1DOSkDzbCtZYhn,266,SErLbSNsX7QeZBflAY9F0dhhbjbYd386YmukoZnYNu_T0haGjvEJdsyfMg,59,igWJ9PgkZ2Q7hcj35eZtdR3JWhjmhv2_UixQS0kkpCoUlPkJt5mtksAYRg,7,m0shJg17q9Pa0SdiQDE3ZycbijHwTVxkE7oEjeGwYkITJi0,64,VAsD3_3pNpav7G8dei-uSNH7ScOhBcPrRDV0q8zGY82VDBI,235,221,-1,429,39,119,1K5dq584iD3PaOvv5h22R-kkHrFxmAZUcUDsImq5gGEDZrBXv-BlWzo27Q,58,AAx0dddLvFMa3dAQhor-rQQzp199r8asK9E1U_BxLnCb5JU,25,58rNZ1VXjCRUbYTyCf5XtT1flGedIjDGeoBJULNh2UbTuAM,127,v01m1fX6eoVqd3xVtks0_Zf9uKrln_jMmlqC3HTP5rmuch1YuvH04TC7Ow,15,zhIKvtHTZQHw6cBPWccZB-RyLrtvB6Me-zHJu3BXltIj0UYtYbGsmYLzvw,497,421,62,-1,429,-1,BLUE,47,16,NONE,0,0,RED,0,1,BLUE,11,1,NONE,0,0,BLUE,1,0,BLUE
