SERVER,BTOP_CHAMP_ID,BJGL_CHAMP_ID,BMID_CHAMP_ID,BBOT_CHAMP_ID,BSUP_CHAMP_ID,BBAN1,BBAN2,BBAN3,BBAN4,BBAN5,RTOP_CHAMP_ID,RJGL_CHAMP_ID,RMID_CHAMP_ID,RBOT_CHAMP_ID,RSUP_CHAMP_ID,RBAN1,RBAN2,RBAN3,RBAN4,RBAN5,WINNER
EUROPE,113,5,91,51,888,163,777,29,-1,114,517,64,268,119,117,895,157,141,555,234,0
EUROPE,516,104,84,15,350,119,55,-1,114,429,150,60,268,29,12,157,517,-1,78,62,0
EUROPE,85,60,777,523,117,107,114,121,111,555,39,77,163,15,350,119,157,200,114,107,1
EUROPE,2,141,221,523,40,350,119,777,266,45,150,234,163,429,888,-1,119,39,62,246,1
EUROPE,67,107,117,360,526,350,119,246,203,166,104,76,268,429,888,119,221,157,350,163,0
EUROPE,887,163,777,221,350,104,28,895,121,119,74,2,517,429,12,157,107,246,39,555,1
EUROPE,266,59,245,523,427,517,84,39,107,121,150,234,163,429,412,-1,157,203,107,119,1
EUROPE,79,234,147,221,427,163,26,119,41,84,887,141,268,29,497,-1,200,24,429,62,1
EUROPE,112,121,82,429,57,29,64,777,38,119,516,203,163,15,117,131,888,887,111,-1,0
EUROPE,1,107,163,81,432,62,38,895,268,-1,777,5,30,103,518,117,23,58,119,-1,1
EUROPE,14,121,142,119,267,421,777,39,235,107,50,79,517,21,888,350,777,429,163,157,1
EUROPE,164,48,84,15,111,350,107,119,246,55,126,2,163,157,44,429,-1,107,119,114,0
EUROPE,164,254,163,15,111,157,92,887,29,246,113,121,245,222,44,517,119,24,55,117,0
EUROPE,79,200,7,15,888,246,119,887,-1,2,23,78,101,67,497,69,268,122,72,163,0
EUROPE,523,32,7,777,888,119,350,429,200,-1,39,245,26,235,166,119,141,268,78,114,1
EUROPE,113,421,61,15,22,221,119,235,76,166,141,59,7,236,267,157,429,246,114,40,0
EUROPE,164,202,157,131,888,555,107,246,29,119,887,80,112,523,40,350,15,895,421,119,0
EUROPE,122,33,112,119,555,888,67,350,895,114,39,20,99,523,25,68,29,55,246,157,0
EUROPE,79,33,112,221,22,119,67,895,55,421,54,69,104,15,350,84,20,517,895,555,1
EUROPE,150,234,163,119,44,888,412,55,141,24,887,427,166,96,22,350,-1,111,20,92,1
EUROPE,266,131,517,96,43,200,555,30,203,119,24,246,711,221,350,28,119,114,5,429,1
EUROPE,122,64,245,26,888,517,15,360,131,887,113,120,163,429,89,104,119,157,246,350,1
EUROPE,24,234,142,21,267,76,350,107,555,888,102,200,517,119,412,-1,350,163,28,122,1
EUROPE,122,64,101,523,888,163,103,350,221,119,113,62,517,15,111,350,141,16,163,28,0
EUROPE,102,141,163,235,875,119,107,50,421,350,2,254,112,360,888,16,107,15,62,119,1
EUROPE,887,59,15,221,117,119,107,350,30,429,150,62,163,96,888,429,38,107,84,119,0
EUROPE,240,60,134,29,40,117,114,895,246,200,887,78,45,523,888,-1,350,200,163,119,1
EUROPE,266,20,45,51,22,55,15,142,421,119,102,234,166,30,40,429,114,268,23,119,0
EUROPE,24,11,79,201,67,-1,31,50,60,82,6,120,34,17,29,86,221,114,238,35,1
EUROPE,85,246,163,429,888,29,22,84,200,119,887,121,516,21,497,200,350,107,517,62,1
EUROPE,58,20,112,222,888,107,421,29,235,350,98,200,163,429,111,887,39,-1,38,15,1
EUROPE,41,91,163,236,497,429,-1,119,432,221,887,78,84,360,555,888,350,777,34,-1,1
EUROPE,41,76,112,236,267,38,555,429,350,166,221,104,163,523,53,121,119,-1,131,24,0
EUROPE,102,62,498,777,43,350,111,78,200,238,887,203,15,517,555,200,64,163,246,77,0
EUROPE,516,141,7,29,497,122,235,15,-1,62,79,120,412,360,147,203,350,517,84,200,0
EUROPE,516,107,15,39,101,122,350,131,119,142,41,79,157,81,16,235,9,555,-1,711,1
EUROPE,266,91,8,15,555,429,163,119,895,28,59,421,142,30,40,154,38,350,62,888,1
EUROPE,122,9,38,18,555,350,266,147,235,28,41,131,517,51,89,350,80,222,164,147,1
EUROPE,31,24,103,145,43,117,350,53,19,266,23,107,105,895,80,30,267,50,39,122,0
EUROPE,122,131,157,81,350,141,24,166,55,62,114,48,163,202,555,117,119,11,41,55,0
EUROPE,98,131,157,221,497,163,24,7,234,55,122,62,84,29,89,-1,350,268,429,119,0
EUROPE,84,2,157,119,412,350,92,7,-1,429,266,78,163,21,432,429,141,350,107,777,0
EUROPE,516,60,238,236,517,429,-1,555,350,887,86,163,54,523,40,119,-1,164,7,15,1
EUROPE,86,48,711,29,497,350,107,131,888,114,80,62,517,119,150,-1,246,60,-1,107,0
EUROPE,27,200,45,429,26,150,119,55,147,350,23,163,86,22,888,-1,114,246,895,268,0
EUROPE,101,141,64,221,44,62,119,888,84,-1,2,78,42,29,350,122,62,119,517,777,1
EUROPE,84,104,245,15,40,24,555,157,-1,119,122,76,103,51,432,55,555,166,266,350,0
EUROPE,14,246,101,51,43,40,119,887,103,141,39,254,163,236,267,119,55,38,141,-1,0
EUROPE,113,5,142,21,497,777,91,166,119,55,126,104,517,221,43,-1,119,59,166,-1,1
EUROPE,114,254,79,498,497,555,-1,-1,103,41,240,78,55,15,26,157,432,777,119,350,1
EUROPE,41,62,517,15,43,163,887,246,119,-1,102,76,58,81,267,119,163,147,-1,350,0
EUROPE,266,48,79,221,432,103,429,119,-1,60,245,421,81,61,43,350,141,246,887,45,1
EUROPE,240,163,43,110,412,-1,107,119,131,114,84,102,238,429,888,119,895,350,117,17,0
EUROPE,41,104,7,81,497,555,-1,117,119,163,2,234,127,51,432,15,62,429,119,78,0
EUROPE,44,104,268,18,888,114,107,119,-1,895,887,200,101,15,555,517,122,39,84,350,1
EUROPE,122,35,157,21,432,111,7,104,2,15,145,163,80,268,223,-1,119,-1,350,131,0
EUROPE,23,234,163,523,12,119,117,141,200,114,80,59,55,15,201,119,131,268,-1,555,1
EUROPE,80,131,84,15,16,429,119,79,221,28,516,245,246,29,117,41,-1,876,119,350,1
EUROPE,240,48,142,498,497,119,84,107,200,887,36,72,163,360,526,350,143,266,35,-1,1
EUROPE,23,91,103,15,22,119,163,350,78,131,86,234,4,161,235,21,517,164,84,-1,1
EUROPE,150,78,142,523,89,-1,114,1,119,517,113,234,163,67,32,119,711,62,266,421,1
EUROPE,24,131,711,221,117,28,141,91,555,268,39,30,777,429,32,200,115,9,166,119,1
EUROPE,150,78,268,119,43,555,131,517,-1,122,887,5,84,222,40,-1,200,350,429,62,1
EUROPE,85,163,777,429,12,420,119,84,86,350,122,131,157,360,412,38,67,-1,15,119,0
EUROPE,126,59,103,895,111,7,55,350,163,84,122,121,134,360,888,62,163,119,429,432,1
EUROPE,58,245,163,15,497,7,350,114,40,84,238,104,268,29,267,121,117,84,119,-1,0
EUROPE,887,59,245,29,350,17,7,429,163,119,84,80,268,15,412,2,119,-1,28,40,0
EUROPE,85,121,61,15,32,119,114,163,141,38,58,78,517,29,117,80,119,221,55,-1,1
EUROPE,39,59,103,74,267,7,166,163,555,119,202,64,85,54,57,24,350,-1,777,112,0
EUROPE,122,234,84,96,117,24,23,119,246,38,150,121,238,45,432,555,-1,200,131,119,0
EUROPE,887,80,777,29,350,163,26,62,55,421,79,234,58,15,37,141,119,114,7,429,0
EUROPE,166,245,122,523,111,119,107,141,163,114,39,9,50,22,117,2,895,62,131,268,1
EUROPE,150,59,245,15,43,555,119,78,517,7,92,234,105,360,111,76,119,429,58,-1,0
EUROPE,246,80,84,15,99,429,-1,266,711,39,887,62,3,21,60,895,119,157,55,111,1
EUROPE,126,163,268,429,32,350,35,77,86,119,150,62,517,15,78,887,895,107,119,-1,0
EUROPE,92,72,8,157,12,119,55,114,246,555,58,78,43,15,32,429,555,119,166,200,1
EUROPE,82,64,246,15,44,119,166,38,67,711,266,33,55,523,40,141,163,200,39,117,0
EUROPE,150,131,157,15,235,429,7,58,24,119,86,887,103,895,117,163,119,92,26,221,0
EUROPE,23,421,147,236,267,157,24,55,119,131,113,200,39,221,40,17,895,163,119,429,1
EUROPE,41,77,127,267,236,119,141,55,38,92,58,60,42,15,117,119,141,114,429,895,1
EUROPE,41,77,61,236,350,141,92,429,421,895,83,131,161,15,37,121,119,39,429,163,0
EUROPE,9,78,157,29,497,121,28,38,119,7,41,104,147,15,235,-1,555,17,119,350,0
EUROPE,114,60,268,145,50,517,92,119,429,55,166,62,61,221,497,517,895,887,163,141,1
EUROPE,102,64,7,119,89,432,120,107,15,350,150,60,777,81,22,-1,266,429,-1,107,1
EUROPE,41,200,101,222,412,555,119,84,429,-1,887,141,517,523,223,60,157,55,895,-1,0
EUROPE,150,80,84,15,111,432,55,30,119,895,113,131,157,21,12,119,7,-1,429,-1,1
EUROPE,266,163,103,157,555,39,350,78,107,114,98,62,711,15,40,166,350,119,107,55,1
EUROPE,150,121,711,221,350,119,429,163,888,80,104,62,268,15,43,-1,38,119,555,203,1
EUROPE,39,44,163,81,43,107,119,555,17,421,150,60,7,236,267,350,119,78,84,429,0
EUROPE,86,60,777,15,37,119,895,107,163,164,122,234,4,429,888,157,119,84,432,350,0
EUROPE,23,131,157,221,350,15,164,163,62,119,68,238,101,96,117,84,29,777,-1,86,0
EUROPE,27,203,55,29,117,150,62,429,157,235,79,121,163,221,40,84,119,107,114,246,1
EUROPE,516,64,84,221,40,55,234,107,119,350,36,62,7,429,32,235,350,200,107,266,1
EUROPE,887,200,127,81,43,114,-1,555,119,163,48,141,84,236,267,107,-1,119,28,150,0
EUROPE,84,64,7,523,888,102,78,163,119,40,516,91,103,236,267,555,119,107,429,517,0
EUROPE,24,78,268,81,43,119,15,114,895,429,39,59,103,29,888,119,429,246,200,555,0
EUROPE,84,254,142,81,89,113,16,119,23,200,122,887,103,222,53,15,-1,141,429,350,1
EUROPE,84,234,39,29,40,119,113,268,166,111,150,62,74,221,350,23,157,35,119,555,1
EUROPE,887,234,55,236,267,895,119,350,421,166,85,254,103,429,53,200,15,163,23,166,1
EUROPE,8,421,268,429,888,141,895,40,163,122,41,2,103,523,223,119,55,895,92,203,0
EUROPE,39,76,517,119,26,78,107,200,429,895,102,32,777,15,888,40,157,163,200,62,1
EUROPE,516,62,517,498,40,114,107,15,895,-1,266,234,29,221,888,43,77,84,55,350,1
EUROPE,86,122,15,45,117,164,555,38,26,119,150,78,221,43,888,119,777,266,555,62,0
EUROPE,126,78,163,15,235,246,114,91,62,-1,887,200,245,29,432,86,350,119,55,157,1
EUROPE,887,104,3,39,555,895,147,84,26,114,79,234,163,15,16,895,60,86,429,62,1
EUROPE,102,78,517,119,48,103,429,200,91,131,79,64,163,221,350,-1,895,887,131,421,1
EUROPE,150,234,711,429,888,-1,55,107,119,421,74,62,517,236,267,39,350,555,55,141,1
EUROPE,27,234,142,523,111,421,39,350,150,887,516,2,245,119,267,114,55,141,163,117,0
EUROPE,887,59,26,29,888,157,92,131,141,555,84,62,268,360,497,350,107,55,113,78,1
EUROPE,150,163,55,29,117,62,200,517,141,114,122,131,157,235,147,429,24,555,350,141,0
EUROPE,887,163,122,15,555,141,24,119,84,350,166,104,103,202,497,77,350,119,429,84,1
EUROPE,86,200,7,221,40,119,164,29,163,350,887,64,777,15,432,78,84,114,34,429,1
EUROPE,516,80,13,429,888,114,-1,350,895,78,420,234,68,69,223,350,103,887,24,-1,0
EUROPE,516,78,119,517,40,350,114,429,200,121,122,246,268,15,888,350,22,114,429,555,1
EUROPE,24,121,42,429,164,119,114,104,141,78,266,91,163,221,555,78,39,119,131,-1,0
EUROPE,266,76,517,29,37,119,9,429,8,421,39,200,268,895,497,350,163,122,246,141,1
EUROPE,150,154,163,15,888,200,29,350,122,92,266,48,268,21,555,350,121,429,107,122,1
EUROPE,420,142,234,429,117,38,23,157,555,119,164,517,30,21,235,350,-1,119,92,777,0
EUROPE,150,421,268,29,497,777,350,555,119,163,420,245,84,15,43,555,141,23,-1,887,0
EUROPE,420,246,142,202,555,141,23,166,350,62,887,163,81,119,111,84,2,157,429,28,1
EUROPE,113,234,84,429,111,15,266,119,40,38,122,91,517,96,99,107,119,29,200,350,0
EUROPE,62,246,163,15,143,350,119,895,517,888,887,234,127,81,432,421,777,17,111,119,1
EUROPE,122,59,268,96,117,78,888,84,429,107,102,234,7,15,350,121,119,429,163,777,0
EUROPE,122,254,13,895,888,40,23,141,429,350,887,421,7,15,432,78,429,166,119,163,0
