SERVER,BSUM1_ID,BTOP_CHAMP_ID,BSUM2_ID,BJGL_CHAMP_ID,BSUM3_ID,BMID_CHAMP_ID,BSUM4_ID,BBOT_CHAMP_ID,BSUM5_ID,BSUP_CHAMP_ID,BBAN1,BBAN2,BBAN3,BBAN4,BBAN5,RSUM1_ID,RTOP_CHAMP_ID,RSUM2_ID,RJGL_CHAMP_ID,RSUM3_ID,RMID_CHAMP_ID,RSUM4_ID,RBOT_CHAMP_ID,RSUM5_ID,RSUP_CHAMP_ID,RBAN1,RBAN2,RBAN3,RBAN4,RBAN5,FIRST_BLOOD,BCHAMP_KILLS,RCHAMP_KILLS,FIRST_DRAG,BDRAG_KILLS,RDRAG_KILLS,FIRST_HERALD,BHERALD_KILLS,RHERALD_KILLS,FIRST_TOWER,BTOWER_KILLS,RTOWER_KILLS,FIRST_BARON,BBARON_KILLS,RBARON_KILLS,FIRST_INHIB,BINHIB_KILLS,RINHIB_KILLS,WINNER
EUROPE WEST,9dcow5TyIzD8EuzrBA1RS0fWbgZV11HK6VGn9QAPWkRzInM,58,xPd3PTaN8ILFRVPeGlFYvVN4ypgn1R4sGbbGRNEpZ5GRYGc,113,NPlz8rVcuwr705vlLZRceOIa3YH2ZhsFyyqhqPqKu5Sh5_mN,517,d4Ye0k7glS4s-QU4qaFKbjiY1iNU4ELp47y45M_Jy3UW_VQ7AYTc-Dwimg,157,zMLQRwq-Jr-lBGXs9Oy7or7UTbZBCQYo5j4fm12NwO-6vNQ,235,28,887,429,200,350,2bxAy2xKRRVbwBQs4xMcUU03StHLqPjfceqkUEZwP3UNuXU,516,vHBol6qOV4BDCq8G_QLyK9zWaEPhwEFlZfhbIFuKKZyFvac9,64,7nywNCOnXyibsU3cz-I62uZN3w2b5JtbfA4vE9_bWPShRBg,55,Fh65e2b_r25M566GikjPVg2gejUQOkH4vyp2c931tnh4Dcg,81,4itbBHHnxecZmRajjGb8mIZdeb-dRfvkI1zcUrEFbb0YFAXA4iIejUuyjA,555,147,166,887,119,429,0,16,31,0,1,2,0,2,0,0,3,5,1,0,1,1,0,1,1
EUROPE WEST,u7soxFTH50ItUxluX9J6XTfo7dwFlNGsluk62ip3Ac86-Wk,516,RnsxWaYNyEu9CrlCcgKZFWUz87WAQauDwxgeEYXgGwzYFaU,2,8AKRjNsHhV12k_KjxPEJbIU_A5X52xD_FiRx3ImvR8vJtywXDtkj3z9jlw,517,_EFmw_ILEasIH-SHx0ddj2XqSVXUKfVjWX21QKCmfzEnBJ13tdP4R9tAXg,360,4itbBHHnxecZmRajjGb8mIZdeb-dRfvkI1zcUrEFbb0YFAXA4iIejUuyjA,111,122,200,429,78,28,xPd3PTaN8ILFRVPeGlFYvVN4ypgn1R4sGbbGRNEpZ5GRYGc,240,MA9lqaxrNmRSj4TnnEK6UgTg9Q-pbSjF-NSKqpr1NwOV6T4,20,vZgm_kU3f4_8EQ5ih9c3RbVLkwVBAYyCZo38UhsO2hNIGMc,163,NKqpJPny117q7fTj3MZqFnSznZC1kieJ1DySDwrIg2KWEcNM,119,FMkhsNcmtOmEColP6Zb6O1fwBGUYKnKx9qJW9kl4xKCp8_0,44,887,200,62,15,25,0,30,13,1,1,2,1,0,2,1,4,3,0,1,0,2,0,0,0
EUROPE WEST,xPd3PTaN8ILFRVPeGlFYvVN4ypgn1R4sGbbGRNEpZ5GRYGc,887,wzn8gn90h5GCcIL5Ej4j9xg8d_lJom85EzWIdF8Qx0oGcBkphYw1fLACKQ,234,8AKRjNsHhV12k_KjxPEJbIU_A5X52xD_FiRx3ImvR8vJtywXDtkj3z9jlw,517,rvdvypJ52i7jk_iyb0OwCwFPBNj4sSA4hQPhjmIOyPNmKS2o8b5Bg6-UCw,523,YfJcji_prRh-e0ewa47NhnuiWVycIpcRclM8mwnedhlEeto,44,122,200,166,429,119,Ks5wR89CJTqodJrXnbGU4cgLgeBvSI2Clx04BslNOtp7MhVFJdsKRuVn8A,40,h-HRq3HMCzJx0nsicsYd1Hh_8IgOWbn7rHmyWmSlncUuIq0,5,5ZNHE_qXsqOK3W_UF_UsOTOJvVtReDdO-jpIUXE5Zt6xa2A,101,gQgbdebaDEvsKzdPz9q6mPbId990KXKfsuVfiNk63r6coOpoyD_0iL9zFw,221,lV4REOCJ6FZgOG-7qF6sl3L0AxAuzCMyLnitZQYCAB4o5Dk,37,555,895,84,429,120,1,13,8,1,1,1,0,2,0,0,11,0,2,0,0,0,3,0,0
EUROPE WEST,xPd3PTaN8ILFRVPeGlFYvVN4ypgn1R4sGbbGRNEpZ5GRYGc,777,GF_3eL3x4zI2k6A9PajHc2OUXVUG16n9lOO_3RjITMUGLGrJ,80,iMgtJZl7iMVnkT2l-2o6ctpNRFehgGCBAYJe8FOuVcYYZmo,157,AMw8qULsMonak10cTbWqQAMn6Xc3LriNMnTFAf7Nu4-TPFs,161,XkF73MUsW3uS0-hwXg7TsofQ8H0Gl9eFobl9y2G_IlxZ30A,497,163,38,887,429,107,2bxAy2xKRRVbwBQs4xMcUU03StHLqPjfceqkUEZwP3UNuXU,114,ppgOkIi-ukx_4DAGRnI5DM0M1LugK0pO0vYo4E_6U_-mfQ8,78,hIoSka6anKc6_WSUhIDk06K6JnZF5kz5JaeSaKeLIA0U8mHuBmxLzGkNLg,103,BgbTbMspKYR1yIsQjzW-e_bpn45fjAEcAPnAGX5dLfR6sao,96,FyDlNa8j0MCBaoTH0zNElBHouOmPVTAkP196AW20UQ7J_L4,26,29,246,104,141,84,0,29,41,0,3,1,1,0,1,0,5,9,1,0,2,1,0,2,1
EUROPE WEST,xaDZ_qj5CYkMaLhne7Iup1cCmoBGnYiIn9HRHd1Iu14ydds,122,Bd1x-3GZMmfK_TG1DGe3bSgNj6gVgPUMlyk-SH2Th20KD-IBCUXTsYeALw,141,s3euvQqloxXGyMvwWL6FWPNJ_JQiovA2FEJ6fzsKQKEfrO8,89,QcPmgJC9EAw4PFrG_TNH_duGAV6bg1-L-cETAtjlz7ckcWE,18,6VeS6yBOFrE68TNpNFD4wPZhKOOTzoBmhwXDCnCj5ewrS7T5,103,163,895,92,119,888,xPd3PTaN8ILFRVPeGlFYvVN4ypgn1R4sGbbGRNEpZ5GRYGc,102,Kyx6xSNwzacc-rBeuoye8VypErhwZNxwlxQnzCDTYZ1NJCRpausv1EszWQ,234,kAvtgBkgbviXntAhnuyia0SziQtt9bOnkW5X4iBcT-lMFDRx6EnJq3oo8g,84,WCcraRJ8siFOsMPHQULiTNs61kWxmQBCJlX1QK66rxPy9Fgb,202,om8bI7EHdTrlsGuaERFw5IsCiPAeV0CPD3XiN0VJEpCp0Rc,350,119,777,29,78,429,1,35,21,0,4,0,0,2,0,1,7,1,0,1,0,0,1,0,0
EUROPE,KvglnztPA9DLWFcBYW3Zd45TbzdDcblSI-WAFBPtPYpd7cH0,266,5Xc_TLr23qBT8bIfkAw8l7h55AoisvvuCNb2eK7AIXkKc20,64,8AKRjNsHhV12k_KjxPEJbIU_A5X52xD_FiRx3ImvR8vJtywXDtkj3z9jlw,7,Jg1j09bokAvG2pIH0SzTijxO3EvNBFsBAGHeF10SvHy3b_dE,236,S8Dvb-oJihP8KMNG_FDYI82kOwE70tpWP3b0z6mQvXQaJ3U_YWjYGeFkcg,267,15,107,350,119,234,u9JWuJUw7D-FNOvwTbeQvmwyHX8BJ4JUk5ZpCb61JZs77ms,84,RnsxWaYNyEu9CrlCcgKZFWUz87WAQauDwxgeEYXgGwzYFaU,120,3Hw03hZlODZUGfnEZ36sWdSOp3QtjA4LmsV9--hOySJ5-Mlb,61,edOZSEUq2zlUwoPrp78rryMIcmxoc2nX1NeXvzsnSqL39TaE,221,oUV7bQU-w0EYnSQJ5UcURnZx3ZHI0342Y8GPXkWzEF5a3DbColOB8dgJaQ,117,122,55,119,887,62,0,24,15,0,3,0,0,2,0,0,8,2,0,1,0,2,0,0,0
EUROPE,1xGi53KhiDltm3HFC9Yd26GwNRdUFxGbm8hxuePIWKd1B1I,98,N3O8am_MhYubCGq9Msqsml5TBSYuw0vHAJGfBHlev6RAihE,59,7nywNCOnXyibsU3cz-I62uZN3w2b5JtbfA4vE9_bWPShRBg,55,KjCxOW2qyxHyE_GMrQMAq-0QuLD6IEC1XpXIdATm8q5QAD8,360,s3euvQqloxXGyMvwWL6FWPNJ_JQiovA2FEJ6fzsKQKEfrO8,111,163,166,91,429,350,KvglnztPA9DLWFcBYW3Zd45TbzdDcblSI-WAFBPtPYpd7cH0,113,ebfpUYyf7BfKyphYBPl7EJYgZEpfH2gEKKIuBMZA89Rx7b4DCVo0f1rv6w,64,l18PKfukA9g-ht9isV1mMVrEV6nhaAKlTercHfv84y6FtUZjVgRgHax1mA,517,OB36pAdnxLI8q1kvd895EcxxPZ8qn4H6_-CEYIV0BEwdDOp-,119,6VeS6yBOFrE68TNpNFD4wPZhKOOTzoBmhwXDCnCj5ewrS7T5,888,429,350,235,163,40,0,27,34,0,2,2,1,1,1,1,0,9,1,0,1,1,0,2,1
EUROPE,1QjmdGfkmZ_V0h1nWaFriA4mOwHchghtCubX5P8-T6Igbl0,58,DE3kpg3G0Xw5C_PWuHlxiG1opiBUFNerYM8LxVn0Xw2TVvLiUfqG3Ai2cQ,60,aaB7P8SzdN0de981xevjpDdpS8h1lU_PdePueaHNYRNJagY,163,AsnnpgJgU54Xd23E6eQjE43je_6C8pc7oP0oNVOO8iSnjake7Jn9KxkY-A,221,lTOwKlN2neEha2frAhPZtJL0mRvQSbuLH35Z7c-9yU8QkZ9DPGQ4iBaQ2g,117,150,141,7,131,-1,KvglnztPA9DLWFcBYW3Zd45TbzdDcblSI-WAFBPtPYpd7cH0,113,yf_BGxZ0Q6TlogDB9I5qVT0_fGcUqQ8SCMylasHCobiNFgo,200,Qr0P6d8JGF1XRGWxiwARhO3tLksBZh1sy88mc-yH55ZPCR4,517,edOZSEUq2zlUwoPrp78rryMIcmxoc2nX1NeXvzsnSqL39TaE,81,J-3Z6uBCxSEP0TR2CT3KvbXzhxDFzeNMQl3xdfWpF4dm154i,43,350,268,777,107,119,0,30,8,0,2,0,1,1,1,1,8,3,0,1,0,0,1,0,0
EUROPE,ol0xznLxWaCtUO_1cA51v6C4WHLogYoMtBUXea_jZv8d34-o,80,7ZS9qvAu1k7dOC-8m0_M7iyPkY4HxW_X5_LhFjE1yoTyUdk,234,NPlz8rVcuwr705vlLZRceOIa3YH2ZhsFyyqhqPqKu5Sh5_mN,103,hoIr5hNmt1cDjWbIQDeN7U3hQNYHTDvQvMbs0Viy-uu6Dzs,74,JJBJwJU9_6xY6om0trtdzxKvMv69VFvaW6d2MKhT_drtQe8,432,79,200,15,23,119,KvglnztPA9DLWFcBYW3Zd45TbzdDcblSI-WAFBPtPYpd7cH0,113,e4sbxdjdJVmHLMd8fQIPSXnDcqy_NPJGMm8Nvo_D0YpBevw,62,sGarsweX85xilC-oymPtXh7AyhktGZsOjSabJVyckDxAtNQc,105,QrUdy5tyus1I3Y_cuOohbHTbL2sPynhDOPct3adbCU9mhCQ,360,8D82I9M5f1uFsD16TsnHQBAJAwClXVtn2QB1mVSPOEP9vn4,888,84,777,163,350,119,1,29,33,0,2,2,0,2,0,0,4,8,1,0,1,1,0,1,1
EUROPE,0AZy9ZPtWQh6Vx8Kq7OvFy4UrZwrJACKWYJs-E6rzV4cizM,24,4gNpEZdV0WnaY9JhVjdAh_LX0n9QKLGdzPmyQILdUfA_rc8,234,jWysZe-gwuPtokIJR-NI8cCCG-GninDNH-TpdxiJ9r-ZaxA,517,dH0EnL416zlA8gkuAQ2cKSHyp0J-W3IwYXaTJNLl9vIravw,523,JJBJwJU9_6xY6om0trtdzxKvMv69VFvaW6d2MKhT_drtQe8,432,-1,141,114,62,15,KvglnztPA9DLWFcBYW3Zd45TbzdDcblSI-WAFBPtPYpd7cH0,85,6a2oXM0ql-BRlS-bjaFhc_eiCbsIRVN2QyCE9vM49NiZ9iE,64,9T_e3hPA8BJJkJ-VGvGVJWR24xPZ0yyY5aGTOIKl95Cd6h8g,84,GgrCnhqWSgoSVRMVCv5mCjPbeBRsba3gecpRV6etqcWG28o,429,FygyISn3sodmzfAOYhDXYwmXxwH27oT_MvyJjiDbZnRv-eU,888,107,200,-1,350,62,1,23,8,0,2,0,0,1,0,0,2,0,2,0,0,2,0,0,0
EUROPE,5HowOJYw2agCDbZHiMOwB6iKzEyfDqRa0Si1xeusx4bk3V0,27,_--xoDpCKbKpKkeGXVrLW1CWWMMNxEw4tSr37Kp7R1EfGGs,77,sc9kEa5y33NybfxmYsseZqG2kNhYy7qN9gxxBvQLtfpmcwmj,40,nv0RbSkBY68Dz7Ro1ejFXJ2sWKwvGkOi6YpdL7rSodPRiP9P,15,opmyZSdhJCCKnIUFzggmmXG4wOAyMVfGB7mBN_m80WF3Tho,147,150,-1,157,203,888,KvglnztPA9DLWFcBYW3Zd45TbzdDcblSI-WAFBPtPYpd7cH0,113,ZCozY6C2oOZOBAD8SyuT7qCvcuUInNGTjzbHjdVFYbrkjlg,234,Xf0PplqeFj7NSJApNFejezgJpJqJb2rxRWJnQMfBwDRzwY_U,103,Kyx6xSNwzacc-rBeuoye8VypErhwZNxwlxQnzCDTYZ1NJCRpausv1EszWQ,429,ikkWHVa-xfimUksIOKccQF3WGN3r0K6hcy3-ziiMyg8uvPk,497,16,107,119,268,350,0,33,37,1,3,3,1,0,2,1,3,9,1,0,3,1,0,3,1
EUROPE,Ht0MdAHbl9cKzGJFirjh_BiEyoEyHKZ7TODKUZZ24WDU-lzWH0K6i0oIeg,24,XBddmYuomuaFFc9sxC-EupwhFvjX-CFoOV-x19MLAN54NhA,103,KvglnztPA9DLWFcBYW3Zd45TbzdDcblSI-WAFBPtPYpd7cH0,64,FbP9Ac5Eqs_u0vq8mROZjNiNOKCiOzh_0P1FpKYJmiLeN_g,145,6VeS6yBOFrE68TNpNFD4wPZhKOOTzoBmhwXDCnCj5ewrS7T5,875,200,163,119,350,92,9AsNk-ef1jEEt9hOGSpssld4ubUgpECMVKhh6ea8mNks3dwZ,150,h-HRq3HMCzJx0nsicsYd1Hh_8IgOWbn7rHmyWmSlncUuIq0,76,fCV1FQO5QX4SIvQxBKro2YZwTEWiRu20Ul2e4laFYvbeob4F,157,otow1rg2KQUdu6EfhmQSHal4RtfAMhj3pan4Oc9BDg-KpmW8uUW1gsu7NA,29,NghZZ75UvN_iEVc0hjs5Je39rTmXPlTVLKIbwDVb264GPzRQ,32,429,350,92,517,7,0,17,31,1,0,1,1,0,2,0,2,8,2,0,0,1,0,1,1
EUROPE,KvglnztPA9DLWFcBYW3Zd45TbzdDcblSI-WAFBPtPYpd7cH0,10,CaqfcvprY1V7DVI5sfOJP5Vc3luQoyshL8AemHrvh43qUQw,2,-e-W712E22ObJFMUk67D3f7vAQZ4kXNBph4NFkhswYKIuvg,112,otow1rg2KQUdu6EfhmQSHal4RtfAMhj3pan4Oc9BDg-KpmW8uUW1gsu7NA,21,-dukAc2sY-7lmh8ON6IiZAAu3-T-SGlN_k_E6oFRn85natw,201,-1,350,40,107,119,nQhahUd60Zd9RE8eJLQ5JiunCVQXWLf-A2znpj0_xoeub7i3,114,KaKndi8iQFAoALZCd63X7EeLc1WQDf1hyYR71lttdR9sjw7U,131,qAD7cmWxAFDH9tNdAVWlddznnB4TR2dA7ER_4lThTGH33tvBAqHyfjCeig,39,LTSIM2UYc9xQQda2DWbLHKTxJ0KUzbhrCRPUdm_vW1JYEoU,429,NghZZ75UvN_iEVc0hjs5Je39rTmXPlTVLKIbwDVb264GPzRQ,32,350,517,163,119,78,0,37,26,1,1,2,0,2,0,0,5,1,0,1,0,2,0,0,0
EUROPE,KvglnztPA9DLWFcBYW3Zd45TbzdDcblSI-WAFBPtPYpd7cH0,887,k2a5HoRnB083XF5CiSBpN2YAzi6wEC6nvuuynbTwdJ1-i_c,200,t0YYsnIWPfvbJjArGZoHWTkl25BsI4PU_bebNHblp_RJpHDx,127,lYpv_mxknj_F9nkZyD68ymE6qbr3wRjOtPxXzMk3vvLKEPE,429,LTSIM2UYc9xQQda2DWbLHKTxJ0KUzbhrCRPUdm_vW1JYEoU,50,163,350,29,777,119,sd0c7E2fA3ymn7IAGwaYIAJ01ENqMwZci4MQxAQVz1fffIw,17,Vz0ExmP1sLzJKsSgGadfLiQzptiLAS_P0Jp_etepOIqjCll0,427,w-U8L-gIaT1yVY9vRYrYyCk0ZgpufjvPZx2LI4mB4Q_TEBm5Ga8_wLucDw,45,otow1rg2KQUdu6EfhmQSHal4RtfAMhj3pan4Oc9BDg-KpmW8uUW1gsu7NA,21,duqlrr86PmgeT9HkZZmWanUi2Q568nZpapSQLutL7xUENfc,12,91,28,1,888,350,1,14,19,0,1,1,1,0,1,1,4,7,1,0,1,1,0,1,1
EUROPE,72QFHiT3zJt_guSh7WzUERLtuM7FVkW-2K4cL2Ah4rBmHXg,122,NABn9ie0fh8ed3WY6DA6NHcprWp5ILZb5mSYWomAZzvEyKNgci3Bkknclw,20,hV62pXVs4-uIq-ZbXwnO9SkWLtuJEK7W99XSsqB7Bh6X9n5e,84,up1BnQIZuihRtJ30koubgmvQ5ApnYKS5SEXuHRZ7fYCoy8r6,29,3ifXyo9bNQEBJcb96uI0RmV2ZEE-yyJe4JBW5w7DYMjerMk,888,235,24,268,121,119,KvglnztPA9DLWFcBYW3Zd45TbzdDcblSI-WAFBPtPYpd7cH0,67,7_O20Md7WfGLLMj0RndSMydggyjZhBiQEnWkTjWJZ0d_Y5mriEh-Ei39Rg,154,w-U8L-gIaT1yVY9vRYrYyCk0ZgpufjvPZx2LI4mB4Q_TEBm5Ga8_wLucDw,50,dJhE_-wfFBbxWQ16z34X8iya45s8Ur2TwWjK4jnMjkUpb5di,429,FygyISn3sodmzfAOYhDXYwmXxwH27oT_MvyJjiDbZnRv-eU,32,360,91,107,62,350,1,13,25,0,1,0,1,0,2,1,0,4,2,0,0,2,0,0,1
EUROPE,xPd3PTaN8ILFRVPeGlFYvVN4ypgn1R4sGbbGRNEpZ5GRYGc,102,4kZwGdkKnuBuDUye_76gpMaSPaRIyOVILRkwccyHP6OWRRFv,234,-e-W712E22ObJFMUk67D3f7vAQZ4kXNBph4NFkhswYKIuvg,163,OIKnS6sRyl9BaVpzsZMmF7b15DBDIQ41BMOiWYmLE50zpX3G,202,tUyXI2Og22wZN9Rs-Lnpr0lVZGCjht9d83z3GtFStuHeVFs5,432,350,887,107,78,429,KvglnztPA9DLWFcBYW3Zd45TbzdDcblSI-WAFBPtPYpd7cH0,113,F66NXGYFavcAokjrfJpUel2USWZkq8NHqpJTd_G27IMtrFI,59,72QFHiT3zJt_guSh7WzUERLtuM7FVkW-2K4cL2Ah4rBmHXg,84,rvdvypJ52i7jk_iyb0OwCwFPBNj4sSA4hQPhjmIOyPNmKS2o8b5Bg6-UCw,119,LwQR-bGGVjNcHh-1QAJaaX8GYoy1foj0agy9qtMyDyxS8yg,44,350,429,200,38,421,0,42,11,0,2,0,0,2,0,0,9,2,2,0,0,0,2,0,0
EUROPE,KvglnztPA9DLWFcBYW3Zd45TbzdDcblSI-WAFBPtPYpd7cH0,113,QKqPW5NTwtxOyE_drbyks2kH_OMLiBposiMPyoW2PwX3oHg,163,hdpviIP_EViLW27RFdTGORkxeysRiB7RgiRPgCiXGegjJ4bwLFELsJh3Tg,91,czsTgwJaBAzVii9jJ0Pid9BMA0z_xZ_Wc-xdd53sF9mw3P5K,51,AIwPV6qKIWaVOBEf1goS37LOXBi6s9GBtaZi22V-w_AEjum8-0kAuM6xpw,40,114,7,64,350,246,A88fLh5ahg1ZIyC_IF6VeBaaHyKTdovrFaHiWocSh1zeUFEu,266,yf_BGxZ0Q6TlogDB9I5qVT0_fGcUqQ8SCMylasHCobiNFgo,30,72QFHiT3zJt_guSh7WzUERLtuM7FVkW-2K4cL2Ah4rBmHXg,777,NKqpJPny117q7fTj3MZqFnSznZC1kieJ1DySDwrIg2KWEcNM,81,9PyqVkAN2ruV4ljpiXe9MxwrDW_jHEpzV_iGsWabc65NSWk,43,35,28,39,119,55,0,28,30,1,0,4,0,1,1,1,2,9,1,0,1,1,0,2,1
EUROPE,25GTyjkB4OXa_-CIfPi42mt8E3nIjvVRR0AqmiYm3xRLy5cFn3IlutG5rg,122,dYTjMWodF-PfESs1ciCN6LyRrGPtzRYnAr1_fT2Gw2L5WlsZ,238,-h3i3CgmcXFooBeZkoPdUSZePxg8w4ZttRS5jeRcgosbS-0,517,8cG3393zV7xFJcW7dTSG3uiM_y585GHRYejyKhScFkrg4LtP,81,5ZReoB77IxHjnZON5FL6vpYiJC26Siq1WXnXgCi75mWgbZQ,43,119,200,163,28,114,rz8ICIBxA7Su2MOmjU3rnVrgCXHiFjxZztCXcQ_OC_O5w8I,350,2E88_yHTShqUj7adqQGe-0L36LgE5l79k9SwyXubPdCNojE,64,_rGqHmqzdxzaZjRIAT0PrM7sLnjAI4AEWmMbfjixPjeQR1M,84,jTDUg9z0Ut-J8Bh7sjoVH8X6ztWHLFQgSneDlGf-usrYmGE,96,KvglnztPA9DLWFcBYW3Zd45TbzdDcblSI-WAFBPtPYpd7cH0,266,895,429,119,200,268,0,28,13,0,1,0,0,2,0,0,9,0,2,0,0,0,1,0,0
EUROPE,-0xKeKNvTNUPuswOsqGYJVhcBlx-ydIhH_wJ30Y-1_44Iww,113,y4n2QdFeDzd6tQ56WY6yLtdyolhCcdBU98P4_TVwjTDxuHe6,200,5ZNHE_qXsqOK3W_UF_UsOTOJvVtReDdO-jpIUXE5Zt6xa2A,101,nv0RbSkBY68Dz7Ro1ejFXJ2sWKwvGkOi6YpdL7rSodPRiP9P,895,4itbBHHnxecZmRajjGb8mIZdeb-dRfvkI1zcUrEFbb0YFAXA4iIejUuyjA,111,166,29,887,84,141,KvglnztPA9DLWFcBYW3Zd45TbzdDcblSI-WAFBPtPYpd7cH0,59,h-HRq3HMCzJx0nsicsYd1Hh_8IgOWbn7rHmyWmSlncUuIq0,104,ntb2m4ugBX9o58pNE1GGHV4wbjSXGJRKZAOG882LS4bmamM,7,x6aAxxn9pWWX7MpKBMXrluVYTlNkqZQRtB-zuPKOADQOvtA,81,d4Ye0k7glS4s-QU4qaFKbjiY1iNU4ELp47y45M_Jy3UW_VQ7AYTc-Dwimg,43,119,78,350,555,429,1,18,10,0,1,0,0,1,0,0,2,0,2,0,0,2,0,0,0
EUROPE,BG78RasS3wZMkhIrop4ElwxaRAfdgFtnucHArrwC-QQmfnu8E02Q07XKow,6,LQPu_trNcSMXdXdEdbaaBo_oAVmZR6c5Jcqy7060CjJjhLu8,76,BzCC9y_ZgIw2hZmqXw7d2hLremqj9JpK_hCI5bZ23bX2aqk,39,nv0RbSkBY68Dz7Ro1ejFXJ2sWKwvGkOi6YpdL7rSodPRiP9P,895,8D82I9M5f1uFsD16TsnHQBAJAwClXVtn2QB1mVSPOEP9vn4,111,119,78,-1,67,429,KvglnztPA9DLWFcBYW3Zd45TbzdDcblSI-WAFBPtPYpd7cH0,113,4gNpEZdV0WnaY9JhVjdAh_LX0n9QKLGdzPmyQILdUfA_rc8,5,Ft0GOcLR1wTeF0MCExwxWgfbfUnT0TOegwRBqXXlGOYQEEs,103,pDvX-IvC8_7dK2L-Mn2f_TVNzl37BrV0L7fHJr5hViBKvYY,523,tUyXI2Og22wZN9Rs-Lnpr0lVZGCjht9d83z3GtFStuHeVFs5,432,141,78,119,350,163,1,13,27,1,0,3,0,1,0,0,3,5,2,0,0,2,0,0,1
EUROPE,OocCq2IDcc0rFJS5LOule-9zp7u69-EYAfeYXRABWorYUr0,517,Yz_mZku7L-h0eXLQ5XuUwu6MCEutMr_g2mpXTMORRe9Joc1W,91,_o_3E5f4P_CY9ztsrbdkUPwVCg7hJ7TSAXHiEEsevv1bdVbI,268,0KY-2eE97AiPMG7Nrxqpjk_g7OUUyvkBSIH1e95H5VGb_kpE,895,3ifXyo9bNQEBJcb96uI0RmV2ZEE-yyJe4JBW5w7DYMjerMk,117,55,60,62,15,122,KvglnztPA9DLWFcBYW3Zd45TbzdDcblSI-WAFBPtPYpd7cH0,887,Gu0-dhJT1_53zm_TQt4BQ1uQ_CZhl4fHrN33OQG3cfz5teM,78,PckvA1Gn46Qb2Smym6PMu-ESiW_TAANmahUzrlDvuIgW-GY,516,0x9-UVX7pWh1scHBDHzE_0MsnBIiTqmZE7agCgrGZhVTVQI,74,ridRR0K_6ydF16ttIJiaD86z_NCTJ4XzYOcqoxSzQkDQc-A,235,48,119,19,107,350,0,19,25,0,2,2,0,1,0,1,4,9,0,1,1,1,0,2,1
EUROPE,KvglnztPA9DLWFcBYW3Zd45TbzdDcblSI-WAFBPtPYpd7cH0,157,5ER_jIVkJkEDkpCiS3h_W8cZqvdUarcDCuJZeMFn8qp24_5hEtOmBpFN6A,104,hSUyuJFmDu0IvCBkR_dL42w93bVgTa0-O-GyeRYc3EzEkyk0,131,Cl1NCQiK7FCZy1IQQyECasWj207p_Vlmoz8tJFcf5FBoWIQ,15,ridRR0K_6ydF16ttIJiaD86z_NCTJ4XzYOcqoxSzQkDQc-A,888,-1,80,114,163,350,md65KR773QY7YxMWQoX7bkOi3Lxvr3pf7t8-cfvq4ktvHl6Y,150,mmU71_7pIxf6uspobhg6Wh0lNusIGF6Xkm_-9fUEcNGv4wwj,234,ys7uBue21JiMV0uSfzyXPGunSO6kmICMwhGGOh_po_qBnWFhaGMYDw6xHA,777,0x9-UVX7pWh1scHBDHzE_0MsnBIiTqmZE7agCgrGZhVTVQI,74,xEIHtzzfFjQgnpRHbGA4U_EwEttNCB9yEuDEMqLwhDZdwuk,235,119,55,107,555,163,0,28,8,0,3,0,0,2,0,0,9,0,2,0,0,0,2,0,0
EUROPE,19D2O1B4jo5vMB2tLth1PxVY6gN-UJ64C3558aSjL_FZpoI,78,Gu0-dhJT1_53zm_TQt4BQ1uQ_CZhl4fHrN33OQG3cfz5teM,80,7nywNCOnXyibsU3cz-I62uZN3w2b5JtbfA4vE9_bWPShRBg,55,CFzYkIOahAjlPoH3xnfCE3T-lwD4XR26V5zDV7yEJDNSZ5jE,221,KvglnztPA9DLWFcBYW3Zd45TbzdDcblSI-WAFBPtPYpd7cH0,266,119,517,166,350,20,ylZfAMEFjH3xaXAHr4aUd-s7Tmz6fEW_4Y_NYRHAAxwQmRs,84,tRYnxcRpPuPUSl_T_WHa18xKia3LxsUR_SFscp82ZK7Zpek,234,0KY-2eE97AiPMG7Nrxqpjk_g7OUUyvkBSIH1e95H5VGb_kpE,235,rvdvypJ52i7jk_iyb0OwCwFPBNj4sSA4hQPhjmIOyPNmKS2o8b5Bg6-UCw,29,LI5Xdz2q38fDSJdaUOsu8XHBiwfYLm0bT91sO3TbqWgbYuU,26,141,113,245,429,432,1,22,14,1,0,2,0,2,0,1,8,3,0,1,0,0,1,0,0
